1;2
trphismet[c];SLC15A1
trphismet[c];SLC15A2
trpilelys[c];SLC15A1
trpilelys[c];SLC15A2
trpiletrp[c];SLC15A1
trpiletrp[c];SLC15A2
trpleuval[c];SLC15A1
trpleuval[c];SLC15A2
trplys[c];SLC15A1
trplys[c];SLC15A2
trpmetarg[c];SLC15A1
trpmetarg[c];SLC15A2
trpmetval[c];SLC15A1
trpmetval[c];SLC15A2
trpphe[c];SLC15A1
trpphe[c];SLC15A2
trpprogly[c];SLC15A1
trpprogly[c];SLC15A2
trpproleu[c];SLC15A1
trpproleu[c];SLC15A2
trpproval[c];SLC15A1
trpproval[c];SLC15A2
trpsertyr[c];SLC15A1
trpsertyr[c];SLC15A2
trpthrglu[c];SLC15A1
trpthrglu[c];SLC15A2
trpthrile[c];SLC15A1
trpthrile[c];SLC15A2
trpthrtyr[c];SLC15A1
trpthrtyr[c];SLC15A2
trptyrgln[c];SLC15A1
trptyrgln[c];SLC15A2
trptyrtyr[c];SLC15A1
trptyrtyr[c];SLC15A2
trpvalasp[c];SLC15A1
trpvalasp[c];SLC15A2
tyrala[c];SLC15A1
tyrala[c];SLC15A2
tyralaphe[c];SLC15A1
tyralaphe[c];SLC15A2
tyrargglu[c];SLC15A1
tyrargglu[c];SLC15A2
tyrargser[c];SLC15A1
tyrargser[c];SLC15A2
tyrasparg[c];SLC15A1
tyrasparg[c];SLC15A2
tyrcysgly[c];SLC15A1
tyrcysgly[c];SLC15A2
tyrcysthr[c];SLC15A1
tyrcysthr[c];SLC15A2
tyrglu[c];SLC15A1
tyrglu[c];SLC15A2
tyrleuarg[c];SLC15A1
tyrleuarg[c];SLC15A2
tyrphetyr[c];SLC15A1
tyrphetyr[c];SLC15A2
tyrthr[c];SLC15A1
tyrthr[c];SLC15A2
tyrtrpphe[c];SLC15A1
tyrtrpphe[c];SLC15A2
tyrtyr[c];SLC15A1
tyrtyr[c];SLC15A2
tyrvalmet[c];SLC15A1
tyrvalmet[c];SLC15A2
valarggly[c];SLC15A1
valarggly[c];SLC15A2
valhisasn[c];SLC15A1
valhisasn[c];SLC15A2
valleuphe[c];SLC15A1
valleuphe[c];SLC15A2
vallystyr[c];SLC15A1
vallystyr[c];SLC15A2
valphearg[c];SLC15A1
valphearg[c];SLC15A2
valprotrp[c];SLC15A1
valprotrp[c];SLC15A2
valserarg[c];SLC15A1
valserarg[c];SLC15A2
valtrpphe[c];SLC15A1
valtrpphe[c];SLC15A2
valtrpval[c];SLC15A1
valtrpval[c];SLC15A2
valval[c];SLC15A1
valval[c];SLC15A2
trpglyasp[c];SLC15A1
trpglyasp[c];SLC15A2
arg_L[c];SLC7A1
arg_L[c];SLC7A2
arg_L[c];SLC7A3
acac[c];SLC16A1
acac[c];SLC16A7
adn[c];SLC28A3
adn[c];SLC29A4
but[c];SLC16A1
cytd[c];SLC28A3
gal[c];SLC5A1
glyleu[e];SLC15A1
h2o[c];AQP1
h2o[c];AQP2
h2o[c];AQP4
h2o[c];AQP5
h2o[c];AQP8
h2o[c];MIP
ins[c];SLC28A3
h[c];BSG
lac_L[c];BSG
lac_L[c];SLC16A1
lac_L[c];SLC16A3
lac_L[c];SLC16A7
lac_L[c];SLC16A8
pro_L[c];SLC36A1
h[c];SLC36A2
pro_L[c];SLC36A2
thymd[c];SLC28A3
urea[c];SLC14A1
urea[c];SLC14A2
urea[c];SLC5A5
uri[c];SLC28A3
gly[c];SLC36A1
gly[c];SLC36A2
ala_L[c];SLC36A1
ala_L[c];SLC36A2
gua[c];SLC29A2
hxan[c];SLC29A2
pi[c];SLC17A1
na1[c];SLC17A1
pi[c];SLC17A2
na1[c];SLC17A2
pi[c];SLC17A3
na1[c];SLC17A3
pi[c];SLC17A4
na1[c];SLC17A4
pi[c];SLC34A1
na1[c];SLC34A1
pi[c];SLC34A2
na1[c];SLC34A2
xyl_D[c];SLC2A3
pyr[c];SLC16A1
pyr[c];SLC16A3
pyr[c];SLC16A7
gln_L[e];ACE2
gln_L[e];SLC38A1
gln_L[e];SLC38A2
gln_L[e];SLC38A4
gln_L[e];SLC6A19
4abut[c];SLC36A1
phpyr[c];SLC16A1
phpyr[c];SLC16A3
phpyr[c];SLC16A7
h2o[c];SLC27A1
CE2510[e];SLC27A1
h2o[c];SLC27A2
CE2510[e];SLC27A2
h2o[c];SLC27A3
CE2510[e];SLC27A3
h2o[c];SLC27A4
CE2510[e];SLC27A4
h2o[c];SLC27A5
CE2510[e];SLC27A5
h2o[c];SLC27A6
CE2510[e];SLC27A6
CE2537[e];SLC27A1
CE2537[e];SLC27A2
CE2537[e];SLC27A3
CE2537[e];SLC27A4
CE2537[e];SLC27A5
CE2537[e];SLC27A6
nrvnc[e];SLC27A1
nrvnc[e];SLC27A2
nrvnc[e];SLC27A3
nrvnc[e];SLC27A4
nrvnc[e];SLC27A5
nrvnc[e];SLC27A6
glcr[c];SLC2A5
2obut[c];SLC16A7
mlthf[e];SLC46A1
selmeth[e];ACE2
selmeth[e];CLTRN
selmeth[e];SLC22A5
selmeth[e];SLC38A1
selmeth[e];SLC38A2
selmeth[e];SLC6A14
selmeth[e];SLC6A19
mlthf[e];FOLR1
mlthf[e];FOLR2
mlthf[e];FOLR3
CE2705[c];SLC29A1
CE2705[c];SLC29A2
na1[e];SLC1A5
hdd2crn[e];SLC1A5
hdd2crn[e];SLC22A5
1a25dhvitd3[e];CD36
1a25dhvitd3[e];NPC1L1
1a25dhvitd3[e];SCARB1
12dhchol[e];SLC10A1
12dhchol[e];SLC10A2
3dhcdchol[e];SLC10A1
3dhcdchol[e];SLC10A2
3dhchol[e];SLC10A1
3dhchol[e];SLC10A2
3dhdchol[e];SLC10A1
3dhdchol[e];SLC10A2
3dhlchol[e];SLC10A1
3dhlchol[e];SLC10A2
7dhcdchol[e];SLC10A1
7dhcdchol[e];SLC10A2
7dhchol[e];SLC10A1
7dhchol[e];SLC10A2
coprost[e];SLC10A1
coprost[e];SLC10A2
hyochol[e];SLC10A1
hyochol[e];SLC10A2
icdchol[e];SLC10A1
icdchol[e];SLC10A2
isochol[e];SLC10A1
isochol[e];SLC10A2
thyochol[e];SLC10A1
thyochol[e];SLC10A2
uchol[e];SLC10A1
uchol[e];SLC10A2
HC02194[e];SLC10A1
HC02194[e];SLC10A2
h[e];SLC28A3
allop[e];SLC28A3
h2o[c];ABCC3
acmpglut[e];ABCC3
acmpglu[e];ABCC3
acmp[e];ABCC3
allop[e];SLC28A1
allop[e];SLC28A2
allop[c];SLC22A7
atvacid[c];SLC16A1
meracmp[e];ABCC3
oxyp[c];SLC22A7
na1[e];SLC27A1
hdca[e];SLC27A1
na1[e];SLC27A3
hdca[e];SLC27A3
na1[e];SLC27A4
hdca[e];SLC27A4
ocdcea[e];SLC27A1
ocdca[e];SLC27A1
na1[e];SLC27A5
arachd[e];SLC27A5
na1[e];SLC27A2
crvnc[e];SLC27A2
crvnc[e];SLC27A5
lgnc[e];SLC27A2
lgnc[e];SLC27A5
h[e];SLC4A10
hco3[c];SLC4A10
na1[c];SLC4A10
cl[e];SLC4A10
h[e];SLC4A8
hco3[c];SLC4A8
na1[c];SLC4A8
cl[e];SLC4A8
nh4[c];SLC9A1
na1[e];SLC9A1
nh4[c];SLC9A2
na1[e];SLC9A2
nh4[c];SLC9A3
na1[e];SLC9A3
h[c];RHAG
nh4[e];RHAG
h[c];RHBG
nh4[e];RHBG
na1[c];SLC6A4
srtn[c];SLC6A4
k[e];SLC6A4
creat[e];SLC6A8
orn[e];SLC7A6
his_L[e];SLC7A1
so4[e];SLC4A1
Lkynr[c];SLC7A8
phe_L[e];SLC7A8
leu_L[e];SLC43A1
trp_L[e];SLC7A5
so4[e];SLC22A6
cl[e];CFTR
na1[e];SLC22A16
crn[e];SLC22A16
na1[e];SLC13A3
C02712[e];SLC13A3
HC02191[e];SLC10A1
akg[c];SLC22A8
homoval[e];SLC22A8
ddca[e];SLC27A2
dhcholestanate[e];SLC10A1
thcholstoic[e];SLC10A1
xol7ah3[e];SLC10A1
xol7aone[e];SLC10A1
7klitchol[e];SLC10A1
na1[e];SLC6A5
cl[e];SLC6A5
CE2026[e];SLC6A5
h[e];SLC16A1
h[e];SLC29A4
mlthf[c];SLC19A1
CE6205[e];SLC22A6
CE6205[e];SLC22A8
