,metabolite,degrading,producing
550,HMDB0010385,"['ABCB4', 'ATP8B2', 'ATP8B1', 'ABCA1', 'ATP10A']","['PLA2G3', 'PLA2G4E', 'LCAT', 'PLA2G2A', 'PLA2G5', 'PLA2G4B', 'PLA2G4A', 'PLA2G6', 'PLA2G2F', 'PLA2G12A']"
551,HMDB0010396,"['ABCB4', 'ATP8B2', 'ATP8B1', 'ABCA1', 'ATP10A']","['PLA2G3', 'PLA2G4E', 'LCAT', 'PLA2G2A', 'PLA2G5', 'PLA2G4B', 'PLA2G4A', 'PLA2G6', 'PLA2G2F', 'PLA2G12A']"
552,HMDB0010405,"['ABCB4', 'ATP8B2', 'ATP8B1', 'ABCA1', 'ATP10A']","['PLA2G3', 'PLA2G4E', 'LCAT', 'PLA2G2A', 'PLA2G5', 'PLA2G4B', 'PLA2G4A', 'PLA2G6', 'PLA2G2F', 'PLA2G12A']"
553,HMDB0012108,"['ABCB4', 'ATP8B2', 'ATP8B1', 'ABCA1', 'ATP10A']","['PLA2G3', 'PLA2G4E', 'LCAT', 'PLA2G2A', 'PLA2G5', 'PLA2G4B', 'PLA2G4A', 'PLA2G6', 'PLA2G2F', 'PLA2G12A']"
554,HMDB0006492,[],"['SULT1A3', 'SULT1A1', 'SULT1A2', 'SULT1A4']"
555,HMDB0006278,[],"['SULT1A3', 'SULT2A1']"
556,HMDB0000653,[],"['SULT1A3', 'SULT2B1']"
557,HMDB0001032,"['STS', 'ABCC11']","['SULT1A3', 'SULT1E1', 'SULT2A1', 'SULT2B1', 'SLC22A7', 'SLC22A11', 'SLCO1A2', 'SLCO1B3', 'SLCO2B1', 'SLCO1B1', 'SLC22A10']"
558,HMDB0006275,[],"['SULT1A3', 'SULT1A1', 'SULT1A2']"
559,HMDB0001425,"['STS', 'ABCC11']","['SULT1A3', 'SULT1E1', 'SULT1A1', 'SLC22A7', 'SLC22A11', 'SLCO1A2', 'SLCO1B3', 'SLCO2B1', 'SLCO1B1', 'SLC10A1', 'ABCA8', 'SLCO4A1', 'SLC22A10', 'SLCO1C1', 'SLCO3A1']"
560,HMDB0002062,[],['SULT1A3']
561,HMDB0000774,['ABCB1'],"['SULT1A3', 'SULT2B1', 'SULT2A1']"
562,HMDB0003036,['STS'],"['SULT1A3', 'SULT1B1', 'SULT1C2', 'SULT1A1']"
563,HMDB0002833,[],"['SULT1A3', 'SULT2A1']"
564,HMDB0006409,[],"['SULT1A3', 'SULT1A1', 'SULT1A2', 'SULT1A4']"
565,HMDB0001059,"['MINPP1', 'INPP5A', 'INPP5B', 'INPP5E', 'SYNJ1', 'INPPL1', 'INPP5J', 'INPP5D', 'INPP5K']","['IPMK', 'ITPK1', 'ITPKB', 'ITPKA', 'ITPKC']"
566,HMDB0002068,"['SLC27A4', 'SLC27A5', 'SLC27A2', 'SLC27A6', 'SLC27A1', 'SLC27A3', 'ABCA1']","['LIPA', 'CEL', 'BAAT', 'ACOT1', 'ACOT7', 'ACOT6', 'ACOT2', 'ACOT4', 'FABP9', 'FABP6', 'FABP3', 'CD36', 'FABP4', 'FABP2', 'FABP1', 'FABP7', 'FABP12', 'FABP5']"
567,HMDB0000139,['GLYCTK'],['GRHPR']
568,HMDB0000472,"['IDO1', 'DDC', 'IDO2', 'SLC18A2', 'SLC18A1']","['TPH1', 'TPH2']"
569,HMDB0002281,['PCBD1'],"['TPH1', 'TPH2', 'TH', 'PAH']"
570,HMDB0001565,"['PHOSPHO1', 'PCYT1B', 'PCYT1A']","['CHKB', 'SMPD1', 'SMPD4', 'CHKA', 'SMPD2', 'SMPD3', 'ENPP7', 'ENPP6', 'CYP27A1', 'ADPRM']"
571,HMDB0000149,"['CHKB', 'CHKA', 'ETNK2', 'ETNK1', 'FAAH', 'PTDSS1']","['PHOSPHO1', 'PLD3', 'PLD1', 'GPCPD1', 'PLD2', 'ENPP2', 'PLD4', 'FAAH2']"
572,HMDB0000263,"['PKLR', 'NANS']","['PCK2', 'PCK1', 'SLC25A1']"
573,HMDB0000223,"['PCK2', 'PCK1', 'CS', 'ME2', 'ME3', 'ASPDH', 'ME1']","['CLYBL', 'DDO', 'ACLY', 'PC', 'NIT2', 'IL4I1']"
574,HMDB0000256,['SQLE'],['FDFT1']
575,HMDB0000156,"['ME1', 'ME3', 'ME2', 'RWDD2A', 'SLC25A1']","['SLC25A11', 'SLC25A10']"
576,HMDB0001129,"['NAGK', 'PHPT1', 'MTMR7', 'MTMR2', 'NANS', 'MTMR6', 'MTMR1']","['GNE', 'NPL']"
577,HMDB0002817,['AMDHD2'],"['NAGK', 'GNPNAT1']"
578,HMDB0001121,['NANS'],"['NAGK', 'GNE', 'PHPT1', 'MTMR7', 'MTMR2', 'MTMR6', 'MTMR1']"
579,HMDB0060305,['ACAD9'],"['SLC27A5', 'SLC27A2', 'CYP8B1']"
580,HMDB0002159,['AMACR'],"['SLC27A5', 'HADHB', 'SLC27A2', 'ACAA2', 'ACAA1']"
581,HMDB0000803,[],"['CHIT1', 'MANSC1', 'CHI3L1', 'CHIA']"
582,HMDB0000359,"['SLC27A5', 'SLC27A2', 'ABCC3', 'ABCB11', 'ABCC11']","['CYP27A1', 'HADHB', 'SLC10A1', 'ACAA2', 'MYO5B', 'ACAA1', 'ABCD3']"
583,HMDB0000017,[],['AOX1']
584,HMDB0000763,['ASMT'],"['AOX1', 'ALDH4A1', 'SLC4A1']"
585,HMDB0004194,[],['AOX1']
586,HMDB0004193,[],['AOX1']
587,HMDB0004073,"['AOX1', 'ALDH4A1']","['MAOA', 'MAOB']"
588,HMDB0000699,['AOX1'],"['NNMT', 'SLC22A2', 'SLC22A1']"
589,HMDB0000271,['PIPOX'],"['SARDH', 'DMGDH', 'GNMT', 'AOX1', 'TPP1']"
590,HMDB0000092,"['SARDH', 'UGT1A1']","['BHMT2', 'BHMT', 'AOX1']"
591,HMDB0002273,"['GOT1', 'GOT2', 'PRODH']",['ALDH4A1']
592,HMDB0001325,['TMLHE'],"['SPCS2', 'SEC11A', 'SPCS3', 'SEC11C', 'SPCS1']"
593,HMDB0001274,"['NME4', 'NME5']","['DTYMK', 'UCK1', 'UCK2', 'UCKL1', 'SLC25A19']"
594,HMDB0001405,[],"['GOT1', 'GOT2']"
595,HMDB0002070,['HOGA1'],"['GOT1', 'GOT2']"
596,HMDB0000491,"['DLD', 'DBT', 'TMEM91', 'BCKDHA', 'BCKDHB']",['IL4I1']
597,HMDB0000695,"['DLD', 'DBT', 'TMEM91', 'BCKDHA', 'BCKDHB', 'ALOXE3', 'ALOX12B', 'IDO2']",[]
598,HMDB0000019,"['DLD', 'DBT', 'TMEM91', 'BCKDHA', 'BCKDHB']",[]
599,HMDB0004527,[],['IPMK']
600,HMDB0001243,"['ACAD8', 'ACADM', 'ACADS']","['DLD', 'DBT', 'BCKDHA', 'BCKDHB', 'TMEM91']"
601,HMDB0001041,"['ACADSB', 'ACADM']","['DLD', 'DBT', 'BCKDHA', 'BCKDHB', 'TMEM91']"
602,HMDB0001187,['IPMK'],['ITPK1']
603,HMDB0001550,['ESD'],[]
604,HMDB0032231,"['SULT2B1', 'UGT1A1']","['PEMT', 'CBR1']"
605,HMDB0006857,[],"['EIF4EBP3', 'MGAM', 'PRRT2', 'KANSL3', 'SAP130', 'SI', 'SETD5']"
606,HMDB0004026,"['HSD3B1', 'HSD3B2']",['CYP21A2']
607,HMDB0000022,"['MAOA', 'MAOB']","['COMT', 'TOMT']"
608,HMDB0000819,"['MAOA', 'MAOB']","['COMT', 'COMTD1', 'TOMT']"
609,HMDB0001490,[],"['COMT', 'TOMT']"
610,HMDB0000318,"['COMT', 'TOMT']",['CES1']
611,HMDB0006268,"['NANP', 'ACP5', 'ACP6']",['NANS']
612,HMDB0000168,"['NARS1', 'NARS2', 'ASPG', 'APOC2', 'APOE', 'ASRGL1', 'APOC1', 'NDUFAB1', 'SLC7A6', 'SLC1A5', 'SLC7A9', 'SLC1A4', 'SLC3A1']","['ASNS', 'CTSB', 'CTSD', 'CTSL', 'CTSG', 'CTSA', 'CTSE', 'TPP1', 'CTSZ', 'CTSS', 'CTSF', 'CTSO', 'CTSC', 'LGMN', 'CTSV', 'CTSH', 'CTSW', 'CTSK', 'SLC38A3', 'SLC38A5', 'SLC7A8', 'SLC7A5', 'SLC38A4', 'CLTRN', 'SLC43A1', 'SLC3A2', 'SLC38A2', 'ACE2', 'SLC6A19', 'SLC6A18', 'SLC38A1', 'SLC6A14', 'SLC43A2', 'SLC6A15', 'ABCA1', 'SLC7A2', 'SLC36A1', 'SLC7A1', 'SLC7A3', 'SLC7A7']"
613,HMDB0000870,"['HNMT', 'AOC1', 'AOC2', 'AOC3', 'SLC18A2', 'SLC18A1']","['HDC', 'DDC', 'SLCO1A2', 'SLC22A3', 'SLC22A2', 'SLC22A5', 'SLC22A1', 'SLCO1B3']"
614,HMDB0006720,"['COQ6', 'CYP4V2', 'CYP2E1']",['CYP24A1']
615,HMDB0000450,[],"['PLOD1', 'PLOD2', 'PLOD3']"
616,HMDB0001401,['ISYNA1'],"['G6PC1', 'HK3', 'GCK', 'HK1', 'G6PC3', 'HKDC1', 'G6PC2', 'HK2', 'ADPGK', 'SLC37A4']"
617,HMDB0004244,['ALOX5'],"['ALOX15B', 'ALOX15']"
618,HMDB0011148,"['PAFAH1B3', 'PAFAH1B1', 'PAFAH2', 'PAFAH1B2', 'PLA2G7', 'ABCB4', 'ATP8B2', 'ATP8B1', 'ABCA1', 'ATP10A']",[]
619,HMDB0000172,"['IARS1', 'IARS2', 'APOC2', 'IL4I1', 'SLC7A6', 'SLC7A9', 'SLC3A1']","['SLC7A8', 'SLC7A5', 'CLTRN', 'SLC43A1', 'SLC3A2', 'ACE2', 'SLC43A2', 'SLC6A19', 'SLC6A18', 'SLC6A14', 'SLC6A15', 'ABCA1', 'SLC7A2', 'SLC36A1', 'SLC7A1', 'SLC7A3', 'SLC7A7', 'SLC6A9']"
620,HMDB0000895,"['ACHE', 'BCHE', 'SLC18A3']","['SLCO1A2', 'SLC22A1', 'SLC22A2', 'SLC22A3', 'SLCO1B3', 'SLC7A9']"
621,HMDB0000944,"['ACSBG1', 'CYP4F2', 'CYP4F3', 'ACSBG2', 'ABCA1']","['LIPA', 'CEL', 'FABP9', 'SLC27A6', 'FABP6', 'FABP3', 'SLC27A1', 'CD36', 'FABP4', 'FABP2', 'FABP1', 'SLC27A3', 'FABP7', 'SLC27A4', 'FABP12', 'FABP5']"
622,HMDB0004035,['CYP11A1'],"['COQ6', 'CYP4V2', 'CYP2E1']"
623,HMDB0000700,['DHCR24'],['HIBCH']
624,HMDB0000023,"['HADH', 'HSD17B10', 'EHHADH', 'SULT2B1', 'UGT1A1']",['HIBCH']
625,HMDB0006807,['HIBCH'],"['ECHS1', 'AUH', 'HADHB', 'EHHADH', 'HADHA']"
626,HMDB0002307,"['ECHS1', 'AUH', 'HADHB', 'EHHADH', 'HADHA']","['ACADSB', 'ACAD10', 'ACAD8', 'ACADM', 'ACAD9', 'ACAD11', 'ACADS']"
627,HMDB0013114,"['ECHS1', 'HADH', 'ACADM', 'ACAD9']","['HADHB', 'ACAA2', 'ACADVL', 'HADHA']"
628,HMDB0000980,"['ECHS1', 'ALPI', 'PTS', 'EHHADH', 'ALPL', 'ALPG', 'ALPP', 'HADHA']",['GCH1']
629,HMDB0006822,"['ECHS1', 'EHHADH', 'HADHA']",['GCH1']
630,HMDB0006821,"['HSD17B10', 'HADH', 'HSD17B4']","['ECHS1', 'GCH1', 'EHHADH', 'HADHA']"
631,HMDB0012969,['ACAD9'],"['ECHS1', 'HADHB', 'ACAA2', 'HADH', 'ACADM', 'HADHA']"
632,HMDB0303998,['HADH'],"['ECHS1', 'EHHADH', 'ACADM', 'HADHA']"
633,HMDB0003936,['HADH'],"['ECHS1', 'EHHADH', 'ACADM', 'HADHA']"
634,HMDB0006823,[],"['ECHS1', 'GCH1', 'EHHADH', 'HSD17B10', 'HADH', 'HSD17B4', 'HADHA']"
635,HMDB0003932,['HADH'],"['ECHS1', 'EHHADH', 'ACADVL', 'HADHA']"
636,HMDB0003934,['HADH'],"['ECHS1', 'EHHADH', 'ACADVL', 'HADHA']"
637,HMDB0003940,"['HADH', 'HSD17B4']","['ECHS1', 'EHHADH', 'HADHA']"
638,HMDB0003942,"['HADH', 'HSD17B4']","['ECHS1', 'EHHADH', 'HADHA']"
639,HMDB0006240,[],['CYP2C18']
640,HMDB0000044,"['MOXD1', 'DBH', 'CYBRD1']","['GLRX', 'GLRX2', 'GSTO1', 'GSTO2', 'SLC23A1', 'SLC23A2']"
641,HMDB0001264,"['GLRX', 'GLRX2', 'GSTO1', 'GSTO2']","['MOXD1', 'DBH', 'CYBRD1', 'SLC2A3', 'SLC2A1', 'SLC2A4']"
642,HMDB0001520,"['ACP5', 'ACP6', 'ACP1', 'ACP3', 'FLAD1', 'LENEP', 'ACP4', 'PXYLP1', 'ACP7', 'ACP2', 'ALPI']","['ENPP3', 'ENPP1', 'RFK']"
643,HMDB0013028,['ACAD9'],"['ECHS1', 'HADHB', 'ACAA2', 'HADH', 'ACADM', 'HADHA']"
644,HMDB0015503,['CYP2C18'],[]
645,HMDB0006283,['CYP17A1'],"['CH25H', 'CYP11A1']"
646,HMDB0002103,"['CYP7B1', 'CYP2E1', 'CYP7A1']","['CH25H', 'CYP27A1']"
647,HMDB0001586,"['PGM2L1', 'PYGL', 'PYGM', 'PYGB']","['ENPP3', 'NUDT5', 'ENPP1', 'ENPP2', 'GDPGP1']"
648,HMDB0000489,['AGA'],[]
649,HMDB0001104,[],"['AGA', 'NGLY1']"
650,HMDB0000757,[],"['GYS1', 'GYS2', 'PPP1R3B', 'PPP1R3C']"
651,HMDB0003418,['KHK'],[]
652,HMDB0060467,[],['KHK']
653,HMDB0006534,[],['KHK']
654,HMDB0006328,[],['KHK']
655,HMDB0006873,"['PFKM', 'PFKP']",['KHK']
656,HMDB0001644,"['KHK', 'XYLB']",['SORD']
657,HMDB0006406,['AADAC'],"['CES3', 'CES2', 'CES1', 'CES5A']"
658,HMDB0006548,[],['AADAC']
659,HMDB0013039,[],"['PTGS1', 'PTGS2']"
660,HMDB0004666,"['PTGS1', 'PTGS2']",[]
661,HMDB0000812,"['ASPA', 'ACY3', 'RIMKLB', 'RIMKLA']",['NAT8L']
662,HMDB0060356,[],['PCYOX1']
663,HMDB0011627,['PCYOX1'],[]
664,HMDB0003235,[],"['PTGS1', 'PTGS2', 'SLCO1B1', 'SLCO2A1', 'SLC22A10']"
665,HMDB0001546,"['PKLR', 'RRM2', 'RRM1', 'RRM2B', 'PNPT1', 'DOLK', 'NME5']","['PFKM', 'PFKP']"
666,HMDB0001440,"['TK1', 'PRIM1', 'POLD2', 'UCK1', 'POLE2', 'POLE', 'POLD1', 'POLE3', 'POLA1', 'POLE4', 'PRIM2', 'UCK2', 'UCKL1']","['PKLR', 'NME4', 'PKM', 'TXN', 'TXN2', 'NME5', 'SLC25A19']"
667,HMDB0001532,"['RRM2', 'HK3', 'RRM1', 'GCK', 'HK1', 'RRM2B', 'HK2', 'HKDC1', 'PRIM1', 'POLD2', 'UCK1', 'POLE2', 'POLE', 'POLD1', 'POLE3', 'POLA1', 'POLE4', 'PRIM2', 'UCK2', 'UCKL1']","['PKLR', 'NME4', 'PKM', 'TXN', 'TXN2', 'NME5', 'SLC25A19']"
668,HMDB0001381,"['PTGES2', 'PTGES3', 'PTGES', 'TBXAS1']","['PTGS1', 'AKR1C3', 'PTGS2', 'SLCO1B1', 'SLCO2A1', 'SLC22A10']"
669,HMDB0001508,"['PKLR', 'PKM', 'NME5']","['RRM2', 'HK3', 'RRM1', 'GCK', 'HK1', 'RRM2B', 'HK2', 'TXN', 'TXN2', 'HKDC1', 'UCK1', 'UCK2', 'UCKL1', 'SLC25A19']"
670,HMDB0000960,"['PKLR', 'NME4', 'PKM', 'NME5']","['RRM2', 'RRM1', 'RRM2B', 'TXN', 'TXN2', 'TK1', 'UCK1', 'UCK2', 'UCKL1', 'SLC25A19']"
671,HMDB0001882,['TKFC'],"['ALPI', 'ALPL', 'ALPG', 'ALPP']"
672,HMDB0244465,[],"['ALPI', 'ALPG', 'ALPP']"
673,HMDB0001473,"['ALPI', 'GNPAT', 'ALPL', 'ALPG', 'ALPP']","['GPD2', 'TKFC', 'GPD1L']"
674,HMDB0002200,[],"['DPEP1', 'DPEP2', 'DPEP3', 'SLCO1B1', 'SLC22A10']"
675,HMDB0001049,"['GGCT', 'GSS', 'GGACT']","['GCLM', 'GCLC']"
676,HMDB0000244,"['RFK', 'SLC52A2', 'SLC52A1', 'ALPI']","['ACP5', 'ACP6', 'ACP1', 'ACP3', 'ACP4', 'PXYLP1', 'ACP7', 'ACP2', 'BLVRB', 'SLC52A3']"
677,HMDB0000068,"['COMTD1', 'MAOA', 'MAOB', 'TOMT', 'COMT', 'SLC18A2', 'SLC18A1']","['PNMT', 'SLC22A2', 'SLC22A1', 'SLC29A4']"
678,HMDB0004063,"['MAOA', 'MAOB']","['COMTD1', 'TOMT', 'COMT']"
679,HMDB0003080,"['DPEP1', 'DPEP2', 'DPEP3']","['GGT3P', 'SLCO1B1', 'SLCO2A1']"
680,HMDB0012456,[],"['CYP26B1', 'HSD17B4']"
681,HMDB0246480,[],['CYP26B1']
682,HMDB0012789,[],['CYP26B1']
683,HMDB0002003,"['ACSL1', 'ABCA1', 'SLC27A1']","['LIPA', 'CEL', 'SLC27A5', 'SLC27A2', 'FABP9', 'SLC27A6', 'FABP6', 'FABP3', 'CD36', 'FABP4', 'FABP2', 'SLC27A3', 'FABP1', 'FABP7', 'SLC27A4', 'FABP12', 'FABP5']"
684,HMDB0002368,"['ACSL1', 'ABCA1']","['LIPA', 'CEL', 'BAAT', 'ACOT1', 'ACOT7', 'ACOT6', 'ACOT2', 'ACOT4', 'SLC27A4', 'SLC27A5', 'SLC27A2', 'SLC27A6', 'SLC27A1', 'SLC27A3', 'FABP9', 'FABP6', 'FABP3', 'FABP2', 'CD36', 'FABP4', 'FABP1', 'FABP7', 'FABP12', 'FABP5']"
685,HMDB0002212,"['ACSL1', 'ABCA1']","['LIPA', 'CEL', 'SLC27A5', 'FABP9', 'SLC27A6', 'FABP6', 'FABP3', 'SLC27A1', 'CD36', 'FABP4', 'FABP2', 'SLC27A3', 'FABP1', 'FABP7', 'SLC27A4', 'FABP12', 'FABP5']"
686,HMDB0000827,"['ACSL1', 'ACSL5', 'ACSL3', 'ABCA1']","['LIPA', 'CEL', 'SLC27A5', 'SLC27A1', 'FABP9', 'SLC27A6', 'FABP6', 'FABP3', 'FABP2', 'CD36', 'FABP4', 'FABP1', 'FABP7', 'SLC27A3', 'SLC27A4', 'FABP12', 'FABP5']"
687,HMDB0000207,"['ACSL1', 'ACSBG2', 'SLC27A2', 'ACSL4', 'ACSL6', 'ACSL5', 'ACSL3', 'ACSBG1', 'FASN', 'SLC27A4', 'ABCA1']","['LIPA', 'CEL', 'BAAT', 'ACOT1', 'ACOT7', 'ACOT6', 'ACOT2', 'ACOT4', 'FAAH2', 'FAAH', 'SLC27A5', 'SLC27A1', 'FABP9', 'SLC27A6', 'FABP6', 'FABP3', 'FABP2', 'CD36', 'FABP4', 'FABP1', 'FABP7', 'SLC27A3', 'FABP12', 'FABP5']"
688,HMDB0000363,"['HSD3B1', 'CYP21A2', 'HSD3B2', 'SULT2B1', 'BCO2', 'ABCB1']","['CYP17A1', 'CYP11A1']"
689,HMDB0001254,"['GNPDA2', 'GNPNAT1', 'GNPDA1']","['AMDHD2', 'HK3', 'GCK', 'HK1', 'HKDC1', 'GFPT1', 'GFPT2', 'HK2']"
690,HMDB0006259,[],['CYP3A7']
691,HMDB0001198,"['GGT3P', 'GGTLC3']","['MGST2', 'MGST3', 'LTC4S', 'SLCO1B3', 'SLCO1B1', 'ABCA8', 'SLC22A10', 'ABCC1']"
692,HMDB0060072,"['CHPT1', 'CEPT1']","['PCYT1B', 'PCYT1A']"
693,HMDB0001337,"['MGST2', 'LTA4H', 'ALOX12', 'LTC4S', 'MGST3', 'RNPEP']","['ALOX5', 'SLCO1B1', 'SLCO2A1', 'SLC22A10']"
694,HMDB0010209,['ALOX5'],[]
695,HMDB0006111,"['ALOX5', 'CYP4F2', 'CYP4F22', 'CYP4F3']","['CYP2F1', 'ALOX12']"
696,HMDB0062222,"['ALOX5', 'ABCC1', 'PTGS1', 'ABCC4', 'PTGS2']",[]
697,HMDB0000898,"['AOC3', 'AOC1', 'AOC2', 'MAOB', 'MAOA']","['HNMT', 'SLC22A3']"
698,HMDB0001086,['UROD'],['UROS']
699,HMDB0001137,['UROS'],['HMBS']
700,HMDB0000448,[],['ACOT8']
701,HMDB0000623,[],['ACOT8']
702,HMDB0000893,[],['ACOT8']
703,HMDB0000792,[],"['ACOT8', 'ALDH3A2', 'ADH5']"
704,HMDB0060338,[],"['RBP1', 'RBP2']"
705,HMDB0001262,"['GAA', 'MGAM', 'GANC']",[]
706,HMDB0001143,"['ITPK1', 'INPP1']","['INPP5A', 'INPP5B', 'INPP5E', 'SYNJ1', 'INPPL1', 'INPP5J', 'INPP5D', 'INPP5K']"
707,HMDB0001343,['PMVK'],['MVK']
708,HMDB0000227,['MVK'],"['HMGCR', 'SLC16A1']"
709,HMDB0059628,[],['GPHN']
710,HMDB0001054,"['ALG6', 'ALG10B', 'ALG10', 'ALG8']",['ALG5']
711,HMDB0002329,"['SLC25A1', 'SLC26A6']","['HAO2', 'LDHD', 'LDHC', 'LDHB', 'HAO1', 'LDHA', 'LDHAL6B', 'UEVLD', 'LDHAL6A', 'SLC26A3', 'SLC26A1', 'SLC26A2', 'SLC25A10']"
712,HMDB0000078,"['ANPEP', 'NPEPPS', 'LAP3']","['GGT3P', 'SLC15A2', 'SLC15A1']"
713,HMDB0001024,['PSAT1'],['PHGDH']
714,HMDB0004921,"['B4GALNT1', 'NEU3', 'ST8SIA5', 'SLC33A1']","['HEXB', 'ST8SIA1', 'HEXA', 'ST8SIA4']"
715,HMDB0015360,['CYP2C8'],[]
716,HMDB0011637,"['ABCC2', 'ABCC3', 'ABCB11']","['CYP3A4', 'SLCO1B3', 'SLCO1B1', 'SLC10A1', 'SLC10A2', 'SLC51A', 'SLC51B']"
717,HMDB0000760,"['UGT2B4', 'UGT2A3', 'UGT2A1', 'UGT2B7', 'ABCC2', 'ABCC3', 'ABCB11']","['CYP3A4', 'SLCO1B3', 'SLCO1B1', 'SLC10A1', 'SLC10A2', 'SLC51A', 'SLC51B']"
718,HMDB0000951,"['CYP3A4', 'SULT2A1', 'ABCB11', 'SLC51B', 'ABCC4', 'SLC51A', 'ABCC1', 'ABCC3']","['SLC10A2', 'SLCO1A2', 'SLC10A1', 'SLCO1B3', 'SLC7A9']"
719,HMDB0001457,"['CYP3A4', 'CYP27A1']","['AKR1C4', 'AKR1C2', 'AKR1C1', 'AKR1C3']"
720,HMDB0014967,['CYP3A4'],[]
721,HMDB0005895,[],['CYP3A4']
722,HMDB0000343,[],['CYP3A4']
723,HMDB0062421,[],['CYP3A4']
724,HMDB0000556,[],['CYP3A4']
725,HMDB0002180,[],['CYP3A4']
726,HMDB0060538,[],['CYP3A4']
727,HMDB0015247,['CYP3A4'],[]
728,HMDB0000015,"['CYP11B1', 'CYP11B2', 'ABCB1']","['HSD3B1', 'CYP21A2', 'HSD3B2']"
729,HMDB0000063,"['CYP21A2', 'CYP17A1', 'BCO2']","['HSD3B1', 'CYP11B1', 'HSD3B2', 'CYP11B2', 'AKR1D1']"
730,HMDB0000645,[],"['GALK2', 'GALK1']"
731,HMDB0001066,"['HAGHL', 'HAGH']",['GLO1']
732,HMDB0000963,['MRI1'],['MTAP']
733,HMDB0000034,[],"['MTAP', 'SLC29A3', 'SLC29A2']"
734,HMDB0001138,[],['NAGS']
735,HMDB0000292,['HPRT1'],"['XDH', 'GDA']"
736,HMDB0000289,['ABCC4'],"['XDH', 'SLC22A12', 'SLC2A9']"
737,HMDB0001245,"['NME4', 'DCTPP1', 'NME5']","['RRM2', 'RRM1', 'RRM2B', 'UCK1', 'CMPK2', 'UCK2', 'UCKL1', 'SLC25A19']"
738,HMDB0001000,['NME5'],"['RRM2', 'RRM1', 'RRM2B', 'SLC25A19']"
739,HMDB0000087,[],"['DDAH2', 'DDAH1', 'MAOB', 'MAOA']"
740,HMDB0000226,[],"['DHODH', 'SLC22A7']"
741,HMDB0003349,['DHODH'],[]
742,HMDB0001080,['ALDH9A1'],"['AOC3', 'AOC1', 'AOC2']"
743,HMDB0001211,['NUDT2'],[]
744,HMDB0001340,['NUDT2'],[]
745,HMDB0000797,['ADSL'],[]
746,HMDB0062424,[],['ADSL']
747,HMDB0001367,"['UAP1L1', 'UAP1']",[]
748,HMDB0001195,['SPR'],['PTS']
749,HMDB0001112,[],"['DERA', 'TKFC']"
750,HMDB0001031,['DERA'],['RBKS']
751,HMDB0006938,[],['HYI']
752,HMDB0000972,"['ALDH1L2', 'ALDH1L1', 'FPGS', 'MTFMT']","['MTHFD1L', 'GGH']"
753,HMDB0062190,[],['GNPAT']
754,HMDB0011750,"['AGPS', 'AKR1A1']",['GNPAT']
755,HMDB0002829,['ABCC1'],"['UGT1A8', 'UGT2B28', 'UGT2B17', 'UGT1A10', 'UGT2B7', 'UGT1A1', 'UGT1A5', 'UGT2A3', 'UGT2B15', 'UGT1A3', 'UGT1A7', 'UGT2B10', 'UGT1A6', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4']"
756,HMDB0006224,['ABCC4'],"['UGT1A8', 'UGT1A10', 'UGT2B28', 'UGT2B15', 'UGT3A2', 'UGT1A3', 'UGT2B10', 'UGT2A1', 'UGT1A6', 'UGT1A7', 'UGT2B17', 'UGT1A1', 'UGT1A5', 'UGT3A1', 'UGT2B7', 'UGT1A4', 'UGT2B4', 'UGT2B11', 'UGT2A3', 'UGT1A9', 'SLCO1A2', 'SLCO1B3', 'SLCO1B1', 'ABCA8', 'SLCO4A1', 'SLCO1C1']"
757,HMDB0006766,['ABCC1'],"['UGT1A8', 'UGT2B28', 'UGT2B4', 'UGT1A10', 'UGT1A1', 'UGT1A5', 'UGT2B15', 'UGT2A3', 'UGT1A3', 'UGT2B17', 'UGT1A7', 'UGT2B7', 'UGT1A6', 'UGT2B10', 'UGT1A9', 'UGT2B11', 'UGT1A4']"
758,HMDB0004483,['ABCC3'],"['UGT1A8', 'UGT1A10', 'UGT1A1', 'UGT1A5', 'UGT2A3', 'UGT2B15', 'UGT1A3', 'UGT2B17', 'UGT1A7', 'UGT2B7', 'UGT2B10', 'UGT2B28', 'UGT1A6', 'UGT1A9', 'UGT2B11', 'UGT2B4', 'UGT1A4']"
759,HMDB0003193,['ABCC1'],"['UGT1A8', 'UGT2B28', 'UGT1A10', 'UGT2B17', 'UGT1A1', 'UGT2B7', 'UGT1A5', 'UGT2A3', 'UGT2B15', 'UGT1A3', 'UGT1A7', 'UGT2B10', 'UGT1A6', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4']"
760,HMDB0000031,"['UGT1A8', 'UGT2B28', 'UGT2B17', 'UGT1A10', 'HSD17B7', 'UGT2B7', 'UGT1A1', 'UGT1A5', 'UGT2A3', 'UGT2B15', 'UGT1A3', 'UGT1A7', 'UGT2B10', 'UGT1A6', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4']","['AKR1C4', 'AKR1C2', 'AKR1C3', 'AKR1C1']"
