	symbol	hmdb_id
75835	LRRK1	HMDB0000092
75836	ADGRA1	HMDB0000092
75837	ADGRA2	HMDB0000092
76384	SLC47A1	HMDB0000562
76385	SLC47A2	HMDB0000562
76386	SLC22A2	HMDB0000562
76387	SLC6A8	HMDB0000064
76388	SLC2A4	HMDB0000064
76389	GATM	HMDB0000064
76752	AKT1	HMDB0001046
76753	TMPRSS11D	HMDB0001046
76754	CHRNA5	HMDB0001046
76755	CYP2A6	HMDB0001046
76756	CYP2S1	HMDB0001046
76757	CYP2B6	HMDB0001046
76758	CYP2U1	HMDB0001046
76759	CYP1A2	HMDB0001046
76760	CYP4X1	HMDB0001046
76761	AOX1	HMDB0001046
76762	CHRNA7	HMDB0001046
77891	CYP51A1	HMDB0000094
77892	CPB2	HMDB0000094
77893	RGS17	HMDB0000094
77894	CPA4	HMDB0000094
77895	MVK	HMDB0000094
77896	PRKAB1	HMDB0000094
77897	CLEC4A	HMDB0000094
77898	IYD	HMDB0000094
77899	RGS2	HMDB0000094
77900	ATP7B	HMDB0000094
77901	PEPD	HMDB0000094
77902	PIN1	HMDB0000094
77903	CMA1	HMDB0000094
77904	RRM2B	HMDB0000094
77905	ACE2	HMDB0000094
77906	PRKAB2	HMDB0000094
77907	CHI3L1	HMDB0000094
77908	KRAS	HMDB0000094
77909	PMP2	HMDB0000094
77910	FABP4	HMDB0000094
77911	NT5E	HMDB0000094
77912	RGS8	HMDB0000094
77913	RGS3	HMDB0000094
77914	IDH1	HMDB0000094
77915	DPEP1	HMDB0000094
77916	ALDH2	HMDB0000094
77917	RGS9	HMDB0000094
77918	PCSK2	HMDB0000094
77919	MARK4	HMDB0000094
77920	FURIN	HMDB0000094
77921	SIK1	HMDB0000094
77922	REN	HMDB0000094
77923	ATP6V1B2	HMDB0000094
77924	GGPS1	HMDB0000094
77925	CPB1	HMDB0000094
77926	DDAH1	HMDB0000094
77927	AKR1B1	HMDB0000094
77928	ADK	HMDB0000094
77929	PRKAG2	HMDB0000094
77930	HMGCR	HMDB0000094
77931	CBR1	HMDB0000094
77932	ACE	HMDB0000094
77933	CELA1	HMDB0000094
77934	METAP1	HMDB0000094
77935	HPGD	HMDB0000094
77936	FABP5	HMDB0000094
77937	SLC13A4	HMDB0000094
77938	RGS20	HMDB0000094
77939	CPA6	HMDB0000094
77940	KDM1B	HMDB0000094
77941	CLEC4E	HMDB0000094
77942	PCSK4	HMDB0000094
77943	BCL2L1	HMDB0000094
77944	CLEC7A	HMDB0000094
77945	PCSK9	HMDB0000094
77946	FASN	HMDB0000094
77947	SIK2	HMDB0000094
77948	PCSK1	HMDB0000094
77949	F2	HMDB0000094
77950	PRSS1	HMDB0000094
77951	ADAM17	HMDB0000094
77952	RASGRP1	HMDB0000094
77953	BRSK1	HMDB0000094
77954	BRSK2	HMDB0000094
77955	SPEG	HMDB0000094
77956	ALDH5A1	HMDB0000094
77957	METAP1D	HMDB0000094
77958	CD209	HMDB0000094
77959	CA13	HMDB0000094
77960	RGS5	HMDB0000094
77961	PKM	HMDB0000094
77962	IMPDH2	HMDB0000094
77963	BCAT2	HMDB0000094
77964	PRKAG1	HMDB0000094
77965	GSK3B	HMDB0000094
77966	METAP2	HMDB0000094
77967	PCSK7	HMDB0000094
77968	BCL2	HMDB0000094
77969	SELE	HMDB0000094
77970	IDH2	HMDB0000094
77971	RARB	HMDB0000094
77972	RGS19	HMDB0000094
77973	KLK5	HMDB0000094
77974	RGS12	HMDB0000094
77975	PKLR	HMDB0000094
77976	NAPEPLD	HMDB0000094
77977	CHIA	HMDB0000094
77978	PRMT7	HMDB0000094
77979	TTN	HMDB0000094
77980	MBTPS1	HMDB0000094
77981	CBS	HMDB0000094
77982	IMPDH1	HMDB0000094
77983	CTSL	HMDB0000094
77984	ATP7A	HMDB0000094
77985	PRKAA1	HMDB0000094
77986	ALDH9A1	HMDB0000094
77987	PDE5A	HMDB0000094
77988	CLEC12A	HMDB0000094
77989	FDPS	HMDB0000094
77990	SRC	HMDB0000094
77991	DNMT1	HMDB0000094
77992	MYLK	HMDB0000094
77993	MME	HMDB0000094
77994	RRM2	HMDB0000094
77995	PRSS3	HMDB0000094
77996	RGS7	HMDB0000094
77997	MARK1	HMDB0000094
77998	CHIT1	HMDB0000094
77999	RGS1	HMDB0000094
78000	RGS18	HMDB0000094
78001	RGS16	HMDB0000094
78002	SERPINC1	HMDB0000094
78003	CD1D	HMDB0000094
78004	MCL1	HMDB0000094
78005	RGS10	HMDB0000094
78006	CASP7	HMDB0000094
78007	TPBG	HMDB0000094
78008	PRKAA2	HMDB0000094
78009	PTEN	HMDB0000094
78010	PLAU	HMDB0000094
78011	ECE1	HMDB0000094
78012	TPP2	HMDB0000094
78013	AKR1C3	HMDB0000094
78014	GART	HMDB0000094
78015	CLEC6A	HMDB0000094
78016	RGS13	HMDB0000094
78017	RGS11	HMDB0000094
78018	TRPV1	HMDB0000094
78019	F11	HMDB0000094
78020	MARK2	HMDB0000094
78021	RGS14	HMDB0000094
78022	RGS4	HMDB0000094
78023	MARK3	HMDB0000094
78024	XPNPEP1	HMDB0000094
78025	RGS21	HMDB0000094
78026	BCAT1	HMDB0000094
78027	PCSK5	HMDB0000094
78028	RGS6	HMDB0000094
78029	BCL2L2	HMDB0000094
78030	OBSCN	HMDB0000094
78032	SLC5A5	HMDB0000097
78033	PLD2	HMDB0000097
78034	SLC5A7	HMDB0000097
78035	BCHE	HMDB0000097
78036	REN	HMDB0000097
78037	PLA2G4D	HMDB0000097
78038	ACHE	HMDB0000097
78039	PRKCE	HMDB0000097
78040	SLC5A6	HMDB0000097
78041	PRKCD	HMDB0000097
78042	GRIN2A	HMDB0000097
78043	CHAT	HMDB0000097
78044	PLD1	HMDB0000097
78045	SLC22A2	HMDB0000097
78046	SLC22A1	HMDB0000097
78047	SLC44A1	HMDB0000097
78048	PLA2G2F	HMDB0000097
78049	PLA2G2A	HMDB0000097
78050	SUV39H1	HMDB0000097
78051	SLC5A12	HMDB0000097
78052	PLA2G4E	HMDB0000097
78053	PLA2G4B	HMDB0000097
78054	CHRNA7	HMDB0000097
78055	SLC5A8	HMDB0000097
80297	GLRA2	HMDB0000056
80298	GAD2	HMDB0000056
80299	BCHE	HMDB0000056
80300	GLRB	HMDB0000056
80301	ABAT	HMDB0000056
80302	GLRA3	HMDB0000056
80303	MRGPRD	HMDB0000056
80304	ALDH9A1	HMDB0000056
80305	GAD1	HMDB0000056
80306	SLC6A12	HMDB0000056
80307	CASK	HMDB0000056
80308	GLRA1	HMDB0000056
81383	FAP	HMDB0001123
81384	APEH	HMDB0001123
81385	MAP2K1	HMDB0001123
81386	DPP8	HMDB0001123
81387	DPP4	HMDB0001123
81388	PREP	HMDB0001123
82623	TTR	HMDB0000462
82624	SLC2A4	HMDB0000462
83481	PNMT	HMDB0000034
83482	PRKCI	HMDB0000034
83483	P2RY1	HMDB0000034
83484	HSP90AA1	HMDB0000034
83485	ACACB	HMDB0000034
83486	SLC29A2	HMDB0000034
83487	PNP	HMDB0000034
83488	PTGS2	HMDB0000034
83489	SRPK3	HMDB0000034
83490	ADA	HMDB0000034
83491	SRPK1	HMDB0000034
83492	STK24	HMDB0000034
83493	PRKCZ	HMDB0000034
83494	SRPK2	HMDB0000034
83495	XPNPEP1	HMDB0000034
83496	P2RY10	HMDB0000895
83497	DRD4	HMDB0000895
83498	BDKRB1	HMDB0000895
83499	PROKR2	HMDB0000895
83500	MLNR	HMDB0000895
83501	GNRHR	HMDB0000895
83502	GRM6	HMDB0000895
83503	NR3C1	HMDB0000895
83504	KISS1R	HMDB0000895
83505	OPRD1	HMDB0000895
83506	RGS2	HMDB0000895
83507	KALRN	HMDB0000895
83508	GHSR	HMDB0000895
83509	PLCG1	HMDB0000895
83510	S1PR4	HMDB0000895
83511	FFAR2	HMDB0000895
83512	FFAR1	HMDB0000895
83513	CCR7	HMDB0000895
83514	F2RL3	HMDB0000895
83515	MCHR1	HMDB0000895
83516	GALR3	HMDB0000895
83517	TAS2R16	HMDB0000895
83518	CHRNA10	HMDB0000895
83519	NALCN	HMDB0000895
83520	ADCY7	HMDB0000895
83521	SSTR4	HMDB0000895
83522	NMUR2	HMDB0000895
83523	CHRM3	HMDB0000895
83524	HRH4	HMDB0000895
83525	MTNR1B	HMDB0000895
83526	APLNR	HMDB0000895
83527	NMBR	HMDB0000895
83528	CHRND	HMDB0000895
83529	HTR2B	HMDB0000895
83530	HTR3B	HMDB0000895
83531	PLCB2	HMDB0000895
83532	ADCY3	HMDB0000895
83533	CHRNA1	HMDB0000895
83534	TRPV4	HMDB0000895
83535	CHRNB4	HMDB0000895
83536	TRPC5	HMDB0000895
83537	PIK3CA	HMDB0000895
83538	SLC5A7	HMDB0000895
83539	BCHE	HMDB0000895
83540	OPRK1	HMDB0000895
83541	SSTR1	HMDB0000895
83542	GPR65	HMDB0000895
83543	SLC6A3	HMDB0000895
83544	GPR17	HMDB0000895
83545	ACKR3	HMDB0000895
83546	AGTR1	HMDB0000895
83547	TRPC1	HMDB0000895
83548	HTR2C	HMDB0000895
83549	CHRNA6	HMDB0000895
83550	NPFFR1	HMDB0000895
83551	PAK1	HMDB0000895
83552	PLCB3	HMDB0000895
83553	ADRA2A	HMDB0000895
83554	MCHR2	HMDB0000895
83555	CYSLTR2	HMDB0000895
83556	GRM1	HMDB0000895
83557	TMPRSS11D	HMDB0000895
83558	ADCY8	HMDB0000895
83559	GNAQ	HMDB0000895
83560	PPARG	HMDB0000895
83561	HTR5A	HMDB0000895
83562	CHRNB3	HMDB0000895
83563	CXCR5	HMDB0000895
83564	CCR2	HMDB0000895
83565	CCR5	HMDB0000895
83566	PTGER1	HMDB0000895
83567	CHRNE	HMDB0000895
83568	SSTR5	HMDB0000895
83569	ADCY9	HMDB0000895
83570	KCNJ3	HMDB0000895
83571	CCKAR	HMDB0000895
83572	CXCR1	HMDB0000895
83573	CCR1	HMDB0000895
83574	F2RL1	HMDB0000895
83575	RGS20	HMDB0000895
83576	ADCY1	HMDB0000895
83577	GPER1	HMDB0000895
83578	NOS3	HMDB0000895
83579	OXGR1	HMDB0000895
83580	AVPR1A	HMDB0000895
83581	CHRNA5	HMDB0000895
83582	GALR1	HMDB0000895
83583	PTAFR	HMDB0000895
83584	C3AR1	HMDB0000895
83585	FPR1	HMDB0000895
83586	MTNR1A	HMDB0000895
83587	ACHE	HMDB0000895
83588	TACR3	HMDB0000895
83589	TACR1	HMDB0000895
83590	NTSR2	HMDB0000895
83591	PROKR1	HMDB0000895
83592	CHRNB1	HMDB0000895
83593	CXCR6	HMDB0000895
83594	P2RY1	HMDB0000895
83595	S1PR1	HMDB0000895
83596	NMUR1	HMDB0000895
83597	GRM5	HMDB0000895
83598	CHRM1	HMDB0000895
83599	ADRA1B	HMDB0000895
83600	P2RY12	HMDB0000895
83601	LTB4R	HMDB0000895
83602	HTR1E	HMDB0000895
83603	NPFFR2	HMDB0000895
83604	PCSK1	HMDB0000895
83605	P2RY14	HMDB0000895
83606	ADORA1	HMDB0000895
83607	GPRC6A	HMDB0000895
83608	P2RY6	HMDB0000895
83609	TRHR	HMDB0000895
83610	P2RY2	HMDB0000895
83611	ADCY6	HMDB0000895
83612	ADCY4	HMDB0000895
83613	GRK2	HMDB0000895
83614	CHRNA9	HMDB0000895
83615	EDNRA	HMDB0000895
83616	CHRNA3	HMDB0000895
83617	HTR1A	HMDB0000895
83618	CXCR2	HMDB0000895
83619	GPR4	HMDB0000895
83620	CHRM2	HMDB0000895
83621	P2RY13	HMDB0000895
83622	F2R	HMDB0000895
83623	HTR3C	HMDB0000895
83624	HTR1F	HMDB0000895
83625	UTS2R	HMDB0000895
83626	OXTR	HMDB0000895
83627	NOS2	HMDB0000895
83628	FFAR3	HMDB0000895
83629	S1PR5	HMDB0000895
83630	RXFP3	HMDB0000895
83631	GPR132	HMDB0000895
83632	GALR2	HMDB0000895
83633	NPBWR1	HMDB0000895
83634	NPY2R	HMDB0000895
83635	CCR4	HMDB0000895
83636	PTGDR2	HMDB0000895
83637	RGS19	HMDB0000895
83638	HTR3E	HMDB0000895
83639	CCKBR	HMDB0000895
83640	OPRL1	HMDB0000895
83641	CHAT	HMDB0000895
83642	NOS1	HMDB0000895
83643	PLCB1	HMDB0000895
83644	TRIO	HMDB0000895
83645	NPY5R	HMDB0000895
83646	CCR6	HMDB0000895
83647	FPR2	HMDB0000895
83648	MAOA	HMDB0000895
83649	TRPC6	HMDB0000895
83650	FPR3	HMDB0000895
83651	HRH3	HMDB0000895
83652	ADCY2	HMDB0000895
83653	GPR18	HMDB0000895
83654	GRM8	HMDB0000895
83655	LPAR6	HMDB0000895
83656	C5AR1	HMDB0000895
83657	HTR3A	HMDB0000895
83658	PTGER3	HMDB0000895
83659	SSTR2	HMDB0000895
83660	CCR9	HMDB0000895
83661	GRM7	HMDB0000895
83662	S1PR3	HMDB0000895
83663	LPAR1	HMDB0000895
83664	NPSR1	HMDB0000895
83665	CES1	HMDB0000895
83666	NPY1R	HMDB0000895
83667	DRD2	HMDB0000895
83668	SUCNR1	HMDB0000895
83669	GRM3	HMDB0000895
83670	RGS7	HMDB0000895
83671	RGS1	HMDB0000895
83672	RGS18	HMDB0000895
83673	RXFP4	HMDB0000895
83674	CHRNB2	HMDB0000895
83675	RGS10	HMDB0000895
83676	CNR1	HMDB0000895
83677	NPBWR2	HMDB0000895
83678	HTR1B	HMDB0000895
83679	CHRNA4	HMDB0000895
83680	NTSR1	HMDB0000895
83681	LPAR3	HMDB0000895
83682	PTGFR	HMDB0000895
83683	HCRTR2	HMDB0000895
83684	AGTR2	HMDB0000895
83685	OPN4	HMDB0000895
83686	CEL	HMDB0000895
83687	CYSLTR1	HMDB0000895
83688	TACR2	HMDB0000895
83689	CXCR3	HMDB0000895
83690	HCRTR1	HMDB0000895
83691	NPY4R	HMDB0000895
83692	CNR2	HMDB0000895
83693	P2RY4	HMDB0000895
83694	SLC44A1	HMDB0000895
83695	EDNRB	HMDB0000895
83696	ADRA1D	HMDB0000895
83697	TRPC3	HMDB0000895
83698	GRPR	HMDB0000895
83699	ADRA1A	HMDB0000895
83700	TH	HMDB0000895
83701	HTR3D	HMDB0000895
83702	CHRM5	HMDB0000895
83703	DRD3	HMDB0000895
83704	CHRNG	HMDB0000895
83705	HCAR2	HMDB0000895
83706	TAS2R31	HMDB0000895
83707	GPR55	HMDB0000895
83708	GRK5	HMDB0000895
83709	QRFPR	HMDB0000895
83710	GRM2	HMDB0000895
83711	HRH1	HMDB0000895
83712	GCGR	HMDB0000895
83713	LPAR2	HMDB0000895
83714	CHRNA2	HMDB0000895
83715	ADRA2C	HMDB0000895
83716	RGS14	HMDB0000895
83717	CXCR4	HMDB0000895
83718	TBXA2R	HMDB0000895
83719	OPRM1	HMDB0000895
83720	RGS4	HMDB0000895
83721	TAS2R39	HMDB0000895
83722	CHRNA7	HMDB0000895
83723	CHRM4	HMDB0000895
83724	ADCY5	HMDB0000895
83725	CDK5	HMDB0000895
83726	CASR	HMDB0000895
83727	TRPC7	HMDB0000895
83728	TAS2R43	HMDB0000895
83729	LTB4R2	HMDB0000895
83730	HCAR3	HMDB0000895
83731	CCR3	HMDB0000895
83732	TAS2R38	HMDB0000895
83733	RGS6	HMDB0000895
83734	S1PR2	HMDB0000895
85210	GABRA1	HMDB0000112
85211	DRD4	HMDB0000112
85212	BDKRB1	HMDB0000112
85213	SLC32A1	HMDB0000112
85214	HSPA8	HMDB0000112
85215	GRM6	HMDB0000112
85216	OPRD1	HMDB0000112
85217	S1PR4	HMDB0000112
85218	CCR7	HMDB0000112
85219	MCHR1	HMDB0000112
85220	GALR3	HMDB0000112
85221	TAS2R16	HMDB0000112
85222	ADCY7	HMDB0000112
85223	SLC6A11	HMDB0000112
85224	SSTR4	HMDB0000112
85225	NMUR2	HMDB0000112
85226	HRH4	HMDB0000112
85227	MTNR1B	HMDB0000112
85228	APLNR	HMDB0000112
85229	GAD2	HMDB0000112
85230	GABBR2	HMDB0000112
85231	ADCY3	HMDB0000112
85232	GABRA4	HMDB0000112
85233	GABRP	HMDB0000112
85234	OPRK1	HMDB0000112
85235	SSTR1	HMDB0000112
85236	ABAT	HMDB0000112
85237	GPR17	HMDB0000112
85238	ACKR3	HMDB0000112
85239	GABRA6	HMDB0000112
85240	GABRB2	HMDB0000112
85241	ADRA2A	HMDB0000112
85242	MCHR2	HMDB0000112
85243	ADCY8	HMDB0000112
85244	SLC6A1	HMDB0000112
85245	HTR5A	HMDB0000112
85246	CXCR5	HMDB0000112
85247	CCR2	HMDB0000112
85248	CCR5	HMDB0000112
85249	SSTR5	HMDB0000112
85250	ADCY9	HMDB0000112
85251	GABRG1	HMDB0000112
85252	GABRB1	HMDB0000112
85253	CXCR1	HMDB0000112
85254	CCR1	HMDB0000112
85255	RGS20	HMDB0000112
85256	ADCY1	HMDB0000112
85257	GPER1	HMDB0000112
85258	OXGR1	HMDB0000112
85259	GABRB3	HMDB0000112
85260	GALR1	HMDB0000112
85261	C3AR1	HMDB0000112
85262	FPR1	HMDB0000112
85263	MTNR1A	HMDB0000112
85264	CXCR6	HMDB0000112
85265	S1PR1	HMDB0000112
85266	NMUR1	HMDB0000112
85267	P2RY12	HMDB0000112
85268	HTR1E	HMDB0000112
85269	P2RY14	HMDB0000112
85270	ADORA1	HMDB0000112
85271	ADCY6	HMDB0000112
85272	ADCY4	HMDB0000112
85273	ALDH5A1	HMDB0000112
85274	HTR1A	HMDB0000112
85275	CXCR2	HMDB0000112
85276	CHRM2	HMDB0000112
85277	P2RY13	HMDB0000112
85278	HTR1F	HMDB0000112
85279	S1PR5	HMDB0000112
85280	RXFP3	HMDB0000112
85281	GALR2	HMDB0000112
85282	NPBWR1	HMDB0000112
85283	NPY2R	HMDB0000112
85284	CCR4	HMDB0000112
85285	PTGDR2	HMDB0000112
85286	RGS19	HMDB0000112
85287	GABRA5	HMDB0000112
85288	OPRL1	HMDB0000112
85289	SLC6A13	HMDB0000112
85290	NPY5R	HMDB0000112
85291	CCR6	HMDB0000112
85292	FPR2	HMDB0000112
85293	FPR3	HMDB0000112
85294	HRH3	HMDB0000112
85295	ADCY2	HMDB0000112
85296	GPR18	HMDB0000112
85297	GRM8	HMDB0000112
85298	ALDH9A1	HMDB0000112
85299	C5AR1	HMDB0000112
85300	GABRA2	HMDB0000112
85301	PTGER3	HMDB0000112
85302	SSTR2	HMDB0000112
85303	CCR9	HMDB0000112
85304	GRM7	HMDB0000112
85305	S1PR3	HMDB0000112
85306	GAD1	HMDB0000112
85307	LPAR1	HMDB0000112
85308	SLC6A12	HMDB0000112
85309	NPY1R	HMDB0000112
85310	DRD2	HMDB0000112
85311	SUCNR1	HMDB0000112
85312	GRM3	HMDB0000112
85313	RGS7	HMDB0000112
85314	RGS1	HMDB0000112
85315	RGS18	HMDB0000112
85316	RXFP4	HMDB0000112
85317	RGS10	HMDB0000112
85318	CNR1	HMDB0000112
85319	NPBWR2	HMDB0000112
85320	HTR1B	HMDB0000112
85321	GABRE	HMDB0000112
85322	LPAR3	HMDB0000112
85323	AGTR2	HMDB0000112
85324	CXCR3	HMDB0000112
85325	NPY4R	HMDB0000112
85326	CNR2	HMDB0000112
85327	P2RY4	HMDB0000112
85328	GABBR1	HMDB0000112
85329	GABRD	HMDB0000112
85330	TH	HMDB0000112
85331	DRD3	HMDB0000112
85332	HCAR2	HMDB0000112
85333	TAS2R31	HMDB0000112
85334	GPR55	HMDB0000112
85335	GRM2	HMDB0000112
85336	GATM	HMDB0000112
85337	LPAR2	HMDB0000112
85338	GABRR2	HMDB0000112
85339	ADRA2C	HMDB0000112
85340	RGS14	HMDB0000112
85341	CXCR4	HMDB0000112
85342	OPRM1	HMDB0000112
85343	RGS4	HMDB0000112
85344	TAS2R39	HMDB0000112
85345	CHRM4	HMDB0000112
85346	GABRG2	HMDB0000112
85347	GABRR1	HMDB0000112
85348	ADCY5	HMDB0000112
85349	CASR	HMDB0000112
85350	TAS2R43	HMDB0000112
85351	HCAR3	HMDB0000112
85352	CCR3	HMDB0000112
85353	TAS2R38	HMDB0000112
85354	RGS6	HMDB0000112
85355	S1PR2	HMDB0000112
85571	DRD4	HMDB0000208
85572	BDKRB1	HMDB0000208
85573	GRM6	HMDB0000208
85574	BCL6	HMDB0000208
85575	OPRD1	HMDB0000208
85576	S1PR4	HMDB0000208
85577	CCR7	HMDB0000208
85578	MCHR1	HMDB0000208
85579	GALR3	HMDB0000208
85580	TAS2R16	HMDB0000208
85581	ADCY7	HMDB0000208
85582	KDM6B	HMDB0000208
85583	SSTR4	HMDB0000208
85584	NMUR2	HMDB0000208
85585	VHL	HMDB0000208
85586	HRH4	HMDB0000208
85587	MTNR1B	HMDB0000208
85588	APLNR	HMDB0000208
85589	NT5E	HMDB0000208
85590	ADCY3	HMDB0000208
85591	IDH1	HMDB0000208
85592	EPAS1	HMDB0000208
85593	OPRK1	HMDB0000208
85594	SSTR1	HMDB0000208
85595	SLC27A2	HMDB0000208
85596	ABAT	HMDB0000208
85597	GPR17	HMDB0000208
85598	ACKR3	HMDB0000208
85599	ADRA2A	HMDB0000208
85600	MCHR2	HMDB0000208
85601	ADCY8	HMDB0000208
85602	HTR5A	HMDB0000208
85603	HPD	HMDB0000208
85604	CXCR5	HMDB0000208
85605	CCR2	HMDB0000208
85606	CCR5	HMDB0000208
85607	SSTR5	HMDB0000208
85608	ADCY9	HMDB0000208
85609	CXCR1	HMDB0000208
85610	CCR1	HMDB0000208
85611	RGS20	HMDB0000208
85612	ADCY1	HMDB0000208
85613	GPER1	HMDB0000208
85614	OXGR1	HMDB0000208
85615	GALR1	HMDB0000208
85616	SLC22A11	HMDB0000208
85617	C3AR1	HMDB0000208
85618	KYAT1	HMDB0000208
85619	FPR1	HMDB0000208
85620	MTNR1A	HMDB0000208
85621	CXCR6	HMDB0000208
85622	FASN	HMDB0000208
85623	S1PR1	HMDB0000208
85624	NMUR1	HMDB0000208
85625	EGLN2	HMDB0000208
85626	P2RY12	HMDB0000208
85627	HTR1E	HMDB0000208
85628	P2RY14	HMDB0000208
85629	ADORA1	HMDB0000208
85630	ADCY6	HMDB0000208
85631	ADCY4	HMDB0000208
85632	HTR1A	HMDB0000208
85633	CXCR2	HMDB0000208
85634	CHRM2	HMDB0000208
85635	P2RY13	HMDB0000208
85636	HTR1F	HMDB0000208
85637	BCAT2	HMDB0000208
85638	S1PR5	HMDB0000208
85639	RXFP3	HMDB0000208
85640	GALR2	HMDB0000208
85641	NPBWR1	HMDB0000208
85642	IDH2	HMDB0000208
85643	NPY2R	HMDB0000208
85644	CCR4	HMDB0000208
85645	PTGDR2	HMDB0000208
85646	RGS19	HMDB0000208
85647	OPRL1	HMDB0000208
85648	SLC22A8	HMDB0000208
85649	NPY5R	HMDB0000208
85650	CCR6	HMDB0000208
85651	FPR2	HMDB0000208
85652	FPR3	HMDB0000208
85653	HRH3	HMDB0000208
85654	ADCY2	HMDB0000208
85655	GPR18	HMDB0000208
85656	GRM8	HMDB0000208
85657	ALDH9A1	HMDB0000208
85658	C5AR1	HMDB0000208
85659	TAT	HMDB0000208
85660	PTGER3	HMDB0000208
85661	SSTR2	HMDB0000208
85662	CCR9	HMDB0000208
85663	GRM7	HMDB0000208
85664	S1PR3	HMDB0000208
85665	LPAR1	HMDB0000208
85666	NPY1R	HMDB0000208
85667	DRD2	HMDB0000208
85668	SUCNR1	HMDB0000208
85669	GRM3	HMDB0000208
85670	RGS7	HMDB0000208
85671	EGLN1	HMDB0000208
85672	KDM5B	HMDB0000208
85673	RGS1	HMDB0000208
85674	RGS18	HMDB0000208
85675	VNN1	HMDB0000208
85676	RXFP4	HMDB0000208
85677	RGS10	HMDB0000208
85678	CNR1	HMDB0000208
85679	NPBWR2	HMDB0000208
85680	HTR1B	HMDB0000208
85681	LPAR3	HMDB0000208
85682	AGTR2	HMDB0000208
85683	KDM4A	HMDB0000208
85684	SLC22A7	HMDB0000208
85685	CXCR3	HMDB0000208
85686	NPY4R	HMDB0000208
85687	CNR2	HMDB0000208
85688	P2RY4	HMDB0000208
85689	KDM5C	HMDB0000208
85690	KDM2B	HMDB0000208
85691	SLC22A6	HMDB0000208
85692	DRD3	HMDB0000208
85693	HCAR2	HMDB0000208
85694	TAS2R31	HMDB0000208
85695	GPR55	HMDB0000208
85696	PC	HMDB0000208
85697	GRM2	HMDB0000208
85698	KDM5A	HMDB0000208
85699	LPAR2	HMDB0000208
85700	ADRA2C	HMDB0000208
85701	RGS14	HMDB0000208
85702	CXCR4	HMDB0000208
85703	OPRM1	HMDB0000208
85704	RGS4	HMDB0000208
85705	TAS2R39	HMDB0000208
85706	CHRM4	HMDB0000208
85707	ADCY5	HMDB0000208
85708	CASR	HMDB0000208
85709	TAS2R43	HMDB0000208
85710	KDM2A	HMDB0000208
85711	HCAR3	HMDB0000208
85712	CCR3	HMDB0000208
85713	BCAT1	HMDB0000208
85714	KDM5D	HMDB0000208
85715	PAH	HMDB0000208
85716	TAS2R38	HMDB0000208
85717	RGS6	HMDB0000208
85718	S1PR2	HMDB0000208
85721	IDH1	HMDB0059655
85722	IDH2	HMDB0059655
85723	KDM4A	HMDB0059655
85724	KDM2B	HMDB0059655
85725	KDM2A	HMDB0059655
101984	ELANE	HMDB0000033
102057	SIRT1	HMDB0000939
102058	AHCY	HMDB0000939
102059	BCL6	HMDB0000939
102060	PRDM2	HMDB0000939
102061	CDK7	HMDB0000939
102062	KMT2C	HMDB0000939
102063	SETD1A	HMDB0000939
102064	DNMT3A	HMDB0000939
102065	PNMT	HMDB0000939
102066	SETDB1	HMDB0000939
102067	SETD7	HMDB0000939
102068	NNMT	HMDB0000939
102069	KMT2D	HMDB0000939
102070	PRMT5	HMDB0000939
102071	EZH2	HMDB0000939
102072	CARM1	HMDB0000939
102073	SETDB2	HMDB0000939
102074	CYP1A2	HMDB0000939
102075	PRMT7	HMDB0000939
102076	SUV39H2	HMDB0000939
102077	DNMT1	HMDB0000939
102078	COMT	HMDB0000939
102079	MTR	HMDB0000939
102080	SMYD2	HMDB0000939
102081	HDAC1	HMDB0000939
102082	EHMT2	HMDB0000939
102083	SUV39H1	HMDB0000939
102084	ASH1L	HMDB0000939
102085	GATM	HMDB0000939
102086	DOT1L	HMDB0000939
102087	SETD2	HMDB0000939
102088	NSD1	HMDB0000939
102089	EZH1	HMDB0000939
102090	PRMT1	HMDB0000939
102091	EHMT1	HMDB0000939
102092	HDAC2	HMDB0000939
102093	KMT2A	HMDB0000939
102094	BAZ2A	HMDB0000939
104870	NOS3	HMDB0029416
104871	PLK1	HMDB0029416
104872	NOS2	HMDB0029416
104873	NOS1	HMDB0029416
110988	CFTR	HMDB0000050
110989	SCTR	HMDB0000050
110990	DRD4	HMDB0000050
110991	MAPK1	HMDB0000050
110992	HMOX1	HMDB0000050
110993	BDKRB1	HMDB0000050
110994	AURKA	HMDB0000050
110995	PROKR2	HMDB0000050
110996	AHCY	HMDB0000050
110997	MLNR	HMDB0000050
110998	SLC5A5	HMDB0000050
110999	GNRHR	HMDB0000050
111000	GPR63	HMDB0000050
111001	GRM6	HMDB0000050
111002	KISS1R	HMDB0000050
111003	OPRD1	HMDB0000050
111004	PRLHR	HMDB0000050
111005	GHSR	HMDB0000050
111006	GPR83	HMDB0000050
111007	MC3R	HMDB0000050
111008	PTGER2	HMDB0000050
111009	S1PR4	HMDB0000050
111010	CCR7	HMDB0000050
111011	MCHR1	HMDB0000050
111012	GALR3	HMDB0000050
111013	TAS2R16	HMDB0000050
111014	OPN1SW	HMDB0000050
111015	ADCY7	HMDB0000050
111016	SSTR4	HMDB0000050
111017	NMUR2	HMDB0000050
111018	HRH4	HMDB0000050
111019	MTNR1B	HMDB0000050
111020	APLNR	HMDB0000050
111021	NT5E	HMDB0000050
