,HMDB,GENE,direction
1567,HMDB0000138,SLCO1A2,producing
1568,HMDB0000138,SLCO1B3,producing
1569,HMDB0000138,SLCO1B1,producing
1570,HMDB0000138,ABCC11,producing
1571,HMDB0000138,ABCB11,producing
1572,HMDB0000138,ABCC3,producing
1573,HMDB0000138,SLC7A9,producing
1574,HMDB0000138,SLC51B,producing
1575,HMDB0000138,SLC51A,producing
1576,HMDB0000138,ABCC4,producing
1577,HMDB0000142,MTHFD1L,degrading
1578,HMDB0000142,ALDH1L1,degrading
1579,HMDB0000142,MTHFD1,degrading
1580,HMDB0000142,ECHS1,producing
1581,HMDB0000142,EHHADH,producing
1582,HMDB0000142,HADHA,producing
1583,HMDB0000142,SLC26A6,producing
1584,HMDB0000142,ADI1,producing
1585,HMDB0000142,SLC16A1,producing
1586,HMDB0000142,PDF,producing
1587,HMDB0000142,ACY3,producing
1588,HMDB0000142,ASPA,producing
1589,HMDB0000142,GCH1,producing
1590,HMDB0000142,ESD,producing
1591,HMDB0000142,AFMID,producing
1592,HMDB0000142,ALDH1L2,degrading
1593,HMDB0000142,MTHFD2L,degrading
1594,HMDB0000142,MTHFD2,degrading
1595,HMDB0000142,SLC19A1,producing
1596,HMDB0000142,CYP2U1,producing
1597,HMDB0000142,CYP4F11,producing
1598,HMDB0000142,CYP2S1,producing
1599,HMDB0000142,CYP4X1,producing
1600,HMDB0000142,CYP4Z1,producing
1601,HMDB0000142,CYP2J2,producing
1602,HMDB0000142,CYP2A7,producing
1603,HMDB0000142,CYP2B6,producing
1604,HMDB0000142,CYP4B1,producing
1605,HMDB0000142,CYP4F12,producing
1606,HMDB0000142,CYP3A7,producing
1607,HMDB0000142,CYP3A5,producing
1608,HMDB0000142,CYP3A43,producing
1609,HMDB0000142,CYP2F1,producing
1610,HMDB0000142,CYP2D6,producing
1611,HMDB0000142,CYP2C9,producing
1612,HMDB0000142,CYP2C8,producing
1613,HMDB0000142,CYP2C18,producing
1614,HMDB0000142,CYP2A6,producing
1615,HMDB0000142,CYP2A13,producing
1616,HMDB0000142,CYP3A4,producing
1617,HMDB0000142,CYP19A1,producing
1618,HMDB0000142,CYP1A2,producing
1619,HMDB0000142,CYP1B1,producing
1620,HMDB0000142,CYP1A1,producing
1621,HMDB0000142,CYP2C19,producing
1622,HMDB0000142,CYP4F8,producing
1623,HMDB0000142,CYP2E1,producing
1624,HMDB0000142,CYP51A1,producing
1625,HMDB0000142,SLC16A5,producing
1626,HMDB0000142,SLC16A4,producing
1627,HMDB0000142,SLC16A3,producing
1628,HMDB0000142,SLC16A7,producing
1629,HMDB0000142,SLC16A6,producing
1630,HMDB0000142,SLC16A8,producing
1631,HMDB0000143,GALK2,degrading
1632,HMDB0000143,GALK1,degrading
1633,HMDB0000143,AKR1B1,degrading
1634,HMDB0000143,AKR1A1,degrading
1635,HMDB0000143,GLB1L,producing
1636,HMDB0000143,SLC2A10,producing
1637,HMDB0000143,SLC2A2,producing
1638,HMDB0000143,SLC2A8,producing
1639,HMDB0000143,SLC2A1,producing
1640,HMDB0000143,SLC2A3,producing
1641,HMDB0000143,GM2A,producing
1642,HMDB0000143,PSAP,producing
1643,HMDB0000143,NEU1,producing
1644,HMDB0000143,GALNS,producing
1645,HMDB0000143,CTSA,producing
1646,HMDB0000143,GALC,producing
1647,HMDB0000143,LCT,producing
1648,HMDB0000143,GLB1,producing
1649,HMDB0000143,HK3,degrading
1650,HMDB0000143,HK2,degrading
1651,HMDB0000143,HK1,degrading
1652,HMDB0000143,HKDC1,degrading
1653,HMDB0000143,GLA,producing
1654,HMDB0000143,SLC5A2,producing
1655,HMDB0000143,SLC5A9,producing
1656,HMDB0000143,SLC5A10,producing
1657,HMDB0000143,SLC5A1,producing
1658,HMDB0000143,AKR1B10,degrading
1659,HMDB0000143,FAM227B,degrading
1660,HMDB0000143,RPL36A,producing
1661,HMDB0000143,HEXA,producing
1662,HMDB0000143,HEXD,producing
1663,HMDB0000143,HEXB,producing
1664,HMDB0000143,TMPPE,producing
1665,HMDB0000145,UGT1A10,degrading
1666,HMDB0000145,UGT1A8,degrading
1667,HMDB0000145,SULT1E1,degrading
1668,HMDB0000145,SULT1A1,degrading
1669,HMDB0000145,SULT1A3,degrading
1670,HMDB0000145,HSD17B11,degrading
1671,HMDB0000145,HSD17B6,degrading
1672,HMDB0000145,HSD17B12,degrading
1673,HMDB0000145,HSD17B7,degrading
1674,HMDB0000145,HSD17B2,degrading
1675,HMDB0000145,HSD17B8,degrading
1676,HMDB0000145,HSD17B1,degrading
1677,HMDB0000145,UGT2B28,degrading
1678,HMDB0000145,UGT2B17,degrading
1679,HMDB0000145,UGT2B15,degrading
1680,HMDB0000145,UGT2B11,degrading
1681,HMDB0000145,UGT2B10,degrading
1682,HMDB0000145,UGT2B7,degrading
1683,HMDB0000145,UGT2B4,degrading
1684,HMDB0000145,UGT2A3,degrading
1685,HMDB0000145,UGT1A9,degrading
1686,HMDB0000145,UGT1A7,degrading
1687,HMDB0000145,UGT1A6,degrading
1688,HMDB0000145,UGT1A5,degrading
1689,HMDB0000145,UGT1A4,degrading
1690,HMDB0000145,UGT1A3,degrading
1691,HMDB0000145,STS,producing
1692,HMDB0000145,UGT1A1,degrading
1693,HMDB0000145,ARSL,producing
1694,HMDB0000145,ARSD,producing
1695,HMDB0000145,CYP2U1,producing
1696,HMDB0000145,CYP4F11,producing
1697,HMDB0000145,CYP2S1,producing
1698,HMDB0000145,CYP4X1,producing
1699,HMDB0000145,CYP4Z1,producing
1700,HMDB0000145,CYP2J2,producing
1701,HMDB0000145,CYP2A7,producing
1702,HMDB0000145,CYP2B6,producing
1703,HMDB0000145,CYP4B1,producing
1704,HMDB0000145,CYP4F12,producing
1705,HMDB0000145,CYP3A7,producing
1706,HMDB0000145,CYP3A5,producing
1707,HMDB0000145,CYP3A43,producing
1708,HMDB0000145,CYP2F1,producing
1709,HMDB0000145,CYP2D6,producing
1710,HMDB0000145,CYP2C9,producing
1711,HMDB0000145,CYP2C8,producing
1712,HMDB0000145,CYP2C18,producing
1713,HMDB0000145,CYP2A6,producing
1714,HMDB0000145,CYP2A13,producing
1715,HMDB0000145,CYP3A4,producing
1716,HMDB0000145,CYP19A1,producing
1717,HMDB0000145,CYP1A2,producing
1718,HMDB0000145,CYP1B1,producing
1719,HMDB0000145,CYP1A1,producing
1720,HMDB0000145,CYP2C19,producing
1721,HMDB0000145,CYP4F8,producing
1722,HMDB0000145,CYP2E1,producing
1723,HMDB0000148,PSAT1,degrading
1724,HMDB0000148,ALDH18A1,degrading
1725,HMDB0000148,NAGS,degrading
1726,HMDB0000148,EPRS1,degrading
1727,HMDB0000148,EARS2,degrading
1728,HMDB0000148,GCLM,degrading
1729,HMDB0000148,GCLC,degrading
1730,HMDB0000148,GAD2,degrading
1731,HMDB0000148,GAD1,degrading
1732,HMDB0000148,GLUD1,degrading
1733,HMDB0000148,GLUD2,degrading
1734,HMDB0000148,LGSN,degrading
1735,HMDB0000148,GLUL,degrading
1736,HMDB0000148,FPGS,degrading
1737,HMDB0000148,SLC22A7,producing
1738,HMDB0000148,SLC7A11,producing
1739,HMDB0000148,SLC3A2,producing
1740,HMDB0000148,AGXT,producing
1741,HMDB0000148,RIMKLB,degrading
1742,HMDB0000148,RIMKLA,degrading
1743,HMDB0000148,GGT3P,producing
1744,HMDB0000148,GATC,producing
1745,HMDB0000148,GATB,producing
1746,HMDB0000148,QRSL1,producing
1747,HMDB0000148,SIRT7,producing
1748,HMDB0000148,MACROD2,producing
1749,HMDB0000148,NTAN1,producing
1750,HMDB0000148,NTAQ1,producing
1751,HMDB0000148,SIRT3,producing
1752,HMDB0000148,NAAA,producing
1753,HMDB0000148,MACROD1,producing
1754,HMDB0000148,OARD1,producing
1755,HMDB0000148,SIRT5,producing
1756,HMDB0000148,SIRT1,producing
1757,HMDB0000148,SIRT6,producing
1758,HMDB0000148,SIRT2,producing
1759,HMDB0000148,ACER3,producing
1760,HMDB0000148,ACY3,producing
1761,HMDB0000148,PPAT,producing
1762,HMDB0000148,BCAT1,producing
1763,HMDB0000148,GMPS,producing
1764,HMDB0000148,GFPT2,producing
1765,HMDB0000148,GFPT1,producing
1766,HMDB0000148,GGTLC2,producing
1767,HMDB0000148,GGT6,producing
1768,HMDB0000148,GGT7,producing
1769,HMDB0000148,GGT2P,producing
1770,HMDB0000148,GGTLC1,producing
1771,HMDB0000148,GGT1,producing
1772,HMDB0000148,GGT5,producing
1773,HMDB0000148,FTCD,producing
1774,HMDB0000148,OAT,producing
1775,HMDB0000148,BCAT2,producing
1776,HMDB0000148,GLS,producing
1777,HMDB0000148,ABAT,producing
1778,HMDB0000148,GOT1,producing
1779,HMDB0000148,TAT,producing
1780,HMDB0000148,GOT2,producing
1781,HMDB0000148,SLC6A18,producing
1782,HMDB0000148,CLTRN,producing
1783,HMDB0000148,SLC1A4,producing
1784,HMDB0000148,SLC38A3,producing
1785,HMDB0000148,GPT2,producing
1786,HMDB0000148,GPT,producing
1787,HMDB0000148,CAD,producing
1788,HMDB0000148,CTPS2,producing
1789,HMDB0000148,CTPS1,producing
1790,HMDB0000148,PFAS,producing
1791,HMDB0000148,NADSYN1,producing
1792,HMDB0000148,OPLAH,producing
1793,HMDB0000148,SLC17A7,producing
1794,HMDB0000148,SLC17A8,producing
1795,HMDB0000148,SLC17A6,producing
1796,HMDB0000148,SLC1A7,producing
1797,HMDB0000148,SLC1A2,producing
1798,HMDB0000148,SLC1A3,producing
1799,HMDB0000148,SLC1A1,producing
1800,HMDB0000148,SLC1A6,producing
1801,HMDB0000148,ASNS,producing
1802,HMDB0000148,AGXT2,degrading
1803,HMDB0000148,AASS,producing
1804,HMDB0000148,ALDH4A1,producing
1805,HMDB0000148,SLC25A22,producing
1806,HMDB0000148,SLC25A18,producing
1807,HMDB0000148,SLC25A12,producing
1808,HMDB0000148,SLC25A13,producing
1809,HMDB0000148,KYAT3,producing
1810,HMDB0000148,AADAT,producing
1811,HMDB0000148,GLS2,producing
1812,HMDB0000148,SLC36A1,producing
1813,HMDB0000148,SLC25A20,producing
1814,HMDB0000148,SLC6A19,producing
1815,HMDB0000148,GOT1L1,producing
1816,HMDB0000148,GGTLC3,producing
1817,HMDB0000148,SCCPDH,producing
1818,HMDB0000148,KYAT1,producing
1819,HMDB0000148,GGH,producing
1820,HMDB0000151,UGT1A10,degrading
1821,HMDB0000151,UGT1A8,degrading
1822,HMDB0000151,HSD17B11,producing
1823,HMDB0000151,HSD17B6,producing
1824,HMDB0000151,HSD17B12,producing
1825,HMDB0000151,HSD17B2,producing
1826,HMDB0000151,HSD17B7,producing
1827,HMDB0000151,HSD17B8,producing
1828,HMDB0000151,HSD17B1,producing
1829,HMDB0000151,UGT1A5,degrading
1830,HMDB0000151,UGT1A3,degrading
1831,HMDB0000151,UGT1A4,degrading
1832,HMDB0000151,UGT1A7,degrading
1833,HMDB0000151,UGT1A1,degrading
1834,HMDB0000151,UGT1A9,degrading
1835,HMDB0000151,UGT2B11,degrading
1836,HMDB0000151,UGT2B17,degrading
1837,HMDB0000151,UGT2B15,degrading
1838,HMDB0000151,UGT2A1,degrading
1839,HMDB0000151,UGT2B7,degrading
1840,HMDB0000151,UGT3A2,degrading
1841,HMDB0000151,UGT1A6,degrading
1842,HMDB0000151,UGT2B4,degrading
1843,HMDB0000151,UGT3A1,degrading
1844,HMDB0000151,UGT2B28,degrading
1845,HMDB0000151,UGT2A3,degrading
1846,HMDB0000151,UGT2B10,degrading
1847,HMDB0000151,CYP2U1,producing
1848,HMDB0000151,CYP4F11,producing
1849,HMDB0000151,CYP2S1,producing
1850,HMDB0000151,CYP4X1,producing
1851,HMDB0000151,CYP4Z1,producing
1852,HMDB0000151,CYP2J2,producing
1853,HMDB0000151,CYP2A7,producing
1854,HMDB0000151,CYP2B6,producing
1855,HMDB0000151,CYP4B1,producing
1856,HMDB0000151,CYP4F12,producing
1857,HMDB0000151,CYP3A7,producing
1858,HMDB0000151,CYP3A5,producing
1859,HMDB0000151,CYP3A43,producing
1860,HMDB0000151,CYP2F1,producing
1861,HMDB0000151,CYP2D6,producing
1862,HMDB0000151,CYP2C9,producing
1863,HMDB0000151,CYP2C8,producing
1864,HMDB0000151,CYP2C18,producing
1865,HMDB0000151,CYP2A6,producing
1866,HMDB0000151,CYP2A13,producing
1867,HMDB0000151,CYP3A4,producing
1868,HMDB0000151,CYP19A1,producing
1869,HMDB0000151,CYP1A2,producing
1870,HMDB0000151,CYP1B1,producing
1871,HMDB0000151,CYP1A1,producing
1872,HMDB0000151,CYP2C19,producing
1873,HMDB0000151,CYP4F8,producing
1874,HMDB0000151,CYP2E1,producing
1875,HMDB0000153,UGT2B4,degrading
1876,HMDB0000153,UGT2B28,degrading
1877,HMDB0000153,UGT1A10,degrading
1878,HMDB0000153,UGT1A8,degrading
1879,HMDB0000153,UGT2B17,degrading
1880,HMDB0000153,UGT2B15,degrading
1881,HMDB0000153,UGT2B11,degrading
1882,HMDB0000153,UGT2B10,degrading
1883,HMDB0000153,UGT2B7,degrading
1884,HMDB0000153,UGT2A3,degrading
1885,HMDB0000153,UGT1A9,degrading
1886,HMDB0000153,UGT1A7,degrading
1887,HMDB0000153,UGT1A6,degrading
1888,HMDB0000153,UGT1A5,degrading
1889,HMDB0000153,UGT1A4,degrading
1890,HMDB0000153,UGT1A3,degrading
1891,HMDB0000153,HSD17B6,degrading
1892,HMDB0000153,HSD17B8,degrading
1893,HMDB0000153,HSD17B7,degrading
1894,HMDB0000153,HSD17B2,degrading
1895,HMDB0000153,HSD17B1,degrading
1896,HMDB0000153,HSD17B12,degrading
1897,HMDB0000153,UGT1A1,degrading
1898,HMDB0000157,HPRT1,degrading
1899,HMDB0000157,XDH,degrading
1900,HMDB0000157,SLC29A2,producing
1901,HMDB0000157,SLC29A3,producing
1902,HMDB0000157,PNP,producing
1903,HMDB0000157,TYMP,degrading
1904,HMDB0000158,TPO,degrading
1905,HMDB0000158,TXN,degrading
1906,HMDB0000158,GOT1,degrading
1907,HMDB0000158,TAT,degrading
1908,HMDB0000158,GOT2,degrading
1909,HMDB0000158,TTLL10,degrading
1910,HMDB0000158,BRPF1,degrading
1911,HMDB0000158,TTL,degrading
1912,HMDB0000158,YARS2,degrading
1913,HMDB0000158,YARS1,degrading
1914,HMDB0000158,DDC,degrading
1915,HMDB0000158,TYR,degrading
1916,HMDB0000158,TH,degrading
1917,HMDB0000158,IL4I1,degrading
1918,HMDB0000158,SLC7A8,producing
1919,HMDB0000158,SLC3A2,producing
1920,HMDB0000158,SLC16A10,producing
1921,HMDB0000158,SLC7A5,producing
1922,HMDB0000158,SLC7A9,producing
1923,HMDB0000158,IYD,degrading
1924,HMDB0000158,SLC6A18,producing
1925,HMDB0000158,SLC7A6,producing
1926,HMDB0000158,ACE2,producing
1927,HMDB0000158,CLTRN,producing
1928,HMDB0000158,SLC6A19,producing
1929,HMDB0000158,SLC6A14,producing
1930,HMDB0000158,SLC43A2,producing
1931,HMDB0000158,SLC7A3,producing
1932,HMDB0000158,SLC7A7,producing
1933,HMDB0000158,SLC43A1,producing
1934,HMDB0000158,SLC7A1,producing
1935,HMDB0000158,SLC7A2,producing
1936,HMDB0000158,SLC36A1,producing
1937,HMDB0000158,OCA2,producing
1938,HMDB0000158,SLC4A5,producing
1939,HMDB0000158,ABCA1,producing
1940,HMDB0000158,SLC3A1,producing
1941,HMDB0000158,PAH,producing
1942,HMDB0000159,GOT1,degrading
1943,HMDB0000159,TAT,degrading
1944,HMDB0000159,GOT2,degrading
1945,HMDB0000159,FARSA,degrading
1946,HMDB0000159,FARS2,degrading
1947,HMDB0000159,FARSB,degrading
1948,HMDB0000159,DDC,degrading
1949,HMDB0000159,PXDNL,degrading
1950,HMDB0000159,PXDN,degrading
1951,HMDB0000159,LPO,degrading
1952,HMDB0000159,PRDX6,degrading
1953,HMDB0000159,EPX,degrading
1954,HMDB0000159,PAH,degrading
1955,HMDB0000159,SLC43A1,producing
1956,HMDB0000159,SLC43A2,producing
1957,HMDB0000159,SLC16A10,producing
1958,HMDB0000159,CMA1,producing
1959,HMDB0000159,SLC7A8,producing
1960,HMDB0000159,SLC7A5,producing
1961,HMDB0000159,IL4I1,degrading
1962,HMDB0000159,SLC7A9,producing
1963,HMDB0000159,KYAT1,producing
1964,HMDB0000159,SLC6A18,producing
1965,HMDB0000159,ACE2,producing
1966,HMDB0000159,CLTRN,producing
1967,HMDB0000159,SLC6A19,producing
1968,HMDB0000159,SLC7A3,producing
1969,HMDB0000159,SLC38A4,producing
1970,HMDB0000159,SLC38A1,producing
1971,HMDB0000159,SLC7A1,producing
1972,HMDB0000159,SLC6A14,producing
1973,HMDB0000159,SLC7A2,producing
1974,HMDB0000159,SLC38A2,producing
1975,HMDB0000159,SLC7A7,producing
1976,HMDB0000159,SLC7A6,producing
1977,HMDB0000159,SLC3A2,producing
1978,HMDB0000159,SLC36A1,producing
1979,HMDB0000159,ABCA1,producing
1980,HMDB0000159,SLC3A1,producing
1981,HMDB0000161,PLPBP,degrading
1982,HMDB0000161,GGT1,degrading
1983,HMDB0000161,GGT3P,degrading
1984,HMDB0000161,ETNPPL,degrading
1985,HMDB0000161,NAGS,degrading
1986,HMDB0000161,GPT2,degrading
1987,HMDB0000161,GPT,degrading
1988,HMDB0000161,AARS2,degrading
1989,HMDB0000161,AARS1,degrading
1990,HMDB0000161,PGLYRP4,producing
1991,HMDB0000161,PGLYRP2,producing
1992,HMDB0000161,PGLYRP3,producing
1993,HMDB0000161,PGLYRP1,producing
1994,HMDB0000161,SLC36A4,producing
1995,HMDB0000161,SLC7A5,producing
1996,HMDB0000161,GGCT,producing
1997,HMDB0000161,SLC7A10,producing
1998,HMDB0000161,AGXT,producing
1999,HMDB0000161,SLC7A9,producing
2000,HMDB0000161,SLC3A1,producing
2001,HMDB0000161,NFS1,degrading
2002,HMDB0000161,MOCOS,producing
2003,HMDB0000161,AGXT2,producing
2004,HMDB0000161,SLC6A18,producing
2005,HMDB0000161,ACE2,producing
2006,HMDB0000161,CLTRN,producing
2007,HMDB0000161,SLC6A19,producing
2008,HMDB0000161,SLC7A3,producing
2009,HMDB0000161,SLC38A4,producing
2010,HMDB0000161,SLC38A1,producing
2011,HMDB0000161,SLC7A1,producing
2012,HMDB0000161,SLC6A14,producing
2013,HMDB0000161,SLC7A2,producing
2014,HMDB0000161,SLC38A2,producing
2015,HMDB0000161,SLC1A4,producing
2016,HMDB0000161,SLC1A5,producing
2017,HMDB0000161,SLC38A3,producing
2018,HMDB0000161,SLC38A5,producing
2019,HMDB0000161,SLC36A2,producing
2020,HMDB0000161,SLC7A7,producing
2021,HMDB0000161,SLC7A6,producing
2022,HMDB0000161,SLC3A2,producing
2023,HMDB0000161,SCLY,producing
2024,HMDB0000161,KYNU,producing
2025,HMDB0000161,SLC36A1,producing
2026,HMDB0000161,GGTLC1,degrading
2027,HMDB0000161,GGTLC3,degrading
2028,HMDB0000161,GGT6,degrading
2029,HMDB0000161,GGT2P,degrading
2030,HMDB0000161,GGT7,degrading
2031,HMDB0000161,GGTLC2,degrading
2032,HMDB0000161,GGT5,degrading
2033,HMDB0000161,SFXN1,producing
2034,HMDB0000161,SLC6A9,producing
2035,HMDB0000161,SLC36A3,producing
2036,HMDB0000161,SLC6A15,producing
2037,HMDB0000161,SLC43A2,producing
2038,HMDB0000161,SLC43A1,producing
2039,HMDB0000161,SLC7A8,producing
2040,HMDB0000161,KLK2,producing
2041,HMDB0000161,KLK1,producing
2042,HMDB0000161,ACY1,producing
2043,HMDB0000161,GGACT,producing
2044,HMDB0000161,KYAT3,producing
2045,HMDB0000161,AADAT,producing
2046,HMDB0000161,KYAT1,producing
2047,HMDB0000162,P4HB,degrading
2048,HMDB0000162,PRODH,degrading
2049,HMDB0000162,PRODH2,degrading
2050,HMDB0000162,PARS2,degrading
2051,HMDB0000162,EPRS1,degrading
2052,HMDB0000162,P4HA3,degrading
2053,HMDB0000162,P4HA2,degrading
2054,HMDB0000162,P4HA1,degrading
2055,HMDB0000162,SLC36A4,producing
2056,HMDB0000162,SLC6A20,producing
2057,HMDB0000162,PEPD,producing
2058,HMDB0000162,SLC7A5,producing
2059,HMDB0000162,SLC7A9,producing
2060,HMDB0000162,SLC6A7,producing
2061,HMDB0000162,SLC1A4,producing
2062,HMDB0000162,SLC7A6,producing
2063,HMDB0000162,ACE2,producing
2064,HMDB0000162,CLTRN,producing
2065,HMDB0000162,SLC6A19,producing
2066,HMDB0000162,SLC38A4,producing
2067,HMDB0000162,SLC38A1,producing
2068,HMDB0000162,SLC38A2,producing
2069,HMDB0000162,PYCR3,producing
2070,HMDB0000162,PYCR2,producing
2071,HMDB0000162,LAP3,degrading
2072,HMDB0000162,SLC36A2,producing
2073,HMDB0000162,SLC36A1,producing
2074,HMDB0000162,PYCR1,producing
2075,HMDB0000162,SLC43A2,producing
2076,HMDB0000162,SLC7A3,producing
2077,HMDB0000162,SLC7A7,producing
2078,HMDB0000162,SLC43A1,producing
2079,HMDB0000162,SLC7A1,producing
2080,HMDB0000162,SLC7A8,producing
2081,HMDB0000162,SLC7A2,producing
2082,HMDB0000162,ABCA1,producing
2083,HMDB0000162,SLC6A15,producing
2084,HMDB0000162,SLC36A3,producing
2085,HMDB0000162,SLC3A1,producing
2086,HMDB0000163,SLC2A3,producing
2087,HMDB0000163,GAA,producing
2088,HMDB0000163,LYZL1,producing
2089,HMDB0000163,AMY2A,producing
2090,HMDB0000163,AMY1B,producing
2091,HMDB0000163,AMY1A,producing
2092,HMDB0000163,AMY1C,producing
2093,HMDB0000163,AMY2B,producing
2094,HMDB0000163,GANC,producing
2095,HMDB0000163,SI,producing
2096,HMDB0000163,MGAM,producing
2097,HMDB0000163,CAPN3,degrading
2098,HMDB0000167,NDUFAB1,degrading
2099,HMDB0000167,SDSL,degrading
2100,HMDB0000167,SDS,degrading
2101,HMDB0000167,TARS3,degrading
2102,HMDB0000167,TARS2,degrading
2103,HMDB0000167,TARS1,degrading
2104,HMDB0000167,SLC7A8,producing
2105,HMDB0000167,SLC43A1,producing
2106,HMDB0000167,SLC3A2,producing
2107,HMDB0000167,SLC7A10,producing
2108,HMDB0000167,SLC7A5,producing
2109,HMDB0000167,SLC7A9,producing
2110,HMDB0000167,SLC7A6,producing
2111,HMDB0000167,ACE2,producing
2112,HMDB0000167,CLTRN,producing
2113,HMDB0000167,SLC6A19,producing
2114,HMDB0000167,SLC38A1,producing
2115,HMDB0000167,SLC6A14,producing
2116,HMDB0000167,SLC38A2,producing
2117,HMDB0000167,SLC1A4,producing
2118,HMDB0000167,SLC1A5,producing
2119,HMDB0000167,THNSL1,producing
2120,HMDB0000167,SLC4A5,producing
2121,HMDB0000167,SLC43A2,producing
2122,HMDB0000167,SLC7A3,producing
2123,HMDB0000167,SLC7A7,producing
2124,HMDB0000167,SLC7A1,producing
2125,HMDB0000167,SLC36A1,producing
2126,HMDB0000167,SLC7A2,producing
2127,HMDB0000167,ABCA1,producing
2128,HMDB0000167,SLC38A4,producing
2129,HMDB0000167,SLC6A15,producing
2130,HMDB0000167,SLC7A11,producing
2131,HMDB0000167,SLC3A1,producing
2132,HMDB0000168,APOE,degrading
2133,HMDB0000168,APOC2,degrading
2134,HMDB0000168,APOC1,degrading
2135,HMDB0000168,NDUFAB1,degrading
2136,HMDB0000168,NAGS,degrading
2137,HMDB0000168,NARS2,degrading
2138,HMDB0000168,NARS1,degrading
2139,HMDB0000168,ASRGL1,degrading
2140,HMDB0000168,ASPG,degrading
2141,HMDB0000168,SLC7A8,producing
2142,HMDB0000168,SLC3A2,producing
2143,HMDB0000168,SLC43A1,producing
2144,HMDB0000168,SLC7A5,producing
2145,HMDB0000168,SLC7A9,producing
2146,HMDB0000168,ACY3,producing
2147,HMDB0000168,SLC6A18,producing
2148,HMDB0000168,SLC7A6,producing
2149,HMDB0000168,ACE2,producing
2150,HMDB0000168,CLTRN,producing
2151,HMDB0000168,SLC6A19,producing
2152,HMDB0000168,SLC38A4,producing
2153,HMDB0000168,SLC38A1,producing
2154,HMDB0000168,SLC6A14,producing
2155,HMDB0000168,SLC38A2,producing
2156,HMDB0000168,SLC1A5,producing
2157,HMDB0000168,SLC38A3,producing
2158,HMDB0000168,SLC38A5,producing
2159,HMDB0000168,ASNS,producing
2160,HMDB0000168,SLC1A4,producing
2161,HMDB0000168,ABCA1,producing
2162,HMDB0000168,CTSO,producing
2163,HMDB0000168,CTSE,producing
2164,HMDB0000168,CTSF,producing
2165,HMDB0000168,CTSW,producing
2166,HMDB0000168,TPP1,producing
2167,HMDB0000168,CTSB,producing
2168,HMDB0000168,CTSS,producing
2169,HMDB0000168,CTSK,producing
2170,HMDB0000168,CTSV,producing
2171,HMDB0000168,CTSL,producing
2172,HMDB0000168,CTSD,producing
2173,HMDB0000168,CTSC,producing
2174,HMDB0000168,CTSH,producing
2175,HMDB0000168,CTSZ,producing
2176,HMDB0000168,LGMN,producing
2177,HMDB0000168,CTSG,producing
2178,HMDB0000168,CTSA,producing
2179,HMDB0000168,SLC6A15,producing
2180,HMDB0000168,SLC43A2,producing
2181,HMDB0000168,SLC7A3,producing
2182,HMDB0000168,SLC7A7,producing
2183,HMDB0000168,SLC7A1,producing
2184,HMDB0000168,SLC36A1,producing
2185,HMDB0000168,SLC7A2,producing
2186,HMDB0000168,SLC3A1,producing
2187,HMDB0000168,ASPA,producing
2188,HMDB0000169,HK3,degrading
2189,HMDB0000169,HKDC1,degrading
2190,HMDB0000169,HK1,degrading
2191,HMDB0000169,HK2,degrading
2192,HMDB0000169,GCK,degrading
2193,HMDB0000169,MAN1B1,producing
2194,HMDB0000169,MAN1A2,producing
2195,HMDB0000169,MAN1C1,producing
2196,HMDB0000169,MAN1A1,producing
2197,HMDB0000169,MAN2B2,degrading
2198,HMDB0000169,MAN2B1,degrading
2199,HMDB0000169,MAN2A2,degrading
2200,HMDB0000169,MAN2A1,degrading
2201,HMDB0000169,MANBA,producing
2202,HMDB0000169,SLC2A2,producing
2203,HMDB0000169,SLC2A1,producing
2204,HMDB0000169,SLC2A3,producing
2205,HMDB0000169,SLC5A9,producing
2206,HMDB0000169,SLC5A10,producing
2207,HMDB0000169,GLA,producing
2208,HMDB0000172,APOC2,degrading
2209,HMDB0000172,BCAT1,degrading
2210,HMDB0000172,BCAT2,degrading
2211,HMDB0000172,IARS1,degrading
2212,HMDB0000172,IARS2,degrading
2213,HMDB0000172,SLC7A8,producing
2214,HMDB0000172,SLC3A2,producing
2215,HMDB0000172,SLC43A1,producing
2216,HMDB0000172,SLC43A2,producing
2217,HMDB0000172,SLC7A5,producing
2218,HMDB0000172,IL4I1,degrading
2219,HMDB0000172,SLC7A9,producing
2220,HMDB0000172,SLC6A18,producing
2221,HMDB0000172,SLC7A6,producing
2222,HMDB0000172,ACE2,producing
2223,HMDB0000172,CLTRN,producing
2224,HMDB0000172,SLC6A19,producing
2225,HMDB0000172,SLC6A14,producing
2226,HMDB0000172,ABCA1,producing
2227,HMDB0000172,SLC7A3,producing
2228,HMDB0000172,SLC7A7,producing
2229,HMDB0000172,SLC7A1,producing
2230,HMDB0000172,SLC7A2,producing
2231,HMDB0000172,SLC36A1,producing
2232,HMDB0000172,SLC6A15,producing
2233,HMDB0000172,SLC6A9,producing
2234,HMDB0000172,SLC3A1,producing
2235,HMDB0000174,FCSK,degrading
2236,HMDB0000174,FUCA1,producing
2237,HMDB0000174,FUCA2,producing
2238,HMDB0000174,FUOM,degrading
2239,HMDB0000175,ADSS1,degrading
2240,HMDB0000175,ADSS2,degrading
2241,HMDB0000175,ATIC,degrading
2242,HMDB0000175,NT5C1B,degrading
2243,HMDB0000175,NT5C3A,degrading
2244,HMDB0000175,NT5C1A,degrading
