,HMDB,GENE,direction
20181,HMDB0062188,CYP1A1,degrading
20182,HMDB0011603,CYP1A1,degrading
20183,HMDB0060517,CYP1A1,degrading
20184,HMDB0062429,CYP1A1,degrading
20185,HMDB0029593,CYP1A1,degrading
20186,HMDB0006552,CYP1A1,degrading
20187,HMDB0029751,CYP1A1,degrading
20188,HMDB0062438,CYP1A1,degrading
20189,HMDB0060438,CYP1A1,degrading
20190,HMDB0062469,CYP1A1,degrading
20191,HMDB0000673,CYP1A1,degrading
20192,HMDB0000053,CYP1A1,degrading
20193,HMDB0000234,CYP1A1,degrading
20194,HMDB0001043,CYP1A1,degrading
20195,HMDB0001389,CYP1A1,degrading
20196,HMDB0001377,CYP1A1,degrading
20197,HMDB0042048,CYP1A1,producing
20198,HMDB0000221,CYP1A1,producing
20199,HMDB0004701,CYP1A1,producing
20200,HMDB0059597,CYP1A1,producing
20201,HMDB0001248,CYP1A1,producing
20202,HMDB0000338,CYP1A1,producing
20203,HMDB0000335,CYP1A1,producing
20204,HMDB0004244,CYP1A1,producing
20205,HMDB0001852,CYP1A1,degrading
20206,HMDB0003125,CYP1A1,producing
20207,HMDB0060452,CYP1A1,producing
20208,HMDB0060333,CYP1A1,producing
20209,HMDB0060357,CYP1A1,producing
20210,HMDB0060332,CYP1A1,producing
20211,HMDB0060331,CYP1A1,producing
20212,HMDB0062382,CYP1A1,producing
20213,HMDB0062223,CYP1A1,producing
20214,HMDB0060422,CYP1A1,producing
20215,HMDB0060419,CYP1A1,producing
20216,HMDB0060446,CYP1A1,producing
20217,HMDB0060448,CYP1A1,producing
20218,HMDB0250081,CYP1A1,producing
20219,HMDB0062533,CYP1A1,producing
20220,HMDB0060301,CYP1A1,producing
20221,HMDB0062439,CYP1A1,producing
20222,HMDB0062470,CYP1A1,producing
20223,HMDB0060091,CYP1A1,producing
20224,HMDB0060439,CYP1A1,producing
20225,HMDB0060090,CYP1A1,producing
20226,HMDB0004702,CYP1A1,producing
20227,HMDB0000145,CYP1A1,producing
20228,HMDB0000151,CYP1A1,producing
20229,HMDB0000142,CYP1A1,producing
20230,HMDB0004264,CYP1A1,producing
20231,HMDB0004673,CYP1A1,producing
20232,HMDB0002232,CYP1A1,producing
20233,HMDB0002190,CYP1A1,producing
20234,HMDB0004081,CYP1A1,producing
20235,HMDB0000217,CYP1A1,producing
20236,HMDB0002111,CYP1A1,producing
20237,HMDB0000538,ENTPD2,degrading
20238,HMDB0001341,ENTPD2,degrading
20239,HMDB0002111,ENTPD2,degrading
20240,HMDB0000045,ENTPD2,producing
20241,HMDB0001429,ENTPD2,producing
20242,HMDB0059597,ENTPD2,producing
20243,HMDB0000295,ENTPD2,degrading
20244,HMDB0001273,ENTPD2,degrading
20245,HMDB0000175,ENTPD2,producing
20246,HMDB0001201,ENTPD2,producing
20247,HMDB0059597,CLCF1,degrading
20248,HMDB0002111,CLCF1,degrading
20249,HMDB0000114,CLCF1,producing
20250,HMDB0000086,CLCF1,producing
20251,HMDB0004704,UGT2B17,degrading
20252,HMDB0004705,UGT2B17,degrading
20253,HMDB0001518,UGT2B17,degrading
20254,HMDB0002369,UGT2B17,degrading
20255,HMDB0000265,UGT2B17,degrading
20256,HMDB0000248,UGT2B17,degrading
20257,HMDB0006219,UGT2B17,degrading
20258,HMDB0041809,UGT2B17,degrading
20259,HMDB0041796,UGT2B17,degrading
20260,HMDB0006254,UGT2B17,degrading
20261,HMDB0000935,UGT2B17,degrading
20262,HMDB0000031,UGT2B17,degrading
20263,HMDB0003141,UGT2B17,producing
20264,HMDB0060498,UGT2B17,producing
20265,HMDB0000127,UGT2B17,producing
20266,HMDB0002111,UGT2B17,degrading
20267,HMDB0041937,UGT2B17,producing
20268,HMDB0041936,UGT2B17,producing
20269,HMDB0014440,UGT2B17,degrading
20270,HMDB0060464,UGT2B17,producing
20271,HMDB0004995,UGT2B17,degrading
20272,HMDB0060511,UGT2B17,producing
20273,HMDB0060510,UGT2B17,degrading
20274,HMDB0006766,UGT2B17,producing
20275,HMDB0000153,UGT2B17,degrading
20276,HMDB0006765,UGT2B17,producing
20277,HMDB0000405,UGT2B17,degrading
20278,HMDB0004482,UGT2B17,producing
20279,HMDB0000010,UGT2B17,degrading
20280,HMDB0004484,UGT2B17,producing
20281,HMDB0000490,UGT2B17,degrading
20282,HMDB0001852,UGT2B17,degrading
20283,HMDB0003325,UGT2B17,producing
20284,HMDB0004483,UGT2B17,producing
20285,HMDB0000145,UGT2B17,degrading
20286,HMDB0002829,UGT2B17,producing
20287,HMDB0060383,UGT2B17,producing
20288,HMDB0042049,UGT2B17,producing
20289,HMDB0000234,UGT2B17,degrading
20290,HMDB0000295,UGT2B17,producing
20291,HMDB0059597,UGT2B17,producing
20292,HMDB0000151,UGT2B17,degrading
20293,HMDB0000054,UGT2B17,degrading
20294,HMDB0003193,UGT2B17,producing
20295,HMDB0006224,UGT2B17,producing
20296,HMDB0001245,DCTPP1,degrading
20297,HMDB0002111,DCTPP1,degrading
20298,HMDB0000250,DCTPP1,producing
20299,HMDB0000998,DCTPP1,degrading
20300,HMDB0001202,DCTPP1,producing
20301,HMDB0001429,DCTPP1,producing
20302,HMDB0059597,DCTPP1,producing
20303,HMDB0001185,KMT2D,producing
20304,HMDB0000939,KMT2D,producing
20305,HMDB0006221,RDH5,degrading
20306,HMDB0006216,RDH5,degrading
20307,HMDB0006217,RDH5,degrading
20308,HMDB0000305,RDH5,degrading
20309,HMDB0000902,RDH5,degrading
20310,HMDB0006220,RDH5,producing
20311,HMDB0002152,RDH5,producing
20312,HMDB0001358,RDH5,producing
20313,HMDB0001487,RDH5,producing
20314,HMDB0059597,RDH5,producing
20315,HMDB0000221,RDH5,degrading
20316,HMDB0000217,RDH5,producing
20317,HMDB0006243,CPT1B,degrading
20318,HMDB0062220,CPT1B,degrading
20319,HMDB0062217,CPT1B,degrading
20320,HMDB0006870,CPT1B,degrading
20321,HMDB0001022,CPT1B,degrading
20322,HMDB0001175,CPT1B,degrading
20323,HMDB0003950,CPT1B,degrading
20324,HMDB0001070,CPT1B,degrading
20325,HMDB0004047,CPT1B,degrading
20326,HMDB0002845,CPT1B,degrading
20327,HMDB0002054,CPT1B,degrading
20328,HMDB0001113,CPT1B,degrading
20329,HMDB0001166,CPT1B,degrading
20330,HMDB0001088,CPT1B,degrading
20331,HMDB0003932,CPT1B,degrading
20332,HMDB0003934,CPT1B,degrading
20333,HMDB0003936,CPT1B,degrading
20334,HMDB0304089,CPT1B,degrading
20335,HMDB0303998,CPT1B,degrading
20336,HMDB0001168,CPT1B,degrading
20337,HMDB0006404,CPT1B,degrading
20338,HMDB0060311,CPT1B,degrading
20339,HMDB0006516,CPT1B,degrading
20340,HMDB0006519,CPT1B,degrading
20341,HMDB0062221,CPT1B,degrading
20342,HMDB0006368,CPT1B,degrading
20343,HMDB0001064,CPT1B,degrading
20344,HMDB0060239,CPT1B,degrading
20345,HMDB0006497,CPT1B,degrading
20346,HMDB0006459,CPT1B,degrading
20347,HMDB0006529,CPT1B,degrading
20348,HMDB0003947,CPT1B,degrading
20349,HMDB0006513,CPT1B,degrading
20350,HMDB0006267,CPT1B,degrading
20351,HMDB0006523,CPT1B,degrading
20352,HMDB0001322,CPT1B,degrading
20353,HMDB0001114,CPT1B,degrading
20354,HMDB0006532,CPT1B,degrading
20355,HMDB0001338,CPT1B,degrading
20356,HMDB0004258,CPT1B,degrading
20357,HMDB0001275,CPT1B,degrading
20358,HMDB0001339,CPT1B,degrading
20359,HMDB0006290,CPT1B,producing
20360,HMDB0006521,CPT1B,producing
20361,HMDB0001521,CPT1B,producing
20362,HMDB0013109,CPT1B,producing
20363,HMDB0003571,CPT1B,producing
20364,HMDB0000062,CPT1B,producing
20365,HMDB0006351,CPT1B,producing
20366,HMDB0013130,CPT1B,producing
20367,HMDB0002095,CPT1B,producing
20368,HMDB0000791,CPT1B,producing
20369,HMDB0002366,CPT1B,producing
20370,HMDB0000688,CPT1B,producing
20371,HMDB0002013,CPT1B,producing
20372,HMDB0000824,CPT1B,producing
20373,HMDB0013336,CPT1B,producing
20374,HMDB0000712,CPT1B,producing
20375,HMDB0002014,CPT1B,producing
20376,HMDB0005066,CPT1B,producing
20377,HMDB0002250,CPT1B,producing
20378,HMDB0013325,CPT1B,producing
20379,HMDB0013205,CPT1B,producing
20380,HMDB0000651,CPT1B,producing
20381,HMDB0006463,CPT1B,producing
20382,HMDB0006318,CPT1B,producing
20383,HMDB0006319,CPT1B,producing
20384,HMDB0006469,CPT1B,producing
20385,HMDB0006210,CPT1B,producing
20386,HMDB0006347,CPT1B,producing
20387,HMDB0006464,CPT1B,producing
20388,HMDB0005065,CPT1B,producing
20389,HMDB0000848,CPT1B,producing
20390,HMDB0006317,CPT1B,producing
20391,HMDB0000222,CPT1B,producing
20392,HMDB0006460,CPT1B,producing
20393,HMDB0006321,CPT1B,producing
20394,HMDB0001423,CPT1B,producing
20395,HMDB0059597,CPT1B,producing
20396,HMDB0003945,CPT1B,degrading
20397,HMDB0000201,CPT1B,degrading
20398,HMDB0001206,CPT1B,producing
20399,HMDB0000148,SLC1A4,producing
20400,HMDB0000162,SLC1A4,producing
20401,HMDB0000191,SLC1A4,producing
20402,HMDB0000725,SLC1A4,producing
20403,HMDB0000167,SLC1A4,producing
20404,HMDB0000187,SLC1A4,producing
20405,HMDB0000574,SLC1A4,producing
20406,HMDB0000161,SLC1A4,producing
20407,HMDB0000588,SLC1A4,producing
20408,HMDB0000641,SLC1A4,producing
20409,HMDB0000168,SLC1A4,producing
20410,HMDB0000277,PLPP2,degrading
20411,HMDB0007862,PLPP2,degrading
20412,HMDB0001383,PLPP2,degrading
20413,HMDB0002111,PLPP2,degrading
20414,HMDB0000252,PLPP2,producing
20415,HMDB0000269,PLPP2,producing
20416,HMDB0001429,PLPP2,producing
20417,HMDB0001248,PLPP2,producing
20418,HMDB0004666,PLPP2,producing
20419,HMDB0001134,CHST15,degrading
20420,HMDB0000061,CHST15,producing
20421,HMDB0006873,ALDOB,degrading
20422,HMDB0060274,ALDOB,degrading
20423,HMDB0060467,ALDOB,degrading
20424,HMDB0006328,ALDOB,degrading
20425,HMDB0006534,ALDOB,degrading
20426,HMDB0001112,ALDOB,producing
20427,HMDB0001321,ALDOB,producing
20428,HMDB0001051,ALDOB,producing
20429,HMDB0003344,ALDOB,producing
20430,HMDB0001473,ALDOB,producing
20431,HMDB0001076,ALDOB,degrading
20432,HMDB0001058,ALDOB,degrading
20433,HMDB0000538,PRKCB,degrading
20434,HMDB0001341,PRKCB,producing
20435,HMDB0000586,ABCC9,producing
20436,HMDB0000935,HAS1,degrading
20437,HMDB0000290,HAS1,degrading
20438,HMDB0060071,HAS1,producing
20439,HMDB0002061,HAS1,producing
20440,HMDB0000295,HAS1,degrading
20441,HMDB0059597,PNPLA8,degrading
20442,HMDB0002111,PNPLA8,degrading
20443,HMDB0000114,PNPLA8,producing
20444,HMDB0000086,PNPLA8,producing
20445,HMDB0004086,AFMID,degrading
20446,HMDB0004089,AFMID,degrading
20447,HMDB0060485,AFMID,degrading
20448,HMDB0002111,AFMID,degrading
20449,HMDB0012819,AFMID,producing
20450,HMDB0001123,AFMID,producing
20451,HMDB0000684,AFMID,producing
20452,HMDB0000142,AFMID,producing
20453,HMDB0059597,AFMID,producing
20454,HMDB0001401,SLC37A4,producing
20455,HMDB0001429,SLC37A4,producing
20456,HMDB0059597,UCP1,producing
20457,HMDB0000221,TXNRD3,degrading
20458,HMDB0059597,TXNRD3,degrading
20459,HMDB0011110,TXNRD3,producing
20460,HMDB0060488,TXNRD3,producing
20461,HMDB0060489,TXNRD3,degrading
20462,HMDB0011119,TXNRD3,producing
20463,HMDB0002111,TXNRD3,degrading
20464,HMDB0000192,TXNRD3,degrading
20465,HMDB0000217,TXNRD3,producing
20466,HMDB0000177,HARS2,degrading
20467,HMDB0000538,HARS2,degrading
20468,HMDB0000250,HARS2,producing
20469,HMDB0000045,HARS2,producing
20470,HMDB0001423,HHAT,degrading
20471,HMDB0002200,HHAT,producing
20472,HMDB0001206,HHAT,producing
20473,HMDB0001546,RRM2B,degrading
20474,HMDB0000295,RRM2B,degrading
20475,HMDB0000998,RRM2B,degrading
20476,HMDB0001440,RRM2B,degrading
20477,HMDB0001532,RRM2B,degrading
20478,HMDB0000285,RRM2B,producing
20479,HMDB0000082,RRM2B,producing
20480,HMDB0001191,RRM2B,producing
20481,HMDB0001201,RRM2B,producing
20482,HMDB0001273,RRM2B,producing
20483,HMDB0060520,RRM2B,degrading
20484,HMDB0060521,RRM2B,degrading
20485,HMDB0001341,RRM2B,producing
20486,HMDB0000538,RRM2B,producing
20487,HMDB0001000,RRM2B,producing
20488,HMDB0001245,RRM2B,producing
20489,HMDB0000960,RRM2B,producing
20490,HMDB0001508,RRM2B,producing
20491,HMDB0002111,RRM2B,producing
20492,HMDB0001429,DDX11L8,producing
20493,HMDB0001341,DDX11L8,producing
20494,HMDB0002111,DDX11L8,degrading
20495,HMDB0000538,DDX11L8,degrading
20496,HMDB0004704,UGT2B28,degrading
20497,HMDB0004705,UGT2B28,degrading
20498,HMDB0001518,UGT2B28,degrading
20499,HMDB0002369,UGT2B28,degrading
20500,HMDB0000265,UGT2B28,degrading
20501,HMDB0000248,UGT2B28,degrading
20502,HMDB0006219,UGT2B28,degrading
20503,HMDB0000234,UGT2B28,degrading
20504,HMDB0041809,UGT2B28,degrading
20505,HMDB0041796,UGT2B28,degrading
20506,HMDB0006254,UGT2B28,degrading
20507,HMDB0000153,UGT2B28,degrading
20508,HMDB0000031,UGT2B28,degrading
20509,HMDB0000935,UGT2B28,degrading
20510,HMDB0002961,UGT2B28,degrading
20511,HMDB0003141,UGT2B28,producing
20512,HMDB0003193,UGT2B28,producing
20513,HMDB0006766,UGT2B28,producing
20514,HMDB0060498,UGT2B28,producing
20515,HMDB0000127,UGT2B28,producing
20516,HMDB0002111,UGT2B28,degrading
20517,HMDB0041937,UGT2B28,producing
20518,HMDB0041936,UGT2B28,producing
20519,HMDB0014440,UGT2B28,degrading
20520,HMDB0060464,UGT2B28,producing
20521,HMDB0004995,UGT2B28,degrading
20522,HMDB0060511,UGT2B28,producing
20523,HMDB0060510,UGT2B28,degrading
20524,HMDB0006765,UGT2B28,producing
20525,HMDB0000405,UGT2B28,degrading
20526,HMDB0004482,UGT2B28,producing
20527,HMDB0000010,UGT2B28,degrading
20528,HMDB0004484,UGT2B28,producing
20529,HMDB0000490,UGT2B28,degrading
20530,HMDB0001852,UGT2B28,degrading
20531,HMDB0003325,UGT2B28,producing
20532,HMDB0004483,UGT2B28,producing
20533,HMDB0000145,UGT2B28,degrading
20534,HMDB0002829,UGT2B28,producing
20535,HMDB0060383,UGT2B28,producing
20536,HMDB0006203,UGT2B28,producing
20537,HMDB0042049,UGT2B28,producing
20538,HMDB0000295,UGT2B28,producing
20539,HMDB0059597,UGT2B28,producing
20540,HMDB0000151,UGT2B28,degrading
20541,HMDB0000054,UGT2B28,degrading
20542,HMDB0006224,UGT2B28,producing
20543,HMDB0002111,SPCS3,degrading
20544,HMDB0001325,SPCS3,producing
20545,HMDB0059597,SPCS3,producing
20546,HMDB0060245,GGT2P,degrading
20547,HMDB0059597,GGT2P,degrading
20548,HMDB0001198,GGT2P,degrading
20549,HMDB0000125,GGT2P,degrading
20550,HMDB0001967,GGT2P,producing
20551,HMDB0060477,GGT2P,producing
20552,HMDB0060478,GGT2P,producing
20553,HMDB0002111,GGT2P,producing
20554,HMDB0003080,GGT2P,producing
20555,HMDB0000078,GGT2P,producing
20556,HMDB0000148,GGT2P,producing
20557,HMDB0000161,GGT2P,degrading
20558,HMDB0006248,GGT2P,producing
20559,HMDB0000208,CERCAM,degrading
20560,HMDB0059597,CERCAM,degrading
20561,HMDB0001377,CERCAM,degrading
20562,HMDB0000254,CERCAM,producing
20563,HMDB0001967,CERCAM,producing
20564,HMDB0002111,CERCAM,producing
20565,HMDB0006870,DBI,producing
20566,HMDB0001339,DBI,producing
20567,HMDB0002845,DBI,producing
20568,HMDB0001113,DBI,producing
20569,HMDB0003932,DBI,producing
20570,HMDB0003934,DBI,producing
20571,HMDB0003936,DBI,producing
20572,HMDB0303998,DBI,producing
20573,HMDB0001166,DBI,producing
20574,HMDB0002054,DBI,producing
20575,HMDB0001374,DBI,producing
20576,HMDB0001022,DBI,producing
20577,HMDB0059597,DBI,producing
20578,HMDB0000538,PRKCI,degrading
20579,HMDB0001341,PRKCI,producing
20580,HMDB0001270,RWDD2A,degrading
20581,HMDB0002111,RWDD2A,degrading
20582,HMDB0000217,RWDD2A,degrading
20583,HMDB0000156,RWDD2A,degrading
20584,HMDB0060180,RWDD2A,producing
20585,HMDB0001429,RWDD2A,producing
20586,HMDB0059597,RWDD2A,producing
20587,HMDB0000243,RWDD2A,producing
20588,HMDB0000221,RWDD2A,producing
20589,HMDB0001967,RWDD2A,producing
20590,HMDB0001548,PRPS1,degrading
20591,HMDB0000538,PRPS1,degrading
20592,HMDB0000280,PRPS1,producing
20593,HMDB0000045,PRPS1,producing
20594,HMDB0059597,PRPS1,producing
20595,HMDB0003224,RBKS,degrading
20596,HMDB0000283,RBKS,degrading
20597,HMDB0000621,RBKS,degrading
20598,HMDB0000538,RBKS,degrading
20599,HMDB0059654,RBKS,degrading
20600,HMDB0001031,RBKS,producing
20601,HMDB0001548,RBKS,producing
20602,HMDB0000618,RBKS,producing
20603,HMDB0001341,RBKS,producing
20604,HMDB0059597,RBKS,producing
20605,HMDB0060391,MGST1,degrading
20606,HMDB0002656,MGST1,degrading
20607,HMDB0002752,MGST1,degrading
20608,HMDB0002710,MGST1,degrading
20609,HMDB0062619,MGST1,degrading
20610,HMDB0004234,MGST1,degrading
20611,HMDB0060344,MGST1,degrading
20612,HMDB0060452,MGST1,degrading
20613,HMDB0060333,MGST1,degrading
20614,HMDB0029593,MGST1,degrading
20615,HMDB0060301,MGST1,degrading
20616,HMDB0006215,MGST1,degrading
20617,HMDB0060357,MGST1,degrading
20618,HMDB0060332,MGST1,degrading
20619,HMDB0060331,MGST1,degrading
20620,HMDB0060446,MGST1,degrading
20621,HMDB0060448,MGST1,degrading
20622,HMDB0006558,MGST1,degrading
20623,HMDB0060438,MGST1,degrading
20624,HMDB0060507,MGST1,producing
20625,HMDB0060506,MGST1,producing
20626,HMDB0060329,MGST1,producing
20627,HMDB0060330,MGST1,producing
20628,HMDB0060326,MGST1,producing
20629,HMDB0060327,MGST1,producing
20630,HMDB0060358,MGST1,producing
20631,HMDB0060381,MGST1,producing
20632,HMDB0060505,MGST1,producing
20633,HMDB0060343,MGST1,producing
20634,HMDB0060342,MGST1,producing
20635,HMDB0029225,MGST1,producing
20636,HMDB0060504,MGST1,producing
20637,HMDB0060431,MGST1,producing
20638,HMDB0013062,MGST1,producing
20639,HMDB0013058,MGST1,producing
20640,HMDB0013063,MGST1,producing
20641,HMDB0013057,MGST1,producing
20642,HMDB0012624,MGST1,producing
20643,HMDB0012780,MGST1,producing
20644,HMDB0012623,MGST1,producing
20645,HMDB0060387,MGST1,producing
20646,HMDB0060433,MGST1,degrading
20647,HMDB0002500,MGST1,producing
20648,HMDB0060479,MGST1,producing
20649,HMDB0060334,MGST1,degrading
20650,HMDB0002306,MGST1,producing
20651,HMDB0060299,MGST1,producing
20652,HMDB0060302,MGST1,producing
20653,HMDB0060300,MGST1,producing
20654,HMDB0060091,MGST1,producing
20655,HMDB0000125,MGST1,producing
20656,HMDB0059597,MGST1,producing
20657,HMDB0001430,MGST1,producing
20658,HMDB0001229,MGST1,producing
20659,HMDB0004058,MGST1,producing
20660,HMDB0060423,MGST1,producing
20661,HMDB0002111,MGST1,producing
20662,HMDB0000538,CSNK1G1,degrading
20663,HMDB0001341,CSNK1G1,producing
20664,HMDB0002111,TREX1,degrading
20665,HMDB0000125,P4HB,degrading
20666,HMDB0000162,P4HB,degrading
20667,HMDB0000208,P4HB,degrading
20668,HMDB0001377,P4HB,degrading
20669,HMDB0003337,P4HB,producing
20670,HMDB0000725,P4HB,producing
20671,HMDB0000254,P4HB,producing
20672,HMDB0001967,P4HB,producing
20673,HMDB0000243,PDHX,degrading
20674,HMDB0000225,PDHX,degrading
20675,HMDB0001423,PDHX,degrading
20676,HMDB0000902,PDHX,degrading
20677,HMDB0000208,PDHX,degrading
20678,HMDB0001206,PDHX,producing
20679,HMDB0001022,PDHX,producing
20680,HMDB0001339,PDHX,producing
20681,HMDB0001967,PDHX,producing
20682,HMDB0001487,PDHX,producing
20683,HMDB0000302,B3GNT6,degrading
20684,HMDB0006219,B3GNT6,degrading
20685,HMDB0000290,B3GNT6,degrading
20686,HMDB0000295,B3GNT6,producing
20687,HMDB0059597,B3GNT6,producing
20688,HMDB0004866,B3GNT6,producing
20689,HMDB0000538,NEK9,degrading
20690,HMDB0001341,NEK9,producing
20691,HMDB0000305,RDH10,degrading
20692,HMDB0006807,RDH10,degrading
20693,HMDB0000217,RDH10,degrading
20694,HMDB0001358,RDH10,producing
20695,HMDB0002170,RDH10,producing
20696,HMDB0000221,RDH10,producing
20697,HMDB0059597,RDH10,producing
20698,HMDB0001487,RDH10,degrading
20699,HMDB0000695,RDH10,degrading
20700,HMDB0000902,RDH10,producing
20701,HMDB0002208,RDH10,producing
20702,HMDB0001423,NCOA1,degrading
20703,HMDB0001206,NCOA1,producing
20704,HMDB0000538,CSNK2A2,degrading
20705,HMDB0001341,CSNK2A2,producing
20706,HMDB0000053,AKR1D1,degrading
20707,HMDB0002197,AKR1D1,degrading
20708,HMDB0001993,AKR1D1,degrading
20709,HMDB0000221,AKR1D1,degrading
20710,HMDB0059597,AKR1D1,degrading
20711,HMDB0000899,AKR1D1,producing
20712,HMDB0006892,AKR1D1,producing
20713,HMDB0000217,AKR1D1,producing
20714,HMDB0006887,AKR1D1,degrading
20715,HMDB0000037,AKR1D1,producing
20716,HMDB0006754,AKR1D1,degrading
20717,HMDB0000063,AKR1D1,producing
20718,HMDB0003259,AKR1D1,degrading
20719,HMDB0000234,AKR1D1,producing
20720,HMDB0006770,AKR1D1,degrading
20721,HMDB0001830,AKR1D1,degrading
20722,HMDB0003759,AKR1D1,degrading
20723,HMDB0003769,AKR1D1,degrading
20724,HMDB0002802,AKR1D1,producing
20725,HMDB0006758,AKR1D1,degrading
20726,HMDB0000921,AKR1D1,producing
20727,HMDB0059604,AKR1D1,degrading
20728,HMDB0059597,GAL3ST2,degrading
20729,HMDB0004081,GAL3ST2,producing
20730,HMDB0000240,GAL3ST2,producing
20731,HMDB0001134,GAL3ST2,degrading
20732,HMDB0000061,GAL3ST2,producing
20733,HMDB0000538,STK35,degrading
20734,HMDB0001341,STK35,producing
20735,HMDB0002111,USP19,degrading
20736,HMDB0000538,FKBP9P1,degrading
20737,HMDB0001341,FKBP9P1,producing
20738,HMDB0001039,SLC26A6,producing
20739,HMDB0002329,SLC26A6,producing
20740,HMDB0000142,SLC26A6,producing
20741,HMDB0000492,SLC26A6,producing
20742,HMDB0002111,SLC26A6,producing
20743,HMDB0000595,SLC26A6,producing
20744,HMDB0000492,SLC5A7,producing
20745,HMDB0000097,SLC5A7,producing
20746,HMDB0000588,SLC5A7,producing
20747,HMDB0000286,ALG5,degrading
20748,HMDB0000295,ALG5,producing
20749,HMDB0001054,ALG5,producing
20750,HMDB0005176,ALG5,degrading
20751,HMDB0000935,ALG5,degrading
20752,HMDB0002111,ALG5,degrading
20753,HMDB0003976,ALG5,producing
20754,HMDB0001429,NAV2,producing
20755,HMDB0001341,NAV2,producing
20756,HMDB0002111,NAV2,degrading
20757,HMDB0000538,NAV2,degrading
20758,HMDB0001377,COX6C,degrading
20759,HMDB0000538,CDK11A,degrading
20760,HMDB0001341,CDK11A,producing
20761,HMDB0000159,PXDNL,degrading
20762,HMDB0001377,PXDNL,degrading
20763,HMDB0003125,PXDNL,degrading
20764,HMDB0010715,PXDNL,producing
20765,HMDB0001967,PXDNL,producing
20766,HMDB0002111,PXDNL,producing
20767,HMDB0059616,PDSS1,producing
20768,HMDB0000250,PDSS1,producing
20769,HMDB0001347,PDSS1,degrading
20770,HMDB0000961,PDSS1,degrading
20771,HMDB0060176,MDH2,degrading
20772,HMDB0000156,MDH2,degrading
20773,HMDB0000902,MDH2,degrading
20774,HMDB0004045,MDH2,producing
20775,HMDB0000223,MDH2,producing
20776,HMDB0001487,MDH2,producing
20777,HMDB0059597,MDH2,producing
20778,HMDB0000538,CDK9,degrading
20779,HMDB0001341,CDK9,producing
20780,HMDB0000272,PSPHP1,degrading
20781,HMDB0002111,PSPHP1,degrading
20782,HMDB0000187,PSPHP1,producing
20783,HMDB0001429,PSPHP1,producing
20784,HMDB0002111,PLCL1,degrading
20785,HMDB0000213,PLCL1,producing
20786,HMDB0000968,PLCL1,producing
20787,HMDB0001498,PLCL1,producing
20788,HMDB0059597,PLCL1,producing
20789,HMDB0002111,RAD1,degrading
20790,HMDB0011649,ANXA3,degrading
20791,HMDB0002111,ANXA3,degrading
20792,HMDB0000213,ANXA3,producing
20793,HMDB0000131,ANXA3,producing
20794,HMDB0059597,ANXA3,producing
20795,HMDB0000285,NUP37,producing
20796,HMDB0006028,ACY3,degrading
20797,HMDB0000812,ACY3,degrading
20798,HMDB0002111,ACY3,degrading
20799,HMDB0000168,ACY3,producing
20800,HMDB0000042,ACY3,producing
20801,HMDB0000191,ACY3,producing
20802,HMDB0000123,ACY3,producing
20803,HMDB0000148,ACY3,producing
20804,HMDB0000142,ACY3,producing
20805,HMDB0060495,ACY3,degrading
20806,HMDB0000051,ACY3,producing
20807,HMDB0000211,SLC2A13,producing
20808,HMDB0059597,SLC2A13,producing
20809,HMDB0012134,ADI1,degrading
20810,HMDB0001377,ADI1,degrading
20811,HMDB0001553,ADI1,producing
20812,HMDB0001527,ADI1,producing
20813,HMDB0001361,ADI1,producing
20814,HMDB0000142,ADI1,producing
20815,HMDB0059597,SLC9A3,producing
20816,HMDB0000588,SLC9A3,producing
20817,HMDB0000051,SLC9A3,producing
20818,HMDB0001429,SLC17A3,producing
20819,HMDB0000538,DCLK1,degrading
20820,HMDB0001341,DCLK1,producing
20821,HMDB0002127,LDHC,degrading
20822,HMDB0000008,LDHC,degrading
20823,HMDB0000190,LDHC,degrading
20824,HMDB0000019,LDHC,degrading
20825,HMDB0000491,LDHC,degrading
20826,HMDB0000119,LDHC,degrading
20827,HMDB0002111,LDHC,degrading
20828,HMDB0000902,LDHC,producing
20829,HMDB0002329,LDHC,producing
20830,HMDB0000243,LDHC,producing
20831,HMDB0001368,LDHC,producing
20832,HMDB0000005,LDHC,producing
20833,HMDB0001487,LDHC,producing
20834,HMDB0059597,LDHC,producing
20835,HMDB0000538,PI4KA,degrading
20836,HMDB0001341,PI4KA,producing
20837,HMDB0059597,PI4KA,producing
20838,HMDB0000939,ALKBH8,degrading
20839,HMDB0001185,ALKBH8,degrading
20840,HMDB0002111,PPM1D,degrading
20841,HMDB0001429,PPM1D,producing
20842,HMDB0000902,MSMO1,degrading
20843,HMDB0006838,MSMO1,degrading
20844,HMDB0006840,MSMO1,degrading
20845,HMDB0001217,MSMO1,degrading
20846,HMDB0001286,MSMO1,degrading
20847,HMDB0000221,MSMO1,degrading
20848,HMDB0001377,MSMO1,degrading
20849,HMDB0304222,MSMO1,producing
20850,HMDB0001487,MSMO1,producing
20851,HMDB0001967,MSMO1,producing
20852,HMDB0059597,MSMO1,producing
20853,HMDB0011662,MSMO1,degrading
20854,HMDB0059643,MSMO1,degrading
20855,HMDB0059642,MSMO1,degrading
20856,HMDB0059641,MSMO1,degrading
20857,HMDB0001181,MSMO1,producing
20858,HMDB0000217,MSMO1,producing
20859,HMDB0002111,MSMO1,producing
20860,HMDB0001176,ST6GALNAC6,degrading
20861,HMDB0006219,ST6GALNAC6,producing
