,HMDB,GENE,direction
2219,HMDB0001273,DNM1L,degrading
2220,HMDB0001201,DNM1L,producing
2221,HMDB0003943,ACAT2,producing
2222,HMDB0001088,ACAT2,degrading
2223,HMDB0001206,ACAT2,degrading
2224,HMDB0001484,ACAT2,producing
2225,HMDB0001423,ACAT2,producing
2226,HMDB0059597,CHST10,degrading
2227,HMDB0004081,CHST10,producing
2228,HMDB0000240,CHST10,producing
2229,HMDB0001134,CHST10,degrading
2230,HMDB0000061,CHST10,producing
2231,HMDB0000125,PDIA2,degrading
2232,HMDB0003337,PDIA2,producing
2233,HMDB0002111,PHPT1,degrading
2234,HMDB0001121,PHPT1,producing
2235,HMDB0001129,PHPT1,degrading
2236,HMDB0000660,PHPT1,producing
2237,HMDB0006800,PHPT1,degrading
2238,HMDB0000902,PHPT1,producing
2239,HMDB0000217,PHPT1,degrading
2240,HMDB0001429,PHPT1,producing
2241,HMDB0001248,PHPT1,producing
2242,HMDB0002092,ACOD1,producing
2243,HMDB0001967,ACOD1,producing
2244,HMDB0000538,ATP6V0A1,degrading
2245,HMDB0002111,ATP6V0A1,degrading
2246,HMDB0059597,ATP6V0A1,producing
2247,HMDB0001429,ATP6V0A1,producing
2248,HMDB0001341,ATP6V0A1,producing
2249,HMDB0002111,CHI3L1,degrading
2250,HMDB0000803,CHI3L1,producing
2251,HMDB0000215,CHI3L1,producing
2252,HMDB0000305,HSD17B6,degrading
2253,HMDB0000902,HSD17B6,degrading
2254,HMDB0000145,HSD17B6,degrading
2255,HMDB0000221,HSD17B6,degrading
2256,HMDB0000151,HSD17B6,producing
2257,HMDB0000217,HSD17B6,producing
2258,HMDB0001358,HSD17B6,producing
2259,HMDB0001487,HSD17B6,producing
2260,HMDB0059597,HSD17B6,producing
2261,HMDB0006773,HSD17B6,producing
2262,HMDB0060339,HSD17B6,degrading
2263,HMDB0000313,HSD17B6,producing
2264,HMDB0000153,HSD17B6,degrading
2265,HMDB0000053,HSD17B6,degrading
2266,HMDB0002152,HSD17B6,degrading
2267,HMDB0000234,HSD17B6,producing
2268,HMDB0000538,TTK,degrading
2269,HMDB0001341,TTK,producing
2270,HMDB0000538,CBLC,degrading
2271,HMDB0000250,CBLC,producing
2272,HMDB0000045,CBLC,producing
2273,HMDB0000538,CDK16,degrading
2274,HMDB0001341,CDK16,producing
2275,HMDB0000538,SH3RF2,degrading
2276,HMDB0000250,SH3RF2,producing
2277,HMDB0000045,SH3RF2,producing
2278,HMDB0001185,PEMT,degrading
2279,HMDB0060501,PEMT,degrading
2280,HMDB0032231,PEMT,producing
2281,HMDB0000939,PEMT,producing
2282,HMDB0059597,PEMT,producing
2283,HMDB0001846,MTHFD1,degrading
2284,HMDB0000142,MTHFD1,degrading
2285,HMDB0000538,MTHFD1,degrading
2286,HMDB0001533,MTHFD1,degrading
2287,HMDB0000217,MTHFD1,degrading
2288,HMDB0002111,MTHFD1,degrading
2289,HMDB0001354,MTHFD1,producing
2290,HMDB0000221,MTHFD1,producing
2291,HMDB0001487,MTHFD1,degrading
2292,HMDB0000902,MTHFD1,producing
2293,HMDB0001429,MTHFD1,producing
2294,HMDB0001341,MTHFD1,producing
2295,HMDB0059597,MTHFD1,producing
2296,HMDB0000972,MTHFD1,producing
2297,HMDB0001314,PDE9A,degrading
2298,HMDB0002111,PDE9A,degrading
2299,HMDB0001397,PDE9A,producing
2300,HMDB0059597,PDE9A,producing
2301,HMDB0000058,PDE9A,degrading
2302,HMDB0000045,PDE9A,producing
2303,HMDB0000538,RNF126,degrading
2304,HMDB0000250,RNF126,producing
2305,HMDB0000045,RNF126,producing
2306,HMDB0004243,GPX2,degrading
2307,HMDB0001193,GPX2,degrading
2308,HMDB0003871,GPX2,degrading
2309,HMDB0000221,GPX2,degrading
2310,HMDB0003125,GPX2,degrading
2311,HMDB0062619,GPX2,producing
2312,HMDB0004244,GPX2,producing
2313,HMDB0003876,GPX2,producing
2314,HMDB0000125,GPX2,degrading
2315,HMDB0004667,GPX2,producing
2316,HMDB0000217,GPX2,producing
2317,HMDB0011134,GPX2,producing
2318,HMDB0003337,GPX2,producing
2319,HMDB0002111,GPX2,producing
2320,HMDB0000492,SLC12A5,producing
2321,HMDB0000586,SLC12A5,producing
2322,HMDB0000538,BUB1B,degrading
2323,HMDB0001341,BUB1B,producing
2324,HMDB0060391,GSTM3,degrading
2325,HMDB0060344,GSTM3,degrading
2326,HMDB0060452,GSTM3,degrading
2327,HMDB0060333,GSTM3,degrading
2328,HMDB0029593,GSTM3,degrading
2329,HMDB0060301,GSTM3,degrading
2330,HMDB0006215,GSTM3,degrading
2331,HMDB0060357,GSTM3,degrading
2332,HMDB0060332,GSTM3,degrading
2333,HMDB0060331,GSTM3,degrading
2334,HMDB0060446,GSTM3,degrading
2335,HMDB0060448,GSTM3,degrading
2336,HMDB0006558,GSTM3,degrading
2337,HMDB0060438,GSTM3,degrading
2338,HMDB0060507,GSTM3,producing
2339,HMDB0060506,GSTM3,producing
2340,HMDB0060329,GSTM3,producing
2341,HMDB0060330,GSTM3,producing
2342,HMDB0060326,GSTM3,producing
2343,HMDB0060327,GSTM3,producing
2344,HMDB0060358,GSTM3,producing
2345,HMDB0060381,GSTM3,producing
2346,HMDB0060505,GSTM3,producing
2347,HMDB0060343,GSTM3,producing
2348,HMDB0060342,GSTM3,producing
2349,HMDB0029225,GSTM3,producing
2350,HMDB0060504,GSTM3,producing
2351,HMDB0060431,GSTM3,producing
2352,HMDB0060387,GSTM3,producing
2353,HMDB0060433,GSTM3,degrading
2354,HMDB0002500,GSTM3,producing
2355,HMDB0060479,GSTM3,producing
2356,HMDB0060334,GSTM3,degrading
2357,HMDB0002306,GSTM3,producing
2358,HMDB0060299,GSTM3,producing
2359,HMDB0060302,GSTM3,producing
2360,HMDB0060300,GSTM3,producing
2361,HMDB0060091,GSTM3,producing
2362,HMDB0000125,GSTM3,producing
2363,HMDB0059597,GSTM3,producing
2364,HMDB0002656,GSTM3,degrading
2365,HMDB0002752,GSTM3,degrading
2366,HMDB0002710,GSTM3,degrading
2367,HMDB0001430,GSTM3,producing
2368,HMDB0001229,GSTM3,producing
2369,HMDB0004058,GSTM3,producing
2370,HMDB0060423,GSTM3,producing
2371,HMDB0002111,GSTM3,producing
2372,HMDB0000538,TRIP12,degrading
2373,HMDB0000250,TRIP12,producing
2374,HMDB0000045,TRIP12,producing
2375,HMDB0000947,ACSM4,degrading
2376,HMDB0000511,ACSM4,degrading
2377,HMDB0000847,ACSM4,degrading
2378,HMDB0000666,ACSM4,degrading
2379,HMDB0000892,ACSM4,degrading
2380,HMDB0000039,ACSM4,degrading
2381,HMDB0001423,ACSM4,degrading
2382,HMDB0000538,ACSM4,degrading
2383,HMDB0013114,ACSM4,producing
2384,HMDB0006404,ACSM4,producing
2385,HMDB0013028,ACSM4,producing
2386,HMDB0012969,ACSM4,producing
2387,HMDB0002845,ACSM4,producing
2388,HMDB0013037,ACSM4,producing
2389,HMDB0001088,ACSM4,producing
2390,HMDB0000250,ACSM4,producing
2391,HMDB0000045,ACSM4,producing
2392,HMDB0001070,ACSM4,degrading
2393,HMDB0000482,ACSM4,producing
2394,HMDB0000535,ACSM4,producing
2395,HMDB0001967,KDM2B,producing
2396,HMDB0001426,KDM2B,producing
2397,HMDB0000254,KDM2B,degrading
2398,HMDB0001377,KDM2B,degrading
2399,HMDB0000208,KDM2B,degrading
2400,HMDB0000089,FN3KRP,degrading
2401,HMDB0001273,FN3KRP,degrading
2402,HMDB0000660,FN3KRP,degrading
2403,HMDB0000538,FN3KRP,degrading
2404,HMDB0001341,FN3KRP,producing
2405,HMDB0000095,FN3KRP,producing
2406,HMDB0001201,FN3KRP,producing
2407,HMDB0059597,FN3KRP,producing
2408,HMDB0006330,FN3KRP,degrading
2409,HMDB0000247,FN3KRP,degrading
2410,HMDB0000053,SRD5A2,degrading
2411,HMDB0000234,SRD5A2,degrading
2412,HMDB0000221,SRD5A2,degrading
2413,HMDB0059597,SRD5A2,degrading
2414,HMDB0000899,SRD5A2,producing
2415,HMDB0002961,SRD5A2,producing
2416,HMDB0000217,SRD5A2,producing
2417,HMDB0003759,SRD5A2,degrading
2418,HMDB0001830,SRD5A2,producing
2419,HMDB0000538,BMX,degrading
2420,HMDB0001341,BMX,producing
2421,HMDB0000538,UBE2QL1,degrading
2422,HMDB0000250,UBE2QL1,producing
2423,HMDB0000045,UBE2QL1,producing
2424,HMDB0011110,SEPHS1,degrading
2425,HMDB0000538,SEPHS1,degrading
2426,HMDB0002111,SEPHS1,degrading
2427,HMDB0003840,SEPHS1,producing
2428,HMDB0000045,SEPHS1,producing
2429,HMDB0001429,SEPHS1,producing
2430,HMDB0002111,PPP2CA,degrading
2431,HMDB0001429,PPP2CA,producing
2432,HMDB0000143,FAM227B,degrading
2433,HMDB0000538,FAM227B,degrading
2434,HMDB0001341,FAM227B,producing
2435,HMDB0000045,TNRC6B,degrading
2436,HMDB0000134,TNRC6B,degrading
2437,HMDB0059656,SIRT7,producing
2438,HMDB0001406,SIRT7,degrading
2439,HMDB0000902,SIRT7,degrading
2440,HMDB0000123,SIRT7,producing
2441,HMDB0000148,SIRT7,producing
2442,HMDB0002111,SIRT7,degrading
2443,HMDB0000051,SIRT7,producing
2444,HMDB0000042,SIRT7,producing
2445,HMDB0000902,NADK,degrading
2446,HMDB0000538,NADK,degrading
2447,HMDB0000217,NADK,producing
2448,HMDB0001341,NADK,producing
2449,HMDB0059597,NADK,producing
2450,HMDB0000538,AAK1,degrading
2451,HMDB0001341,AAK1,producing
2452,HMDB0011117,AHCYL2,degrading
2453,HMDB0002111,AHCYL2,degrading
2454,HMDB0004119,AHCYL2,producing
2455,HMDB0000050,AHCYL2,producing
2456,HMDB0000939,AHCYL2,degrading
2457,HMDB0000742,AHCYL2,producing
2458,HMDB0000538,CDK1,degrading
2459,HMDB0001341,CDK1,producing
2460,HMDB0000167,SDS,degrading
2461,HMDB0000187,SDS,degrading
2462,HMDB0000005,SDS,producing
2463,HMDB0000243,SDS,producing
2464,HMDB0000051,SDS,producing
2465,HMDB0003609,SDS,producing
2466,HMDB0002111,SDS,producing
2467,HMDB0000538,UBA1,degrading
2468,HMDB0000250,UBA1,producing
2469,HMDB0000045,UBA1,producing
2470,HMDB0001429,DDX21,producing
2471,HMDB0001341,DDX21,producing
2472,HMDB0002111,DDX21,degrading
2473,HMDB0000538,DDX21,degrading
2474,HMDB0001134,HS3ST3A1,degrading
2475,HMDB0000061,HS3ST3A1,producing
2476,HMDB0059597,HS3ST3A1,producing
2477,HMDB0000285,PFKL,degrading
2478,HMDB0000082,PFKL,degrading
2479,HMDB0006873,PFKL,degrading
2480,HMDB0000189,PFKL,degrading
2481,HMDB0000124,PFKL,degrading
2482,HMDB0000538,PFKL,degrading
2483,HMDB0003971,PFKL,degrading
2484,HMDB0001058,PFKL,producing
2485,HMDB0003335,PFKL,producing
2486,HMDB0006872,PFKL,producing
2487,HMDB0001546,PFKL,producing
2488,HMDB0060274,PFKL,producing
2489,HMDB0001341,PFKL,producing
2490,HMDB0000295,PFKL,producing
2491,HMDB0059597,PFKL,producing
2492,HMDB0002111,USP12,degrading
2493,HMDB0001134,HS3ST4,degrading
2494,HMDB0000061,HS3ST4,producing
2495,HMDB0059597,HS3ST4,producing
2496,HMDB0004704,UGT2B11,degrading
2497,HMDB0004705,UGT2B11,degrading
2498,HMDB0001518,UGT2B11,degrading
2499,HMDB0002369,UGT2B11,degrading
2500,HMDB0000265,UGT2B11,degrading
2501,HMDB0000248,UGT2B11,degrading
2502,HMDB0006219,UGT2B11,degrading
2503,HMDB0041809,UGT2B11,degrading
2504,HMDB0041796,UGT2B11,degrading
2505,HMDB0006254,UGT2B11,degrading
2506,HMDB0000935,UGT2B11,degrading
2507,HMDB0003141,UGT2B11,producing
2508,HMDB0060498,UGT2B11,producing
2509,HMDB0000127,UGT2B11,producing
2510,HMDB0002111,UGT2B11,degrading
2511,HMDB0041937,UGT2B11,producing
2512,HMDB0041936,UGT2B11,producing
2513,HMDB0014440,UGT2B11,degrading
2514,HMDB0060464,UGT2B11,producing
2515,HMDB0004995,UGT2B11,degrading
2516,HMDB0060511,UGT2B11,producing
2517,HMDB0060510,UGT2B11,degrading
2518,HMDB0006766,UGT2B11,producing
2519,HMDB0000153,UGT2B11,degrading
2520,HMDB0006765,UGT2B11,producing
2521,HMDB0000405,UGT2B11,degrading
2522,HMDB0004482,UGT2B11,producing
2523,HMDB0000010,UGT2B11,degrading
2524,HMDB0004484,UGT2B11,producing
2525,HMDB0000490,UGT2B11,degrading
2526,HMDB0001852,UGT2B11,degrading
2527,HMDB0003193,UGT2B11,producing
2528,HMDB0000234,UGT2B11,degrading
2529,HMDB0002829,UGT2B11,producing
2530,HMDB0000031,UGT2B11,degrading
2531,HMDB0003325,UGT2B11,producing
2532,HMDB0004483,UGT2B11,producing
2533,HMDB0000145,UGT2B11,degrading
2534,HMDB0060383,UGT2B11,producing
2535,HMDB0042049,UGT2B11,producing
2536,HMDB0000295,UGT2B11,producing
2537,HMDB0059597,UGT2B11,producing
2538,HMDB0000151,UGT2B11,degrading
2539,HMDB0000054,UGT2B11,degrading
2540,HMDB0006224,UGT2B11,producing
2541,HMDB0000586,KCNJ8,producing
2542,HMDB0000167,SLC7A10,producing
2543,HMDB0000187,SLC7A10,producing
2544,HMDB0003406,SLC7A10,producing
2545,HMDB0001310,SLC7A10,producing
2546,HMDB0000574,SLC7A10,producing
2547,HMDB0000123,SLC7A10,producing
2548,HMDB0000641,SLC7A10,producing
2549,HMDB0000161,SLC7A10,producing
2550,HMDB0000290,GCNT3,degrading
2551,HMDB0006219,GCNT3,producing
2552,HMDB0000295,GCNT3,producing
2553,HMDB0059597,GCNT3,producing
2554,HMDB0002111,DUSP26,degrading
2555,HMDB0001429,DUSP26,producing
2556,HMDB0001429,PGAM4,producing
2557,HMDB0002111,PGAM4,degrading
2558,HMDB0001294,PGAM4,producing
2559,HMDB0001270,PGAM4,degrading
2560,HMDB0000807,PGAM4,producing
2561,HMDB0003391,PGAM4,degrading
2562,HMDB0000980,ALPI,degrading
2563,HMDB0001520,ALPI,degrading
2564,HMDB0001473,ALPI,degrading
2565,HMDB0002111,ALPI,degrading
2566,HMDB0244465,ALPI,producing
2567,HMDB0000244,ALPI,producing
2568,HMDB0002275,ALPI,producing
2569,HMDB0001232,ALPI,producing
2570,HMDB0060272,ALPI,degrading
2571,HMDB0001882,ALPI,producing
2572,HMDB0001429,ALPI,producing
2573,HMDB0001414,SAT1,degrading
2574,HMDB0001276,SAT1,degrading
2575,HMDB0001186,SAT1,degrading
2576,HMDB0001256,SAT1,producing
2577,HMDB0001257,SAT1,producing
2578,HMDB0001206,SAT1,producing
2579,HMDB0002064,SAT1,producing
2580,HMDB0001423,SAT1,producing
2581,HMDB0059597,SAT1,producing
2582,HMDB0001341,SAT1,degrading
2583,HMDB0001316,SAT1,degrading
2584,HMDB0000625,SAT1,producing
2585,HMDB0000538,SAT1,producing
2586,HMDB0000538,SRPK3,degrading
2587,HMDB0002111,SRPK3,degrading
2588,HMDB0001429,SRPK3,producing
2589,HMDB0001341,SRPK3,producing
2590,HMDB0059597,SRPK3,producing
2591,HMDB0006523,SRPK3,producing
2592,HMDB0001064,SRPK3,producing
2593,HMDB0001338,SRPK3,producing
2594,HMDB0001275,SRPK3,producing
2595,HMDB0001374,SRPK3,producing
2596,HMDB0001314,PDE1C,degrading
2597,HMDB0000058,PDE1C,degrading
2598,HMDB0002111,PDE1C,degrading
2599,HMDB0001397,PDE1C,producing
2600,HMDB0000045,PDE1C,producing
2601,HMDB0059597,PDE1C,producing
2602,HMDB0001423,KAT7,degrading
2603,HMDB0001206,KAT7,producing
2604,HMDB0001429,DUSP13,degrading
2605,HMDB0002111,DUSP13,degrading
2606,HMDB0002111,USP48,degrading
2607,HMDB0002012,NDUFB6,degrading
2608,HMDB0001487,NDUFB6,degrading
2609,HMDB0059661,NDUFB6,producing
2610,HMDB0000902,NDUFB6,producing
2611,HMDB0059597,PLA2G15,degrading
2612,HMDB0002111,PLA2G15,degrading
2613,HMDB0000114,PLA2G15,producing
2614,HMDB0000086,PLA2G15,producing
2615,HMDB0001423,PLA2G15,degrading
2616,HMDB0002200,PLA2G15,producing
2617,HMDB0001206,PLA2G15,producing
2618,HMDB0001043,ALOX12B,degrading
2619,HMDB0001377,ALOX12B,degrading
2620,HMDB0000695,ALOX12B,degrading
2621,HMDB0001967,ALOX12B,producing
2622,HMDB0000754,ALOX12B,producing
2623,HMDB0000538,DGKG,degrading
2624,HMDB0001341,DGKG,producing
2625,HMDB0059597,DGKG,producing
2626,HMDB0003178,HMOX1,degrading
2627,HMDB0001197,HMOX1,degrading
2628,HMDB0015531,HMOX1,producing
2629,HMDB0001248,HMOX1,producing
2630,HMDB0000692,HMOX1,producing
2631,HMDB0001361,HMOX1,producing
2632,HMDB0001008,HMOX1,producing
2633,HMDB0002111,HMOX1,producing
2634,HMDB0001377,HMOX1,degrading
2635,HMDB0001341,PKM,degrading
2636,HMDB0001274,PKM,degrading
2637,HMDB0000263,PKM,degrading
2638,HMDB0059597,PKM,degrading
2639,HMDB0001342,PKM,producing
2640,HMDB0000243,PKM,producing
2641,HMDB0000538,PKM,producing
2642,HMDB0000295,PKM,degrading
2643,HMDB0001201,PKM,degrading
2644,HMDB0000960,PKM,degrading
2645,HMDB0001508,PKM,degrading
2646,HMDB0000285,PKM,producing
2647,HMDB0001273,PKM,producing
2648,HMDB0001440,PKM,producing
2649,HMDB0001532,PKM,producing
2650,HMDB0001429,DDX19B,producing
2651,HMDB0001341,DDX19B,producing
2652,HMDB0002111,DDX19B,degrading
2653,HMDB0000538,DDX19B,degrading
2654,HMDB0000250,POLD3,producing
2655,HMDB0000538,MARCHF2,degrading
2656,HMDB0000250,MARCHF2,producing
2657,HMDB0000045,MARCHF2,producing
2658,HMDB0000190,LDHD,degrading
2659,HMDB0000119,LDHD,degrading
2660,HMDB0002111,LDHD,degrading
2661,HMDB0001311,LDHD,degrading
2662,HMDB0000902,LDHD,producing
2663,HMDB0002329,LDHD,producing
2664,HMDB0000243,LDHD,producing
2665,HMDB0001487,LDHD,producing
2666,HMDB0059597,LDHD,producing
2667,HMDB0000538,JAK1,degrading
2668,HMDB0001341,JAK1,producing
2669,HMDB0012556,ACSF3,degrading
2670,HMDB0002111,ACSF3,degrading
2671,HMDB0059597,ACSF3,degrading
2672,HMDB0004264,ACSF3,degrading
2673,HMDB0004673,ACSF3,degrading
2674,HMDB0001423,ACSF3,degrading
2675,HMDB0000902,ACSF3,degrading
2676,HMDB0000538,ACSF3,degrading
2677,HMDB0001377,ACSF3,degrading
2678,HMDB0001518,ACSF3,producing
2679,HMDB0001039,ACSF3,producing
2680,HMDB0001275,ACSF3,producing
2681,HMDB0000250,ACSF3,producing
2682,HMDB0000045,ACSF3,producing
2683,HMDB0001206,ACSF3,producing
2684,HMDB0001487,ACSF3,producing
2685,HMDB0003125,ACSF3,producing
2686,HMDB0000538,TRIM32,degrading
2687,HMDB0000250,TRIM32,producing
2688,HMDB0000045,TRIM32,producing
2689,HMDB0000051,TGM2,producing
2690,HMDB0000058,PDE4D,degrading
2691,HMDB0002111,PDE4D,degrading
2692,HMDB0001397,PDE4D,producing
2693,HMDB0000045,PDE4D,producing
2694,HMDB0059597,PDE4D,producing
2695,HMDB0001314,PDE4D,degrading
2696,HMDB0011669,PIGL,degrading
2697,HMDB0002111,PIGL,degrading
2698,HMDB0000042,PIGL,producing
2699,HMDB0002111,PPP1R3A,degrading
2700,HMDB0001429,PPP1R3A,producing
2701,HMDB0003335,NME2,degrading
2702,HMDB0001245,NME2,degrading
2703,HMDB0001000,NME2,degrading
2704,HMDB0000960,NME2,degrading
2705,HMDB0001274,NME2,degrading
2706,HMDB0001546,NME2,degrading
2707,HMDB0000295,NME2,degrading
2708,HMDB0001201,NME2,degrading
2709,HMDB0003536,NME2,degrading
2710,HMDB0000538,NME2,degrading
2711,HMDB0001508,NME2,producing
2712,HMDB0000189,NME2,producing
2713,HMDB0001532,NME2,producing
2714,HMDB0000998,NME2,producing
2715,HMDB0001191,NME2,producing
2716,HMDB0001440,NME2,producing
2717,HMDB0001342,NME2,producing
2718,HMDB0000082,NME2,producing
2719,HMDB0000285,NME2,producing
2720,HMDB0001273,NME2,producing
2721,HMDB0003537,NME2,producing
2722,HMDB0001341,NME2,producing
2723,HMDB0000295,TXN2,degrading
2724,HMDB0001273,TXN2,degrading
2725,HMDB0000538,TXN2,degrading
2726,HMDB0000285,TXN2,producing
2727,HMDB0001201,TXN2,producing
2728,HMDB0001191,TXN2,producing
2729,HMDB0001440,TXN2,producing
2730,HMDB0000960,TXN2,producing
2731,HMDB0001532,TXN2,producing
2732,HMDB0002111,TXN2,producing
2733,HMDB0001508,TXN2,producing
2734,HMDB0001341,TXN2,producing
2735,HMDB0000250,TENT4A,producing
2736,HMDB0002012,MT-ND6,degrading
2737,HMDB0001487,MT-ND6,degrading
2738,HMDB0006709,MT-ND6,degrading
2739,HMDB0001304,MT-ND6,degrading
2740,HMDB0001072,MT-ND6,degrading
2741,HMDB0059661,MT-ND6,producing
2742,HMDB0000902,MT-ND6,producing
2743,HMDB0000250,POLR3A,producing
2744,HMDB0000285,POLR3A,degrading
2745,HMDB0000082,POLR3A,degrading
2746,HMDB0001273,POLR3A,degrading
2747,HMDB0000538,POLR3A,degrading
2748,HMDB0000250,POLR1A,producing
2749,HMDB0000285,POLR1A,degrading
2750,HMDB0000082,POLR1A,degrading
2751,HMDB0001273,POLR1A,degrading
2752,HMDB0000538,POLR1A,degrading
2753,HMDB0002111,DUSP29,degrading
2754,HMDB0001429,DUSP29,producing
2755,HMDB0011110,TXNRD2,producing
2756,HMDB0060488,TXNRD2,producing
2757,HMDB0060489,TXNRD2,degrading
2758,HMDB0011119,TXNRD2,producing
2759,HMDB0002111,TXNRD2,degrading
2760,HMDB0000192,TXNRD2,producing
2761,HMDB0000217,TXNRD2,producing
2762,HMDB0000221,TXNRD2,producing
2763,HMDB0059597,TXNRD2,producing
2764,HMDB0000538,UBE2J1,degrading
2765,HMDB0000250,UBE2J1,producing
2766,HMDB0000045,UBE2J1,producing
2767,HMDB0000148,EARS2,degrading
2768,HMDB0000538,EARS2,degrading
2769,HMDB0000250,EARS2,producing
2770,HMDB0000045,EARS2,producing
2771,HMDB0000929,APOC1,degrading
2772,HMDB0000168,APOC1,degrading
2773,HMDB0000250,ERVK-19,degrading
2774,HMDB0000538,STK32A,degrading
2775,HMDB0001341,STK32A,producing
2776,HMDB0001338,ZDHHC18,degrading
2777,HMDB0001423,ZDHHC18,degrading
2778,HMDB0002200,ZDHHC18,producing
2779,HMDB0001206,ZDHHC18,producing
2780,HMDB0011158,PLD2,degrading
2781,HMDB0002111,PLD2,degrading
2782,HMDB0011155,PLD2,producing
2783,HMDB0000149,PLD2,producing
2784,HMDB0007862,PLD2,producing
2785,HMDB0000187,PLD2,producing
2786,HMDB0000211,PLD2,producing
2787,HMDB0000097,PLD2,producing
2788,HMDB0059597,PLD2,producing
2789,HMDB0000280,PPAT,degrading
2790,HMDB0000641,PPAT,degrading
2791,HMDB0002111,PPAT,degrading
2792,HMDB0001128,PPAT,producing
2793,HMDB0000250,PPAT,producing
2794,HMDB0000148,PPAT,producing
2795,HMDB0000122,SLC5A12,producing
2796,HMDB0000588,SLC5A12,producing
2797,HMDB0001095,FUT3,producing
2798,HMDB0006219,FUT3,producing
2799,HMDB0001201,FUT3,producing
2800,HMDB0059597,FUT3,producing
2801,HMDB0000692,SLC11A2,producing
2802,HMDB0059597,SLC11A2,producing
2803,HMDB0015532,SLC11A2,producing
2804,HMDB0001250,NAT1,degrading
2805,HMDB0001423,NAT1,degrading
2806,HMDB0003012,NAT1,producing
2807,HMDB0001206,NAT1,producing
2808,HMDB0060496,NAT1,producing
2809,HMDB0060428,NAT1,degrading
2810,HMDB0041821,NAT1,producing
2811,HMDB0015086,NAT1,degrading
2812,HMDB0060384,NAT1,producing
2813,HMDB0060362,NAT1,degrading
2814,HMDB0011105,NAT1,producing
2815,HMDB0001860,NAT1,degrading
2816,HMDB0000290,CHPF,degrading
2817,HMDB0000935,CHPF,degrading
2818,HMDB0000073,CHPF,degrading
2819,HMDB0000304,CHPF,degrading
2820,HMDB0060522,CHPF,degrading
2821,HMDB0000295,CHPF,producing
2822,HMDB0059597,CHPF,producing
2823,HMDB0060494,PGLYRP1,degrading
2824,HMDB0002111,PGLYRP1,degrading
2825,HMDB0060493,PGLYRP1,producing
2826,HMDB0000161,PGLYRP1,producing
2827,HMDB0001248,BLVRB,degrading
2828,HMDB0001487,BLVRB,degrading
2829,HMDB0001008,BLVRB,degrading
2830,HMDB0000221,BLVRB,degrading
2831,HMDB0059597,BLVRB,degrading
2832,HMDB0000902,BLVRB,producing
2833,HMDB0000244,BLVRB,producing
2834,HMDB0001557,BLVRB,degrading
2835,HMDB0001197,BLVRB,producing
2836,HMDB0000054,BLVRB,producing
2837,HMDB0000217,BLVRB,producing
2838,HMDB0000538,STK33,degrading
2839,HMDB0001341,STK33,producing
2840,HMDB0002111,PTPN13,degrading
2841,HMDB0001429,PTPN13,producing
2842,HMDB0001273,GCH1,degrading
2843,HMDB0002111,GCH1,degrading
2844,HMDB0006823,GCH1,producing
2845,HMDB0006822,GCH1,producing
2846,HMDB0000980,GCH1,producing
2847,HMDB0006821,GCH1,producing
2848,HMDB0000142,GCH1,producing
2849,HMDB0059597,GCH1,producing
2850,HMDB0000273,TYMP,degrading
2851,HMDB0001429,TYMP,degrading
2852,HMDB0014467,TYMP,producing
2853,HMDB0060393,TYMP,producing
2854,HMDB0014684,TYMP,producing
2855,HMDB0060406,TYMP,degrading
2856,HMDB0000300,TYMP,producing
2857,HMDB0000012,TYMP,degrading
2858,HMDB0001351,TYMP,producing
2859,HMDB0000262,TYMP,producing
2860,HMDB0002057,TYMP,producing
2861,HMDB0000157,TYMP,degrading
2862,HMDB0000034,TYMP,degrading
2863,HMDB0000132,TYMP,degrading
2864,HMDB0000071,TYMP,producing
2865,HMDB0000085,TYMP,producing
2866,HMDB0000101,TYMP,producing
2867,HMDB0000538,DMPK,degrading
2868,HMDB0001341,DMPK,producing
2869,HMDB0001347,IDI2,degrading
2870,HMDB0001120,IDI2,producing
2871,HMDB0000538,FYN,degrading
2872,HMDB0001341,FYN,producing
2873,HMDB0002111,APOBEC4,degrading
2874,HMDB0000089,APOBEC4,degrading
2875,HMDB0000296,APOBEC4,producing
2876,HMDB0011148,PAFAH1B1,degrading
2877,HMDB0002111,PAFAH1B1,degrading
2878,HMDB0011149,PAFAH1B1,producing
2879,HMDB0000042,PAFAH1B1,producing
2880,HMDB0059597,PAFAH1B1,producing
2881,HMDB0000254,P4HTM,degrading
2882,HMDB0001377,P4HTM,degrading
2883,HMDB0000208,P4HTM,degrading
2884,HMDB0000538,MAP3K13,degrading
2885,HMDB0001341,MAP3K13,producing
2886,HMDB0001429,DHX38,producing
2887,HMDB0001341,DHX38,producing
2888,HMDB0002111,DHX38,degrading
2889,HMDB0000538,DHX38,degrading
2890,HMDB0000538,LCK,degrading
2891,HMDB0001341,LCK,producing
2892,HMDB0015532,SLC39A5,producing
2893,HMDB0000538,PEAK1,degrading
2894,HMDB0001341,PEAK1,producing
2895,HMDB0000213,MTMR1,degrading
2896,HMDB0002111,MTMR1,degrading
2897,HMDB0001121,MTMR1,producing
2898,HMDB0001129,MTMR1,degrading
2899,HMDB0000660,MTMR1,producing
2900,HMDB0006800,MTMR1,degrading
2901,HMDB0000902,MTMR1,producing
2902,HMDB0000217,MTMR1,degrading
2903,HMDB0000211,MTMR1,producing
2904,HMDB0001429,MTMR1,producing
2905,HMDB0001248,MTMR1,producing
