HMDB,GENE,direction
HMDB0059597,H6PD,producing
HMDB0001401,GPI,degrading
HMDB0000124,GPI,producing
HMDB0003498,GPI,producing
HMDB0003971,GPI,producing
HMDB0003498,GPI,degrading
HMDB0000112,ABAT,degrading
HMDB0000208,ABAT,degrading
HMDB0001259,ABAT,producing
HMDB0000148,ABAT,producing
HMDB0002166,ABAT,degrading
HMDB0001172,ABAT,producing
HMDB0000056,ABAT,degrading
HMDB0011111,ABAT,producing
HMDB0002217,ABAT,producing
HMDB0002111,GALC,degrading
HMDB0003449,GALC,degrading
HMDB0000286,GALE,degrading
HMDB0000302,GALE,producing
HMDB0001328,GALE,degrading
HMDB0006876,GALE,producing
HMDB0000538,GALK1,degrading
HMDB0003449,GALK1,degrading
HMDB0001341,GALK1,producing
HMDB0000645,GALK1,producing
HMDB0000538,GALK2,degrading
HMDB0000853,GALK2,degrading
HMDB0001341,GALK2,producing
HMDB0059626,GALK2,producing
HMDB0003449,GALK2,degrading
HMDB0000645,GALK2,producing
HMDB0003345,GALM,degrading
HMDB0000122,GALM,producing
HMDB0002111,GALNS,degrading
HMDB0060522,GALNT1,degrading
HMDB0000295,GALNT1,degrading
HMDB0060522,GALNT2,degrading
HMDB0000295,GALNT2,degrading
HMDB0060522,GALNT3,degrading
HMDB0000295,GALNT3,degrading
HMDB0060522,GALNT4,degrading
HMDB0000295,GALNT4,degrading
HMDB0060522,GALNT5,degrading
HMDB0000295,GALNT5,degrading
HMDB0060522,GALNT6,degrading
HMDB0000295,GALNT6,degrading
HMDB0060522,GALNT8,degrading
HMDB0000295,GALNT8,degrading
HMDB0060522,GALNT9,degrading
HMDB0000295,GALNT9,degrading
HMDB0000286,GALT,degrading
HMDB0000645,GALT,degrading
HMDB0001586,GALT,producing
HMDB0000302,GALT,producing
HMDB0001185,GAMT,degrading
HMDB0000128,GAMT,degrading
HMDB0000939,GAMT,producing
HMDB0000064,GAMT,producing
HMDB0002111,GANAB,degrading
HMDB0000122,GANAB,degrading
HMDB0000163,GANC,degrading
HMDB0002111,GANC,degrading
HMDB0003345,GANC,producing
HMDB0000258,GANC,degrading
HMDB0000660,GANC,producing
HMDB0000122,GANC,producing
HMDB0000538,QRSL1,degrading
HMDB0000641,QRSL1,degrading
HMDB0001341,QRSL1,degrading
HMDB0001429,QRSL1,producing
HMDB0000148,QRSL1,producing
HMDB0000538,PET112,degrading
HMDB0000641,PET112,degrading
HMDB0001341,PET112,degrading
HMDB0001429,PET112,producing
HMDB0000148,PET112,producing
HMDB0000538,GATC,degrading
HMDB0000641,GATC,degrading
HMDB0001341,GATC,degrading
HMDB0001429,GATC,producing
HMDB0000148,GATC,producing
HMDB0000517,GATM,degrading
HMDB0000123,GATM,degrading
HMDB0000214,GATM,producing
HMDB0000128,GATM,producing
HMDB0000112,GATM,degrading
HMDB0003464,GATM,producing
HMDB0002111,GBA2,degrading
HMDB0000122,GBA2,degrading
HMDB0000055,GBA3,degrading
HMDB0002111,GBA3,degrading
HMDB0000122,GBA3,producing
HMDB0034934,GBA3,degrading
HMDB0060486,GBA3,producing
HMDB0000122,GBA3,degrading
HMDB0035030,GBA3,producing
HMDB0002111,GBA3,producing
HMDB0003345,GBA3,degrading
HMDB0060077,GBA3,degrading
HMDB0002035,GBA3,producing
HMDB0060471,GBA3,degrading
HMDB0060318,GBA3,producing
HMDB0033865,GBA3,degrading
HMDB0060309,GBA3,producing
HMDB0033699,GBA3,degrading
HMDB0060427,GBA3,producing
HMDB0001339,GCDH,degrading
HMDB0002009,GCDH,degrading
HMDB0001248,GCDH,degrading
HMDB0001197,GCDH,producing
HMDB0002009,GCDH,producing
HMDB0001967,GCDH,producing
HMDB0001290,GCDH,degrading
HMDB0001273,GCH1,degrading
HMDB0002111,GCH1,degrading
HMDB0000142,GCH1,producing
HMDB0006822,GCH1,producing
HMDB0000980,GCH1,degrading
HMDB0006823,GCH1,producing
HMDB0006822,GCH1,degrading
HMDB0006821,GCH1,producing
HMDB0006821,GCH1,degrading
HMDB0000290,GCNT1,degrading
HMDB0000295,GCNT1,degrading
HMDB0000290,GCNT3,degrading
HMDB0000295,GCNT3,degrading
HMDB0000290,GCNT4,degrading
HMDB0000295,GCNT4,degrading
HMDB0000123,GCSH,degrading
HMDB0001846,GCSH,degrading
HMDB0000902,GCSH,degrading
HMDB0001533,GCSH,producing
HMDB0000051,GCSH,producing
HMDB0001967,GCSH,producing
HMDB0001487,GCSH,producing
HMDB0059597,GCSH,producing
HMDB0000123,GLDC,degrading
HMDB0001967,GLDC,degrading
HMDB0001846,AMT,degrading
HMDB0001533,AMT,degrading
HMDB0000051,AMT,producing
HMDB0000123,AMT,degrading
HMDB0000902,AMT,degrading
HMDB0001533,AMT,producing
HMDB0001967,AMT,producing
HMDB0001487,AMT,producing
HMDB0059597,AMT,producing
HMDB0001562,AMT,degrading
HMDB0001354,AMT,producing
HMDB0002111,AMT,producing
HMDB0001273,GUCY1A2,degrading
HMDB0001314,GUCY1A2,producing
HMDB0000250,GUCY1A2,producing
HMDB0001273,GUCY1A3,degrading
HMDB0001314,GUCY1A3,producing
HMDB0000250,GUCY1A3,producing
HMDB0001273,GUCY1B3,degrading
HMDB0001314,GUCY1B3,producing
HMDB0000250,GUCY1B3,producing
HMDB0001273,GUCY1B2,degrading
HMDB0001314,GUCY1B2,producing
HMDB0000250,GUCY1B2,producing
HMDB0011649,GDE1,degrading
HMDB0002111,GDE1,degrading
HMDB0000211,GDE1,producing
HMDB0000126,GDE1,producing
HMDB0002111,AGL,degrading
HMDB0003345,AGL,degrading
HMDB0011649,GDPD2,degrading
HMDB0002111,GDPD2,degrading
HMDB0000131,GDPD2,producing
HMDB0002985,GDPD2,producing
HMDB0003351,GDPGP1,degrading
HMDB0001429,GDPGP1,degrading
HMDB0001586,GDPGP1,producing
HMDB0001201,GDPGP1,producing
HMDB0000538,GPHN,degrading
HMDB0002206,GPHN,degrading
HMDB0000250,GPHN,producing
HMDB0059628,GPHN,producing
HMDB0059628,GPHN,degrading
HMDB0012260,GPHN,degrading
HMDB0002206,GPHN,producing
HMDB0000045,GPHN,producing
HMDB0000641,GFPT1,degrading
HMDB0000124,GFPT1,degrading
HMDB0000148,GFPT1,producing
HMDB0001254,GFPT1,producing
HMDB0000641,GFPT2,degrading
HMDB0000124,GFPT2,degrading
HMDB0000148,GFPT2,producing
HMDB0001254,GFPT2,producing
HMDB0000267,GGACT,degrading
HMDB0000267,GGCT,degrading
HMDB0001049,GGCT,degrading
HMDB0000267,GGCT,producing
HMDB0000574,GGCT,producing
HMDB0006825,GGH,degrading
HMDB0001846,GGH,degrading
HMDB0001120,GGPS1,degrading
HMDB0001347,GGPS1,degrading
HMDB0000250,GGPS1,producing
HMDB0001285,GGPS1,producing
HMDB0001285,GGPS1,degrading
HMDB0000961,GGPS1,producing
HMDB0000961,GGPS1,degrading
HMDB0004486,GGPS1,producing
HMDB0000125,GGT1,degrading
HMDB0002111,GGT1,degrading
HMDB0000078,GGT1,producing
HMDB0000148,GGT1,producing
HMDB0000148,GGT1,degrading
HMDB0000078,GGT1,degrading
HMDB0000251,GGT1,degrading
HMDB0004195,GGT1,degrading
HMDB0001198,GGT1,degrading
HMDB0003080,GGT1,degrading
HMDB0060245,GGT1,degrading
HMDB0060478,GGT1,producing
HMDB0002111,GGT1,producing
HMDB0004101,GGT1,degrading
HMDB0060477,GGT1,producing
HMDB0004113,GGT1,degrading
HMDB0010716,GGT1,degrading
HMDB0000125,GGT2,degrading
HMDB0002111,GGT2,degrading
HMDB0000078,GGT2,producing
HMDB0000148,GGT2,producing
HMDB0000125,GGT3P,degrading
HMDB0002111,GGT3P,degrading
HMDB0000078,GGT3P,producing
HMDB0000148,GGT3P,producing
HMDB0000125,GGT5,degrading
HMDB0002111,GGT5,degrading
HMDB0000078,GGT5,producing
HMDB0000148,GGT5,producing
HMDB0000148,GGT5,degrading
HMDB0000078,GGT5,degrading
HMDB0000251,GGT5,degrading
HMDB0004195,GGT5,degrading
HMDB0001198,GGT5,degrading
HMDB0003080,GGT5,degrading
HMDB0060245,GGT5,degrading
HMDB0060478,GGT5,producing
HMDB0002111,GGT5,producing
HMDB0004101,GGT5,degrading
HMDB0060477,GGT5,producing
HMDB0004113,GGT5,degrading
HMDB0010716,GGT5,degrading
HMDB0000125,GGT6,degrading
HMDB0002111,GGT6,degrading
HMDB0000078,GGT6,producing
HMDB0000148,GGT6,producing
HMDB0000078,GGT6,degrading
HMDB0000251,GGT6,degrading
HMDB0004195,GGT6,degrading
HMDB0001198,GGT6,degrading
HMDB0003080,GGT6,degrading
HMDB0000148,GGT6,degrading
HMDB0060245,GGT6,degrading
HMDB0060478,GGT6,producing
HMDB0002111,GGT6,producing
HMDB0004101,GGT6,degrading
HMDB0060477,GGT6,producing
HMDB0004113,GGT6,degrading
HMDB0010716,GGT6,degrading
HMDB0000125,GGT7,degrading
HMDB0002111,GGT7,degrading
HMDB0000078,GGT7,producing
HMDB0000148,GGT7,producing
HMDB0000078,GGT7,degrading
HMDB0000251,GGT7,degrading
HMDB0004195,GGT7,degrading
HMDB0001198,GGT7,degrading
HMDB0003080,GGT7,degrading
HMDB0000148,GGT7,degrading
HMDB0060245,GGT7,degrading
HMDB0060478,GGT7,producing
HMDB0002111,GGT7,producing
HMDB0004101,GGT7,degrading
HMDB0060477,GGT7,producing
HMDB0004113,GGT7,degrading
HMDB0010716,GGT7,degrading
HMDB0002111,GBA,degrading
HMDB0000122,GBA,degrading
HMDB0000290,GNE,degrading
HMDB0002111,GNE,degrading
HMDB0001129,GNE,producing
HMDB0000295,GNE,producing
HMDB0000538,GNE,degrading
HMDB0001341,GNE,degrading
HMDB0001129,GNE,degrading
HMDB0001341,GNE,producing
HMDB0001121,GNE,producing
HMDB0000538,GLYCTK,degrading
HMDB0000139,GLYCTK,degrading
HMDB0001341,GLYCTK,producing
HMDB0000807,GLYCTK,producing
HMDB0000538,PAPD4,degrading
HMDB0000250,PAPD4,degrading
HMDB0000538,GLUL,degrading
HMDB0000148,GLUL,degrading
HMDB0000051,GLUL,degrading
HMDB0001341,GLUL,producing
HMDB0001429,GLUL,producing
HMDB0000641,GLUL,producing
HMDB0000112,GLUL,producing
HMDB0002111,HAGH,degrading
HMDB0000125,HAGH,degrading
HMDB0001066,HAGH,degrading
HMDB0000125,HAGH,producing
HMDB0001311,HAGH,producing
HMDB0000538,GK2,degrading
HMDB0000131,GK2,degrading
HMDB0001341,GK2,producing
HMDB0000126,GK2,producing
HMDB0000538,GK3P,degrading
HMDB0000131,GK3P,degrading
HMDB0001341,GK3P,producing
HMDB0000126,GK3P,producing
HMDB0000538,GK5,degrading
HMDB0000131,GK5,degrading
HMDB0001341,GK5,producing
HMDB0000126,GK5,producing
HMDB0000538,GK,degrading
HMDB0000131,GK,degrading
HMDB0001341,GK,producing
HMDB0000126,GK,producing
HMDB0000641,GLS,degrading
HMDB0002111,GLS,degrading
HMDB0000148,GLS,producing
HMDB0000051,GLS,producing
HMDB0003423,GLS,degrading
HMDB0003339,GLS,producing
HMDB0000641,GLS2,degrading
HMDB0002111,GLS2,degrading
HMDB0000148,GLS2,producing
HMDB0000051,GLS2,producing
HMDB0003423,GLS2,degrading
HMDB0003339,GLS2,producing
HMDB0060522,GALNT10,degrading
HMDB0000295,GALNT10,degrading
HMDB0060522,GALNT11,degrading
HMDB0000295,GALNT11,degrading
HMDB0060522,GALNT12,degrading
HMDB0000295,GALNT12,degrading
HMDB0060522,GALNT13,degrading
HMDB0000295,GALNT13,degrading
HMDB0060522,GALNT14,degrading
HMDB0000295,GALNT14,degrading
HMDB0060522,GALNTL2,degrading
HMDB0000295,GALNTL2,degrading
HMDB0060522,GALNTL1,degrading
HMDB0000295,GALNTL1,degrading
HMDB0060522,GALNTL4,degrading
HMDB0000295,GALNTL4,degrading
HMDB0060522,WBSCR17,degrading
HMDB0000295,WBSCR17,degrading
HMDB0060522,GALNTL6,degrading
HMDB0000295,GALNTL6,degrading
HMDB0000123,GLYAT,degrading
HMDB0001423,GLYAT,degrading
HMDB0002252,GLYAT,degrading
HMDB0001423,GLYAT,producing
HMDB0000714,GLYAT,producing
HMDB0006503,GLYAT,degrading
HMDB0000821,GLYAT,producing
HMDB0001533,SHMT1,degrading
HMDB0000123,SHMT1,degrading
HMDB0002111,SHMT1,degrading
HMDB0001846,SHMT1,producing
HMDB0000187,SHMT1,producing
HMDB0000187,SHMT1,degrading
HMDB0060403,SHMT1,degrading
HMDB0060401,SHMT1,producing
HMDB0000123,SHMT1,producing
HMDB0002111,SHMT1,producing
HMDB0000286,GYG2,degrading
HMDB0000295,GYG2,degrading
HMDB0000286,GYG1,degrading
HMDB0000295,GYG1,degrading
HMDB0000641,GLYATL1,degrading
HMDB0001423,GLYATL1,degrading
HMDB0000123,GLYATL2,degrading
HMDB0001423,GLYATL2,degrading
HMDB0001533,SHMT2,degrading
HMDB0000123,SHMT2,degrading
HMDB0002111,SHMT2,degrading
HMDB0001846,SHMT2,producing
HMDB0000187,SHMT2,producing
HMDB0000187,SHMT2,degrading
HMDB0060403,SHMT2,degrading
HMDB0060401,SHMT2,producing
HMDB0000123,SHMT2,producing
HMDB0002111,SHMT2,producing
HMDB0001163,GMDS,degrading
HMDB0001346,GMDS,producing
HMDB0002111,GMDS,producing
HMDB0001273,GMPPA,degrading
HMDB0006330,GMPPA,degrading
HMDB0000250,GMPPA,producing
HMDB0001163,GMPPA,producing
HMDB0001273,GMPPB,degrading
HMDB0006330,GMPPB,degrading
HMDB0000250,GMPPB,producing
HMDB0001163,GMPPB,producing
HMDB0000175,GMPR,degrading
HMDB0000051,GMPR,degrading
HMDB0000217,GMPR,degrading
HMDB0001397,GMPR,producing
HMDB0000221,GMPR,producing
HMDB0059597,GMPR,producing
HMDB0000175,GMPR2,degrading
HMDB0000051,GMPR2,degrading
HMDB0000217,GMPR2,degrading
HMDB0001397,GMPR2,producing
HMDB0000221,GMPR2,producing
HMDB0059597,GMPR2,producing
HMDB0001206,GNPNAT1,degrading
HMDB0001254,GNPNAT1,degrading
HMDB0001423,GNPNAT1,producing
HMDB0001062,GNPNAT1,producing
HMDB0001185,GNMT,degrading
HMDB0000123,GNMT,degrading
HMDB0000939,GNMT,producing
HMDB0000271,GNMT,producing
HMDB0001473,GNPAT,degrading
HMDB0001423,GNPAT,degrading
HMDB0001254,GNPDA1,degrading
HMDB0002111,GNPDA1,degrading
HMDB0000124,GNPDA1,producing
HMDB0000051,GNPDA1,producing
HMDB0001254,GNPDA2,degrading
HMDB0002111,GNPDA2,degrading
HMDB0000124,GNPDA2,producing
HMDB0000051,GNPDA2,producing
HMDB0000290,GNPTAB,degrading
HMDB0000288,GNPTAB,degrading
HMDB0002111,GNS,degrading
HMDB0000290,GCNT2,degrading
HMDB0000295,GCNT2,degrading
HMDB0000538,IDNK,degrading
HMDB0000625,IDNK,degrading
HMDB0001341,IDNK,producing
HMDB0001316,IDNK,producing
HMDB0000126,GPAM,degrading
HMDB0001423,GPAM,degrading
HMDB0000126,GPAT2,degrading
HMDB0001423,GPAT2,degrading
HMDB0000126,AGPAT9,degrading
HMDB0001423,AGPAT9,degrading
HMDB0000126,AGPAT6,degrading
HMDB0001423,AGPAT6,degrading
HMDB0000086,GPCPD1,degrading
HMDB0002111,GPCPD1,degrading
HMDB0000097,GPCPD1,producing
HMDB0000126,GPCPD1,producing
HMDB0000126,GPD1L,degrading
HMDB0000902,GPD1L,degrading
HMDB0001473,GPD1L,producing
HMDB0001487,GPD1L,producing
HMDB0059597,GPD1L,producing
HMDB0000126,GPD1,degrading
HMDB0000902,GPD1,degrading
HMDB0001473,GPD1,producing
HMDB0001487,GPD1,producing
HMDB0059597,GPD1,producing
HMDB0000126,GPD2,degrading
HMDB0001473,GPD2,degrading
HMDB0001248,GPD2,degrading
HMDB0001473,GPD2,producing
HMDB0001197,GPD2,producing
HMDB0000290,DPAGT1,degrading
HMDB0005176,DPAGT1,degrading
HMDB0000288,DPAGT1,producing
HMDB0000125,GPX1,degrading
HMDB0003125,GPX1,degrading
HMDB0003337,GPX1,producing
HMDB0002111,GPX1,producing
HMDB0001193,GPX1,degrading
HMDB0011134,GPX1,producing
HMDB0004244,GPX1,degrading
HMDB0003876,GPX1,producing
HMDB0000125,GPX2,degrading
HMDB0003125,GPX2,degrading
HMDB0003337,GPX2,producing
HMDB0002111,GPX2,producing
HMDB0001193,GPX2,degrading
HMDB0011134,GPX2,producing
HMDB0004244,GPX2,degrading
HMDB0003876,GPX2,producing
HMDB0000125,GPX3,degrading
HMDB0003125,GPX3,degrading
HMDB0003337,GPX3,producing
HMDB0002111,GPX3,producing
HMDB0001193,GPX3,degrading
HMDB0011134,GPX3,producing
HMDB0004244,GPX3,degrading
HMDB0003876,GPX3,producing
HMDB0000125,GPX4,degrading
HMDB0003337,GPX4,degrading
HMDB0002111,GPX4,producing
HMDB0000125,GPX5,degrading
HMDB0003125,GPX5,degrading
HMDB0003337,GPX5,producing
HMDB0002111,GPX5,producing
HMDB0001193,GPX5,degrading
HMDB0011134,GPX5,producing
HMDB0004244,GPX5,degrading
HMDB0003876,GPX5,producing
HMDB0000125,GPX6,degrading
HMDB0003125,GPX6,degrading
HMDB0003337,GPX6,producing
HMDB0002111,GPX6,producing
HMDB0001193,GPX6,degrading
HMDB0011134,GPX6,producing
HMDB0004244,GPX6,degrading
HMDB0003876,GPX6,producing
HMDB0000125,GPX7,degrading
HMDB0003125,GPX7,degrading
HMDB0003337,GPX7,producing
HMDB0002111,GPX7,producing
HMDB0001193,GPX7,degrading
HMDB0011134,GPX7,producing
HMDB0004244,GPX7,degrading
HMDB0003876,GPX7,producing
HMDB0000125,GPX8,degrading
HMDB0003125,GPX8,degrading
HMDB0003337,GPX8,producing
HMDB0002111,GPX8,producing
HMDB0000115,GRHPR,degrading
HMDB0000217,GRHPR,degrading
HMDB0000119,GRHPR,producing
HMDB0000221,GRHPR,producing
HMDB0000139,GRHPR,degrading
HMDB0001352,GRHPR,degrading
HMDB0059597,GRHPR,producing
HMDB0000902,GRHPR,degrading
HMDB0001352,GRHPR,producing
HMDB0001487,GRHPR,producing
HMDB0006458,GRHPR,degrading
HMDB0001167,GRHPR,producing
HMDB0000538,GCLC,degrading
HMDB0000148,GCLC,degrading
HMDB0000574,GCLC,degrading
HMDB0001341,GCLC,producing
HMDB0001429,GCLC,producing
HMDB0001049,GCLC,producing
HMDB0000538,GSS,degrading
HMDB0001049,GSS,degrading
HMDB0000123,GSS,degrading
HMDB0001341,GSS,producing
HMDB0001429,GSS,producing
HMDB0000125,GSS,producing
HMDB0000125,GSR,degrading
HMDB0000217,GSR,degrading
HMDB0003337,GSR,producing
HMDB0000221,GSR,producing
HMDB0000902,GSR,degrading
HMDB0001487,GSR,producing
HMDB0059597,GSR,producing
HMDB0000125,GSTT2,degrading
HMDB0000125,GSTA1,degrading
HMDB0006215,GSTA1,degrading
HMDB0060300,GSTA1,producing
HMDB0060301,GSTA1,degrading
HMDB0060299,GSTA1,producing
HMDB0060302,GSTA1,producing
HMDB0060332,GSTA1,degrading
HMDB0060330,GSTA1,producing
HMDB0060329,GSTA1,producing
HMDB0060331,GSTA1,degrading
HMDB0060327,GSTA1,producing
HMDB0060326,GSTA1,producing
HMDB0060448,GSTA1,degrading
HMDB0060381,GSTA1,producing
HMDB0060446,GSTA1,degrading
HMDB0060358,GSTA1,producing
HMDB0060091,GSTA1,degrading
HMDB0060391,GSTA1,producing
HMDB0060438,GSTA1,degrading
HMDB0060423,GSTA1,producing
HMDB0002111,GSTA1,producing
HMDB0060357,GSTA1,degrading
HMDB0060506,GSTA1,producing
HMDB0060333,GSTA1,degrading
HMDB0060342,GSTA1,producing
HMDB0002306,GSTA1,producing
HMDB0060452,GSTA1,degrading
HMDB0060505,GSTA1,producing
HMDB0060342,GSTA1,degrading
HMDB0060343,GSTA1,producing
HMDB0029593,GSTA1,degrading
HMDB0060504,GSTA1,producing
HMDB0060334,GSTA1,degrading
HMDB0059597,GSTA1,degrading
HMDB0060479,GSTA1,producing
HMDB0002500,GSTA1,producing
HMDB0060344,GSTA1,degrading
HMDB0060507,GSTA1,producing
HMDB0060433,GSTA1,degrading
HMDB0060387,GSTA1,producing
HMDB0006558,GSTA1,degrading
HMDB0060431,GSTA1,producing
HMDB0000125,GSTA2,degrading
HMDB0006215,GSTA2,degrading
HMDB0060300,GSTA2,producing
HMDB0060301,GSTA2,degrading
HMDB0060299,GSTA2,producing
HMDB0060302,GSTA2,producing
HMDB0060332,GSTA2,degrading
HMDB0060330,GSTA2,producing
HMDB0060329,GSTA2,producing
HMDB0060331,GSTA2,degrading
HMDB0060327,GSTA2,producing
HMDB0060326,GSTA2,producing
HMDB0060448,GSTA2,degrading
HMDB0060381,GSTA2,producing
HMDB0060446,GSTA2,degrading
HMDB0060358,GSTA2,producing
HMDB0060091,GSTA2,degrading
HMDB0060391,GSTA2,producing
HMDB0060438,GSTA2,degrading
HMDB0060423,GSTA2,producing
HMDB0002111,GSTA2,producing
HMDB0060357,GSTA2,degrading
HMDB0060506,GSTA2,producing
HMDB0060333,GSTA2,degrading
HMDB0060342,GSTA2,producing
HMDB0002306,GSTA2,producing
HMDB0060452,GSTA2,degrading
HMDB0060505,GSTA2,producing
HMDB0060342,GSTA2,degrading
HMDB0060343,GSTA2,producing
HMDB0029593,GSTA2,degrading
HMDB0060504,GSTA2,producing
HMDB0060334,GSTA2,degrading
HMDB0059597,GSTA2,degrading
HMDB0060479,GSTA2,producing
HMDB0002500,GSTA2,producing
HMDB0060344,GSTA2,degrading
HMDB0060507,GSTA2,producing
HMDB0060433,GSTA2,degrading
HMDB0060387,GSTA2,producing
HMDB0006558,GSTA2,degrading
HMDB0060431,GSTA2,producing
HMDB0000125,GSTA3,degrading
HMDB0006215,GSTA3,degrading
HMDB0060300,GSTA3,producing
HMDB0060301,GSTA3,degrading
HMDB0060299,GSTA3,producing
HMDB0060302,GSTA3,producing
HMDB0060332,GSTA3,degrading
HMDB0060330,GSTA3,producing
HMDB0060329,GSTA3,producing
HMDB0060331,GSTA3,degrading
HMDB0060327,GSTA3,producing
HMDB0060326,GSTA3,producing
HMDB0060448,GSTA3,degrading
HMDB0060381,GSTA3,producing
HMDB0060446,GSTA3,degrading
HMDB0060358,GSTA3,producing
HMDB0060091,GSTA3,degrading
HMDB0060391,GSTA3,producing
HMDB0060438,GSTA3,degrading
HMDB0060423,GSTA3,producing
HMDB0002111,GSTA3,producing
HMDB0060357,GSTA3,degrading
HMDB0060506,GSTA3,producing
HMDB0060333,GSTA3,degrading
HMDB0060342,GSTA3,producing
HMDB0002306,GSTA3,producing
HMDB0060452,GSTA3,degrading
HMDB0060505,GSTA3,producing
HMDB0060342,GSTA3,degrading
HMDB0060343,GSTA3,producing
HMDB0029593,GSTA3,degrading
HMDB0060504,GSTA3,producing
HMDB0060334,GSTA3,degrading
HMDB0059597,GSTA3,degrading
HMDB0060479,GSTA3,producing
HMDB0002500,GSTA3,producing
HMDB0060344,GSTA3,degrading
HMDB0060507,GSTA3,producing
HMDB0060433,GSTA3,degrading
HMDB0060387,GSTA3,producing
HMDB0006558,GSTA3,degrading
HMDB0060431,GSTA3,producing
HMDB0000125,GSTA4,degrading
HMDB0006215,GSTA4,degrading
HMDB0060300,GSTA4,producing
HMDB0060301,GSTA4,degrading
HMDB0060299,GSTA4,producing
HMDB0060302,GSTA4,producing
HMDB0060332,GSTA4,degrading
HMDB0060330,GSTA4,producing
HMDB0060329,GSTA4,producing
HMDB0060331,GSTA4,degrading
HMDB0060327,GSTA4,producing
HMDB0060326,GSTA4,producing
HMDB0060448,GSTA4,degrading
HMDB0060381,GSTA4,producing
HMDB0060446,GSTA4,degrading
HMDB0060358,GSTA4,producing
HMDB0060091,GSTA4,degrading
HMDB0060391,GSTA4,producing
HMDB0060438,GSTA4,degrading
HMDB0060423,GSTA4,producing
HMDB0002111,GSTA4,producing
HMDB0060357,GSTA4,degrading
HMDB0060506,GSTA4,producing
HMDB0060333,GSTA4,degrading
HMDB0060342,GSTA4,producing
HMDB0002306,GSTA4,producing
HMDB0060452,GSTA4,degrading
HMDB0060505,GSTA4,producing
HMDB0060342,GSTA4,degrading
HMDB0060343,GSTA4,producing
HMDB0029593,GSTA4,degrading
HMDB0060504,GSTA4,producing
HMDB0060334,GSTA4,degrading
HMDB0059597,GSTA4,degrading
HMDB0060479,GSTA4,producing
HMDB0002500,GSTA4,producing
HMDB0060344,GSTA4,degrading
HMDB0060507,GSTA4,producing
HMDB0060433,GSTA4,degrading
HMDB0060387,GSTA4,producing
HMDB0006558,GSTA4,degrading
HMDB0060431,GSTA4,producing
HMDB0000125,GSTA5,degrading
HMDB0006215,GSTA5,degrading
HMDB0060300,GSTA5,producing
HMDB0060301,GSTA5,degrading
HMDB0060299,GSTA5,producing
HMDB0060302,GSTA5,producing
HMDB0060332,GSTA5,degrading
HMDB0060330,GSTA5,producing
HMDB0060329,GSTA5,producing
HMDB0060331,GSTA5,degrading
HMDB0060327,GSTA5,producing
HMDB0060326,GSTA5,producing
HMDB0060448,GSTA5,degrading
HMDB0060381,GSTA5,producing
HMDB0060446,GSTA5,degrading
HMDB0060358,GSTA5,producing
HMDB0060091,GSTA5,degrading
HMDB0060391,GSTA5,producing
HMDB0060438,GSTA5,degrading
HMDB0060423,GSTA5,producing
HMDB0002111,GSTA5,producing
HMDB0060357,GSTA5,degrading
HMDB0060506,GSTA5,producing
HMDB0060333,GSTA5,degrading
HMDB0060342,GSTA5,producing
HMDB0002306,GSTA5,producing
HMDB0060452,GSTA5,degrading
HMDB0060505,GSTA5,producing
HMDB0060342,GSTA5,degrading
HMDB0060343,GSTA5,producing
HMDB0029593,GSTA5,degrading
HMDB0060504,GSTA5,producing
HMDB0060334,GSTA5,degrading
HMDB0059597,GSTA5,degrading
HMDB0060479,GSTA5,producing
HMDB0002500,GSTA5,producing
HMDB0060344,GSTA5,degrading
HMDB0060507,GSTA5,producing
HMDB0060433,GSTA5,degrading
HMDB0060387,GSTA5,producing
HMDB0006558,GSTA5,degrading
HMDB0060431,GSTA5,producing
HMDB0000125,GSTK1,degrading
HMDB0006215,GSTK1,degrading
HMDB0060300,GSTK1,producing
HMDB0060301,GSTK1,degrading
HMDB0060299,GSTK1,producing
HMDB0060302,GSTK1,producing
HMDB0060332,GSTK1,degrading
HMDB0060330,GSTK1,producing
HMDB0060329,GSTK1,producing
HMDB0060331,GSTK1,degrading
HMDB0060327,GSTK1,producing
HMDB0060326,GSTK1,producing
HMDB0060448,GSTK1,degrading
HMDB0060381,GSTK1,producing
HMDB0060446,GSTK1,degrading
HMDB0060358,GSTK1,producing
HMDB0060091,GSTK1,degrading
HMDB0060391,GSTK1,producing
HMDB0060438,GSTK1,degrading
HMDB0060423,GSTK1,producing
HMDB0002111,GSTK1,producing
HMDB0060357,GSTK1,degrading
HMDB0060506,GSTK1,producing
HMDB0060333,GSTK1,degrading
HMDB0060342,GSTK1,producing
HMDB0002306,GSTK1,producing
HMDB0060452,GSTK1,degrading
HMDB0060505,GSTK1,producing
HMDB0060342,GSTK1,degrading
HMDB0060343,GSTK1,producing
HMDB0029593,GSTK1,degrading
HMDB0060504,GSTK1,producing
HMDB0060334,GSTK1,degrading
HMDB0059597,GSTK1,degrading
HMDB0060479,GSTK1,producing
HMDB0002500,GSTK1,producing
HMDB0060344,GSTK1,degrading
HMDB0060507,GSTK1,producing
HMDB0060433,GSTK1,degrading
HMDB0060387,GSTK1,producing
HMDB0000125,GSTM1,degrading
HMDB0006215,GSTM1,degrading
HMDB0060300,GSTM1,producing
HMDB0060301,GSTM1,degrading
HMDB0060299,GSTM1,producing
HMDB0060302,GSTM1,producing
HMDB0060332,GSTM1,degrading
