HMDB,GENE,direction
HMDB0000190,SLC22A12,degrading
HMDB0000876,GOT2,degrading
HMDB0000876,CD36,degrading
HMDB0001095,SLC35C1,degrading
HMDB0001397,SLC35C1,degrading
HMDB0001095,FUT4,degrading
HMDB0006497,GPAT4,degrading
HMDB0006497,GPAM,degrading
HMDB0006497,GPAT3,degrading
HMDB0006497,GPAT2,degrading
HMDB0001359,SCP2,degrading
HMDB0001070,FASN,degrading
HMDB0001070,ELOVL6,degrading
HMDB0001070,ELOVL5,degrading
HMDB0001070,ELOVL2,degrading
HMDB0006404,FASN,degrading
HMDB0006404,ELOVL6,degrading
HMDB0006404,ELOVL5,degrading
HMDB0006404,ELOVL2,degrading
HMDB0003571,FASN,degrading
HMDB0003571,ELOVL6,degrading
HMDB0003571,ELOVL5,degrading
HMDB0003571,ELOVL2,degrading
HMDB0001521,ACADS,degrading
HMDB0001070,ACADS,degrading
HMDB0001064,ACADM,degrading
HMDB0001064,ACADS,degrading
HMDB0006290,ACADM,degrading
HMDB0006290,ACADS,degrading
HMDB0006290,ACAA2,degrading
HMDB0006290,ACAA1,degrading
HMDB0006290,ACAD9,degrading
HMDB0006290,ECHS1,degrading
HMDB0006290,HSD17B10,degrading
HMDB0006290,HADH,degrading
HMDB0006290,ACADL,degrading
HMDB0006368,ACADS,degrading
HMDB0006368,ACAA1,degrading
HMDB0006368,EHHADH,degrading
HMDB0006368,HSD17B4,degrading
HMDB0006519,ACAA2,degrading
HMDB0006519,ACAD9,degrading
HMDB0006519,ECHS1,degrading
HMDB0006519,HSD17B10,degrading
HMDB0006519,HADH,degrading
HMDB0006519,ACADL,degrading
HMDB0060311,HADHB,degrading
HMDB0060311,ACAA2,degrading
HMDB0060311,HADHA,degrading
HMDB0060311,ACAD9,degrading
HMDB0060311,ECHS1,degrading
HMDB0060311,HSD17B10,degrading
HMDB0060311,HADH,degrading
HMDB0060311,ACADVL,degrading
HMDB0060311,ACADL,degrading
HMDB0003571,GPAT4,degrading
HMDB0003571,GPAM,degrading
HMDB0003571,GPAT3,degrading
HMDB0003571,GPAT2,degrading
HMDB0006534,ALDOA,degrading
HMDB0006534,ALDOB,degrading
HMDB0006534,ALDOC,degrading
HMDB0006328,ALDOB,degrading
HMDB0000692,SLC25A37,degrading
HMDB0000692,SLC25A28,degrading
HMDB0000121,SLC22A7,degrading
HMDB0000121,SLC22A8,degrading
HMDB0000121,SLC22A11,degrading
HMDB0001448,SLC22A7,degrading
HMDB0001448,SLC22A8,degrading
HMDB0001448,SLC22A11,degrading
HMDB0000121,FOLR1,degrading
HMDB0000121,FOLR3,degrading
HMDB0000121,FOLR2,degrading
HMDB0001846,DLD,degrading
HMDB0001846,GLDC,degrading
HMDB0006239,DLD,degrading
HMDB0006239,AMT,degrading
HMDB0006239,GLDC,degrading
HMDB0006239,GCSH,degrading
HMDB0001846,SHMT2,degrading
HMDB0000660,SLC2A8,degrading
HMDB0000660,SLC2A2,degrading
HMDB0000660,SLC2A7,degrading
HMDB0000660,SLC2A5,degrading
HMDB0000660,SLC2A11,degrading
HMDB0001448,SLC4A1,degrading
HMDB0000763,SLC4A1,degrading
HMDB0001448,SLC22A6,degrading
HMDB0000232,SLC22A6,degrading
HMDB0013109,GPAT4,degrading
HMDB0013109,GPAM,degrading
HMDB0013109,GPAT3,degrading
HMDB0013109,GPAT2,degrading
HMDB0006521,GPAT4,degrading
HMDB0006521,GPAM,degrading
HMDB0006521,GPAT3,degrading
HMDB0006521,GPAT2,degrading
HMDB0062217,GPAT4,degrading
HMDB0062217,GPAM,degrading
HMDB0062217,GPAT3,degrading
HMDB0062217,GPAT2,degrading
HMDB0062220,GPAT4,degrading
HMDB0062220,GPAM,degrading
HMDB0062220,GPAT3,degrading
HMDB0062220,GPAT2,degrading
HMDB0001134,UST,degrading
HMDB0000143,SLC2A3,degrading
HMDB0000143,SLC2A1,degrading
HMDB0000143,SLC2A8,degrading
HMDB0000143,SLC2A2,degrading
HMDB0000143,SLC2A10,degrading
HMDB0001514,SLC2A1,degrading
HMDB0001514,SLC2A4,degrading
HMDB0001514,SLC2A2,degrading
HMDB0000163,SLC2A3,degrading
HMDB0000286,SLC35A3,degrading
HMDB0000286,SLC35B4,degrading
HMDB0000286,SLC35D2,degrading
HMDB0000288,SLC35A3,degrading
HMDB0000288,SLC35B4,degrading
HMDB0000288,SLC35D2,degrading
HMDB0000286,PPP1R3C,degrading
HMDB0000286,PPP1R3B,degrading
HMDB0060071,GUSB,degrading
HMDB0000290,SLC35D2,degrading
HMDB0000290,SLC35A3,degrading
HMDB0000290,GALE,degrading
HMDB0000290,ALG14,degrading
HMDB0001445,ALG13,degrading
HMDB0001445,ALG14,degrading
HMDB0000288,SLC35D1,degrading
HMDB0000935,SLC35D1,degrading
HMDB0004234,GSTZ1,degrading
HMDB0004234,MGST1,degrading
HMDB0004234,GSTK1,degrading
HMDB0004688,GSTZ1,degrading
HMDB0004688,MGST1,degrading
HMDB0004688,GSTK1,degrading
HMDB0002710,GSTZ1,degrading
HMDB0002710,MGST1,degrading
HMDB0002710,GSTK1,degrading
HMDB0002752,GSTZ1,degrading
HMDB0002752,MGST1,degrading
HMDB0002752,GSTK1,degrading
HMDB0002656,GSTZ1,degrading
HMDB0002656,MGST1,degrading
HMDB0002656,GSTK1,degrading
HMDB0000133,SLC29A3,degrading
HMDB0001337,MGST3,degrading
HMDB0001337,MGST2,degrading
HMDB0004234,MGST3,degrading
HMDB0004234,MGST2,degrading
HMDB0004688,MGST3,degrading
HMDB0004688,MGST2,degrading
HMDB0002710,MGST3,degrading
HMDB0002710,MGST2,degrading
HMDB0002752,MGST3,degrading
HMDB0002752,MGST2,degrading
HMDB0002656,MGST3,degrading
HMDB0002656,MGST2,degrading
HMDB0000132,HPRT1,degrading
HMDB0000132,QTRT2,degrading
HMDB0001875,MPO,degrading
HMDB0000073,MPO,degrading
HMDB0000289,MPO,degrading
HMDB0000248,UGT1A1,degrading
HMDB0060074,UGT1A1,degrading
HMDB0000265,UGT1A1,degrading
HMDB0006219,UGT1A1,degrading
HMDB0002369,UGT1A1,degrading
HMDB0001518,UGT1A1,degrading
HMDB0001931,UGT1A1,degrading
HMDB0004705,UGT1A1,degrading
HMDB0004704,UGT1A1,degrading
HMDB0006254,UGT1A8,degrading
HMDB0006254,UGT1A10,degrading
HMDB0006254,UGT1A6,degrading
HMDB0006254,UGT1A5,degrading
HMDB0006254,UGT1A9,degrading
HMDB0006254,UGT1A1,degrading
HMDB0006254,UGT1A3,degrading
HMDB0006254,UGT1A7,degrading
HMDB0006254,UGT1A4,degrading
HMDB0006254,UGT2B7,degrading
HMDB0006254,UGT2B28,degrading
HMDB0006254,UGT2B17,degrading
HMDB0006254,UGT2B11,degrading
HMDB0006254,UGT2B4,degrading
HMDB0006254,UGT2B10,degrading
HMDB0006254,UGT2B15,degrading
HMDB0006254,UGT2A3,degrading
HMDB0006254,UGT3A1,degrading
HMDB0006254,UGT3A2,degrading
HMDB0006254,UGT2A1,degrading
HMDB0041796,UGT3A1,degrading
HMDB0041796,UGT3A2,degrading
HMDB0041809,UGT3A1,degrading
HMDB0041809,UGT3A2,degrading
HMDB0000518,UGT1A3,degrading
HMDB0000518,UGT2A3,degrading
HMDB0000518,UGT2A1,degrading
HMDB0000518,UGT2B7,degrading
HMDB0000626,UGT2B7,degrading
HMDB0000626,UGT2A1,degrading
HMDB0000760,UGT2B7,degrading
HMDB0000760,UGT2A3,degrading
HMDB0000760,UGT2A1,degrading
HMDB0000760,UGT2B4,degrading
HMDB0000733,UGT1A3,degrading
HMDB0000733,UGT2A3,degrading
HMDB0000733,UGT2A1,degrading
HMDB0000733,UGT2B7,degrading
HMDB0000733,UGT2B4,degrading
HMDB0000761,UGT1A3,degrading
HMDB0000761,UGT2B7,degrading
HMDB0000761,UGT2A3,degrading
HMDB0000761,UGT2A1,degrading
HMDB0006347,SLC25A20,degrading
HMDB0000177,APOC3,degrading
HMDB0000177,TXN,degrading
HMDB0000158,TXN,degrading
HMDB0000929,TXN,degrading
HMDB0000177,SLC7A1,degrading
HMDB0000177,SLC38A4,degrading
HMDB0001375,HMGCR,degrading
HMDB0003178,SLC46A1,degrading
HMDB0003178,FLVCR1,degrading
HMDB0000221,ACAA1,degrading
HMDB0000221,ACOX1,degrading
HMDB0000221,EHHADH,degrading
HMDB0000157,SLC29A3,degrading
HMDB0000157,HPRT1,degrading
HMDB0000675,TPO,degrading
HMDB0000158,TPO,degrading
HMDB0000172,SLC43A2,degrading
HMDB0000172,SLC43A1,degrading
HMDB0000172,SLC3A2,degrading
HMDB0000172,SLC7A8,degrading
HMDB0000195,SLC29A3,degrading
HMDB0060467,ALDOA,degrading
HMDB0060467,ALDOB,degrading
HMDB0060467,ALDOC,degrading
HMDB0000687,SLC43A2,degrading
HMDB0000687,SLC43A1,degrading
HMDB0000687,SLC7A8,degrading
HMDB0000883,SLC3A2,degrading
HMDB0000684,SLC43A1,degrading
HMDB0000190,CYB5D1,degrading
HMDB0000190,AQP9,degrading
HMDB0006319,SLC25A20,degrading
HMDB0001251,CYP4F8,degrading
HMDB0001152,SLC7A5,degrading
HMDB0000169,SLC2A3,degrading
HMDB0000169,SLC2A1,degrading
HMDB0000169,SLC2A2,degrading
HMDB0000696,SLC43A2,degrading
HMDB0000696,SLC43A1,degrading
HMDB0000898,SLC22A3,degrading
HMDB0002255,MCEE,degrading
HMDB0002255,MMUT,degrading
HMDB0000304,SLC35D1,degrading
HMDB0001018,SLC35B4,degrading
HMDB0000304,SLC35A2,degrading
HMDB0000280,QPRT,degrading
HMDB0000296,SLC29A2,degrading
HMDB0000296,SLC29A3,degrading
HMDB0000273,SLC29A3,degrading
HMDB0001999,ALOX5,degrading
HMDB0062222,ALOX5,degrading
HMDB0001852,GSTM1,degrading
HMDB0000214,SLC7A2,degrading
HMDB0000214,SLC7A1,degrading
HMDB0000214,SLC7A3,degrading
HMDB0011149,LPCAT2,degrading
HMDB0011149,LPCAT3,degrading
HMDB0011149,LPCAT1,degrading
HMDB0011149,LPCAT4,degrading
HMDB0001319,SCLY,degrading
HMDB0000159,SLC16A10,degrading
HMDB0000159,SLC43A2,degrading
HMDB0000159,SLC43A1,degrading
HMDB0000158,SLC3A2,degrading
HMDB0000158,SLC7A8,degrading
HMDB0000883,SLC7A8,degrading
HMDB0000684,SLC7A8,degrading
HMDB0000290,PYURF,degrading
HMDB0000290,PIGY,degrading
HMDB0001381,SLC22A10,degrading
HMDB0001335,SLC22A10,degrading
HMDB0000162,SLC36A4,degrading
HMDB0000980,ALPG,degrading
HMDB0006219,UGT1A8,degrading
HMDB0006219,UGT1A10,degrading
HMDB0006219,UGT1A6,degrading
HMDB0006219,UGT1A5,degrading
HMDB0006219,UGT1A9,degrading
HMDB0006219,UGT1A3,degrading
HMDB0006219,UGT1A7,degrading
HMDB0006219,UGT1A4,degrading
HMDB0006219,UGT2B28,degrading
HMDB0006219,UGT2B17,degrading
HMDB0006219,UGT2B11,degrading
HMDB0006219,UGT2B4,degrading
HMDB0006219,UGT2B10,degrading
HMDB0006219,UGT2B15,degrading
HMDB0000247,ARCN1,degrading
HMDB0000247,COPE,degrading
HMDB0000247,COPA,degrading
HMDB0000247,COPB1,degrading
HMDB0000247,COPG2,degrading
HMDB0000247,COPG1,degrading
HMDB0000247,COPB2,degrading
HMDB0251493,SCLY,degrading
HMDB0001448,SLC26A2,degrading
HMDB0001448,SLC26A3,degrading
HMDB0001448,SLC26A7,degrading
HMDB0001448,SLC26A9,degrading
HMDB0001448,SLC26A8,degrading
HMDB0001448,SLC26A11,degrading
HMDB0001448,SLC13A4,degrading
HMDB0001448,SLC13A1,degrading
HMDB0001377,FTL,degrading
HMDB0000254,SLC13A3,degrading
HMDB0002035,SLC22A11,degrading
HMDB0001039,SLC22A11,degrading
HMDB0000273,SLC29A2,degrading
HMDB0000273,SLC29A1,degrading
HMDB0001512,SLC19A1,degrading
HMDB0000929,SLC16A10,degrading
HMDB0000929,SLC36A4,degrading
HMDB0000306,SLC22A2,degrading
HMDB0000306,SLC22A3,degrading
HMDB0000306,SLC22A1,degrading
HMDB0000158,SLC16A10,degrading
HMDB0000304,ST8SIA1,degrading
HMDB0000248,UGT1A10,degrading
HMDB0000248,UGT1A6,degrading
HMDB0000248,UGT1A5,degrading
HMDB0000248,UGT1A9,degrading
HMDB0000248,UGT1A3,degrading
HMDB0000248,UGT1A7,degrading
HMDB0000248,UGT1A4,degrading
HMDB0000248,UGT2B7,degrading
HMDB0000248,UGT2B28,degrading
HMDB0000248,UGT2B17,degrading
HMDB0000248,UGT2B11,degrading
HMDB0000248,UGT2B4,degrading
HMDB0000248,UGT2B10,degrading
HMDB0000248,UGT2B15,degrading
HMDB0060074,UGT1A10,degrading
HMDB0060074,UGT1A6,degrading
HMDB0060074,UGT1A5,degrading
HMDB0060074,UGT1A9,degrading
HMDB0060074,UGT1A3,degrading
HMDB0060074,UGT1A7,degrading
HMDB0060074,UGT1A4,degrading
HMDB0060074,UGT2B7,degrading
HMDB0060074,UGT2B28,degrading
HMDB0060074,UGT2B17,degrading
HMDB0060074,UGT2B11,degrading
HMDB0060074,UGT2B4,degrading
HMDB0060074,UGT2B10,degrading
HMDB0060074,UGT2B15,degrading
HMDB0000265,UGT1A10,degrading
HMDB0000265,UGT1A6,degrading
HMDB0000265,UGT1A5,degrading
HMDB0000265,UGT1A9,degrading
HMDB0000265,UGT1A3,degrading
HMDB0000265,UGT1A7,degrading
HMDB0000265,UGT1A4,degrading
HMDB0000265,UGT2B7,degrading
HMDB0000265,UGT2B28,degrading
HMDB0000265,UGT2B17,degrading
HMDB0000265,UGT2B11,degrading
HMDB0000265,UGT2B4,degrading
HMDB0000265,UGT2B10,degrading
HMDB0000265,UGT2B15,degrading
HMDB0002369,UGT1A10,degrading
HMDB0002369,UGT1A6,degrading
HMDB0002369,UGT1A5,degrading
HMDB0002369,UGT1A9,degrading
HMDB0002369,UGT1A3,degrading
HMDB0002369,UGT1A7,degrading
HMDB0002369,UGT1A4,degrading
HMDB0002369,UGT2B7,degrading
HMDB0002369,UGT2B28,degrading
HMDB0002369,UGT2B17,degrading
HMDB0002369,UGT2B11,degrading
HMDB0002369,UGT2B4,degrading
HMDB0002369,UGT2B10,degrading
HMDB0002369,UGT2B15,degrading
HMDB0001518,UGT1A10,degrading
HMDB0001518,UGT1A6,degrading
HMDB0001518,UGT1A5,degrading
HMDB0001518,UGT1A9,degrading
HMDB0001518,UGT1A3,degrading
HMDB0001518,UGT1A7,degrading
HMDB0001518,UGT1A4,degrading
HMDB0001518,UGT2B7,degrading
HMDB0001518,UGT2B28,degrading
HMDB0001518,UGT2B17,degrading
HMDB0001518,UGT2B11,degrading
HMDB0001518,UGT2B4,degrading
HMDB0001518,UGT2B10,degrading
HMDB0001518,UGT2B15,degrading
HMDB0001931,UGT1A10,degrading
HMDB0001931,UGT1A6,degrading
HMDB0001931,UGT1A5,degrading
HMDB0001931,UGT1A9,degrading
HMDB0001931,UGT1A3,degrading
HMDB0001931,UGT1A7,degrading
HMDB0001931,UGT1A4,degrading
HMDB0001931,UGT2B7,degrading
HMDB0001931,UGT2B28,degrading
HMDB0001931,UGT2B17,degrading
HMDB0001931,UGT2B11,degrading
HMDB0001931,UGT2B4,degrading
HMDB0001931,UGT2B10,degrading
HMDB0001931,UGT2B15,degrading
HMDB0004705,UGT1A10,degrading
HMDB0004705,UGT1A6,degrading
HMDB0004705,UGT1A5,degrading
HMDB0004705,UGT1A9,degrading
HMDB0004705,UGT1A3,degrading
HMDB0004705,UGT1A7,degrading
HMDB0004705,UGT1A4,degrading
HMDB0004705,UGT2B7,degrading
HMDB0004705,UGT2B28,degrading
HMDB0004705,UGT2B17,degrading
HMDB0004705,UGT2B11,degrading
HMDB0004705,UGT2B4,degrading
HMDB0004705,UGT2B10,degrading
HMDB0004705,UGT2B15,degrading
HMDB0004704,UGT1A10,degrading
HMDB0004704,UGT1A6,degrading
HMDB0004704,UGT1A5,degrading
HMDB0004704,UGT1A9,degrading
HMDB0004704,UGT1A3,degrading
HMDB0004704,UGT1A7,degrading
HMDB0004704,UGT1A4,degrading
HMDB0004704,UGT2B7,degrading
HMDB0004704,UGT2B28,degrading
HMDB0004704,UGT2B17,degrading
HMDB0004704,UGT2B11,degrading
HMDB0004704,UGT2B4,degrading
HMDB0004704,UGT2B10,degrading
HMDB0004704,UGT2B15,degrading
HMDB0001859,UGT1A6,degrading
HMDB0001859,UGT1A9,degrading
HMDB0001859,UGT1A1,degrading
HMDB0001018,XYLT1,degrading
HMDB0001018,XYLT2,degrading
HMDB0000300,SLC29A2,degrading
HMDB0000294,SLC5A5,degrading
HMDB0000294,SLC14A1,degrading
HMDB0000294,SLC14A2,degrading
HMDB0000294,AQP9,degrading
HMDB0000883,SLC43A2,degrading
HMDB0000883,SLC43A1,degrading
HMDB0000868,TKT,degrading
HMDB0000868,TKTL2,degrading
HMDB0000868,TKTL1,degrading
HMDB0001321,TKT,degrading
HMDB0001321,TKTL2,degrading
HMDB0001321,TKTL1,degrading
HMDB0060444,ALDOA,degrading
HMDB0060444,ALDOB,degrading
HMDB0060444,ALDOC,degrading
HMDB0000227,SLC16A1,degrading
HMDB0006873,ALDOB,degrading
HMDB0006873,ALDOC,degrading
HMDB0006873,ALDOA,degrading
HMDB0003936,DBI,degrading
HMDB0000359,HADHB,degrading
HMDB0000359,ACAA2,degrading
HMDB0000359,ACAA1,degrading
HMDB0000359,MYO5B,degrading
HMDB0003934,DBI,degrading
HMDB0303998,ECHS1,degrading
HMDB0303998,DBI,degrading
HMDB0003948,ECI1,degrading
HMDB0003948,ECI2,degrading
HMDB0002845,DBI,degrading
HMDB0006821,HADHA,degrading
HMDB0006821,EHHADH,degrading
HMDB0006821,HSD17B4,degrading
HMDB0006821,HSD17B10,degrading
HMDB0006821,HADH,degrading
HMDB0006547,SLC27A5,degrading
HMDB0000518,SLC10A1,degrading
HMDB0000517,SLC38A4,degrading
HMDB0000722,SLC10A1,degrading
HMDB0000698,SLC10A1,degrading
HMDB0000511,SLC27A2,degrading
HMDB0001303,SLC30A1,degrading
HMDB0001303,SLC30A6,degrading
HMDB0001303,SLC30A7,degrading
HMDB0001303,SLC39A7,degrading
HMDB0000039,SLC27A4,degrading
HMDB0000039,SLC27A1,degrading
HMDB0000039,SLC27A3,degrading
HMDB0000039,SLC27A6,degrading
HMDB0000039,FABP1,degrading
HMDB0000039,CD36,degrading
HMDB0000039,FABP3,degrading
HMDB0000039,FABP2,degrading
HMDB0000039,FABP7,degrading
HMDB0000039,FABP5,degrading
HMDB0000039,FABP6,degrading
HMDB0000039,FABP4,degrading
HMDB0000039,FABP12,degrading
HMDB0000039,FABP9,degrading
HMDB0000946,SLC10A1,degrading
HMDB0000946,SLC10A2,degrading
HMDB0060074,SLC22A10,degrading
HMDB0003252,SLC22A10,degrading
HMDB0005998,SLC22A10,degrading
HMDB0002656,SLC22A10,degrading
HMDB0002752,SLC22A10,degrading
HMDB0002982,SLC22A10,degrading
HMDB0004236,SLC22A10,degrading
HMDB0060104,SLC22A10,degrading
HMDB0060095,SLC22A10,degrading
HMDB0005102,SLC22A10,degrading
HMDB0003034,SLC22A10,degrading
HMDB0002664,SLC22A10,degrading
HMDB0002685,SLC22A10,degrading
HMDB0001483,SLC22A10,degrading
HMDB0003235,SLC22A10,degrading
HMDB0001256,SLC22A1,degrading
HMDB0013001,AMY2B,degrading
HMDB0013001,AMY1C,degrading
HMDB0013001,AMY1A,degrading
HMDB0013001,AMY1B,degrading
HMDB0013001,AMY2A,degrading
HMDB0013001,LYZL1,degrading
HMDB0002189,SLC22A1,degrading
HMDB0000538,ARCN1,degrading
HMDB0000538,COPE,degrading
HMDB0000538,COPA,degrading
HMDB0000538,COPB1,degrading
HMDB0000538,COPG2,degrading
HMDB0000538,COPG1,degrading
HMDB0000538,COPB2,degrading
HMDB0004366,TYR,degrading
HMDB0001229,GSTK1,degrading
HMDB0012219,GSTK1,degrading
HMDB0013030,GSTK1,degrading
HMDB0001430,GSTK1,degrading
HMDB0004058,GSTK1,degrading
HMDB0000619,SLC27A2,degrading
HMDB0002369,CYP26B1,degrading
HMDB0005199,SLC22A2,degrading
HMDB0003892,SLC22A2,degrading
HMDB0012988,CMA1,degrading
HMDB0012988,TPSAB1,degrading
HMDB0012988,TPSB2,degrading
HMDB0012988,TPSD1,degrading
HMDB0001896,SLC22A6,degrading
HMDB0001896,SLC22A8,degrading
HMDB0002178,AMACR,degrading
HMDB0002057,AMACR,degrading
HMDB0000357,AMACR,degrading
HMDB0001564,CHPT1,degrading
HMDB0004243,GPX3,degrading
HMDB0004243,GPX6,degrading
HMDB0004243,GPX7,degrading
HMDB0004243,GPX5,degrading
HMDB0004243,GPX1,degrading
HMDB0013039,PTGS2,degrading
HMDB0013039,PTGS1,degrading
HMDB0002137,ECI1,degrading
HMDB0000705,SLC25A20,degrading
HMDB0002137,EHHADH,degrading
HMDB0002137,ECI2,degrading
HMDB0304118,EHHADH,degrading
HMDB0304118,ECI2,degrading
HMDB0003932,DBI,degrading
HMDB0006870,DBI,degrading
HMDB0006522,ECI1,degrading
HMDB0006522,EHHADH,degrading
HMDB0006522,ECI2,degrading
HMDB0000033,SLC15A3,degrading
HMDB0000033,SLC15A4,degrading
HMDB0002086,CBLIF,degrading
HMDB0002086,CUBN,degrading
HMDB0002086,AMN,degrading
HMDB0011733,SLC15A1,degrading
HMDB0001533,SLC19A1,degrading
HMDB0001039,SLC26A6,degrading
HMDB0015531,SLC40A1,degrading
HMDB0003178,LRP1,degrading
HMDB0000684,SLC43A2,degrading
HMDB0002231,FABP1,degrading
HMDB0002231,CD36,degrading
HMDB0002231,FABP3,degrading
HMDB0002231,FABP2,degrading
HMDB0002231,FABP7,degrading
HMDB0002231,FABP5,degrading
HMDB0002231,FABP6,degrading
HMDB0002231,FABP4,degrading
HMDB0002231,FABP12,degrading
HMDB0002231,FABP9,degrading
HMDB0000241,ABCB6,degrading
HMDB0000132,SLC29A2,degrading
HMDB0000663,SLC2A5,degrading
HMDB0000157,SLC29A2,degrading
HMDB0000098,SLC2A3,degrading
HMDB0001432,SLC22A2,degrading
HMDB0001533,FOLR1,degrading
HMDB0001533,FOLR3,degrading
HMDB0001533,FOLR2,degrading
HMDB0000038,SLC29A2,degrading
HMDB0000038,SLC29A1,degrading
HMDB0001903,CD36,degrading
HMDB0001903,SCARB1,degrading
HMDB0001903,NPC1L1,degrading
HMDB0004852,ST8SIA4,degrading
HMDB0001176,ST8SIA4,degrading
HMDB0005060,SLC27A4,degrading
HMDB0005060,SLC27A1,degrading
HMDB0005060,SLC27A3,degrading
HMDB0005060,SLC27A6,degrading
HMDB0005060,FABP1,degrading
HMDB0005060,CD36,degrading
HMDB0005060,FABP3,degrading
HMDB0005060,FABP2,degrading
HMDB0005060,FABP7,degrading
HMDB0005060,FABP5,degrading
HMDB0005060,FABP6,degrading
HMDB0005060,FABP4,degrading
HMDB0005060,FABP12,degrading
HMDB0005060,FABP9,degrading
HMDB0060039,SLC27A4,degrading
HMDB0060039,SLC27A1,degrading
HMDB0060039,SLC27A3,degrading
HMDB0060039,SLC27A6,degrading
HMDB0060039,FABP1,degrading
HMDB0060039,CD36,degrading
HMDB0060039,FABP3,degrading
HMDB0060039,FABP2,degrading
HMDB0060039,FABP7,degrading
HMDB0060039,FABP5,degrading
HMDB0060039,FABP6,degrading
HMDB0060039,FABP4,degrading
HMDB0060039,FABP12,degrading
HMDB0060039,FABP9,degrading
HMDB0061714,SLC27A4,degrading
HMDB0061714,SLC27A1,degrading
HMDB0061714,SLC27A3,degrading
HMDB0061714,SLC27A6,degrading
HMDB0061714,FABP1,degrading
HMDB0061714,CD36,degrading
HMDB0061714,FABP3,degrading
HMDB0061714,FABP2,degrading
HMDB0061714,FABP7,degrading
HMDB0061714,FABP5,degrading
HMDB0061714,FABP6,degrading
HMDB0061714,FABP4,degrading
HMDB0061714,FABP12,degrading
HMDB0061714,FABP9,degrading
HMDB0062243,SLC27A4,degrading
HMDB0062243,SLC27A1,degrading
HMDB0062243,SLC27A3,degrading
HMDB0062243,SLC27A6,degrading
HMDB0062243,FABP1,degrading
HMDB0062243,CD36,degrading
HMDB0062243,FABP3,degrading
HMDB0062243,FABP2,degrading
HMDB0062243,FABP7,degrading
HMDB0062243,FABP5,degrading
HMDB0062243,FABP6,degrading
HMDB0062243,FABP4,degrading
HMDB0062243,FABP12,degrading
HMDB0062243,FABP9,degrading
HMDB0002823,SLC27A4,degrading
HMDB0002823,SLC27A1,degrading
HMDB0002823,SLC27A3,degrading
HMDB0002823,SLC27A6,degrading
HMDB0002823,FABP1,degrading
HMDB0002823,CD36,degrading
HMDB0002823,FABP3,degrading
HMDB0002823,FABP2,degrading
HMDB0002823,FABP7,degrading
HMDB0002823,FABP5,degrading
HMDB0002823,FABP6,degrading
HMDB0002823,FABP4,degrading
HMDB0002823,FABP12,degrading
HMDB0002823,FABP9,degrading
HMDB0062436,SLC27A4,degrading
HMDB0062436,SLC27A1,degrading
HMDB0062436,SLC27A3,degrading
HMDB0062436,SLC27A6,degrading
HMDB0062436,FABP1,degrading
HMDB0062436,CD36,degrading
HMDB0062436,FABP3,degrading
HMDB0062436,FABP2,degrading
HMDB0062436,FABP7,degrading
HMDB0062436,FABP5,degrading
HMDB0062436,FABP6,degrading
HMDB0062436,FABP4,degrading
HMDB0062436,FABP12,degrading
HMDB0062436,FABP9,degrading
HMDB0031046,SLC27A4,degrading
HMDB0031046,SLC27A1,degrading
HMDB0031046,SLC27A3,degrading
HMDB0031046,SLC27A6,degrading
HMDB0031046,FABP1,degrading
HMDB0031046,CD36,degrading
HMDB0031046,FABP3,degrading
HMDB0031046,FABP2,degrading
HMDB0031046,FABP7,degrading
HMDB0031046,FABP5,degrading
HMDB0031046,FABP6,degrading
HMDB0031046,FABP4,degrading
HMDB0031046,FABP12,degrading
HMDB0031046,FABP9,degrading
HMDB0002884,SLC27A4,degrading
HMDB0002884,SLC27A1,degrading
HMDB0002884,SLC27A3,degrading
HMDB0002884,SLC27A6,degrading
HMDB0002884,FABP1,degrading
HMDB0002884,CD36,degrading
HMDB0002884,FABP3,degrading
HMDB0002884,FABP2,degrading
HMDB0002884,FABP7,degrading
HMDB0002884,FABP5,degrading
HMDB0002884,FABP6,degrading
HMDB0002884,FABP4,degrading
HMDB0002884,FABP12,degrading
HMDB0002884,FABP9,degrading
HMDB0002345,SLC27A4,degrading
HMDB0002345,SLC27A1,degrading
HMDB0002345,SLC27A3,degrading
HMDB0002345,SLC27A6,degrading
HMDB0002345,FABP1,degrading
HMDB0002345,CD36,degrading
HMDB0002345,FABP3,degrading
HMDB0002345,FABP2,degrading
HMDB0002345,FABP7,degrading
HMDB0002345,FABP5,degrading
HMDB0002345,FABP6,degrading
HMDB0002345,FABP4,degrading
HMDB0002345,FABP12,degrading
HMDB0002345,FABP9,degrading
HMDB0010378,SLC27A4,degrading
HMDB0010378,SLC27A1,degrading
HMDB0010378,SLC27A3,degrading
HMDB0010378,SLC27A6,degrading
HMDB0010378,FABP1,degrading
HMDB0010378,CD36,degrading
HMDB0010378,FABP3,degrading
HMDB0010378,FABP2,degrading
HMDB0010378,FABP7,degrading
HMDB0010378,FABP5,degrading
HMDB0010378,FABP6,degrading
HMDB0010378,FABP4,degrading
HMDB0010378,FABP12,degrading
HMDB0010378,FABP9,degrading
HMDB0000772,SLC27A4,degrading
HMDB0000772,SLC27A1,degrading
HMDB0000772,SLC27A3,degrading
HMDB0000772,SLC27A6,degrading
HMDB0000772,FABP1,degrading
HMDB0000772,CD36,degrading
HMDB0000772,FABP3,degrading
HMDB0000772,FABP2,degrading
HMDB0000772,FABP7,degrading
