	HMDB	GENE	direction	Source
8030	HMDB0000939	PCMT1	degrading	Experimental
8036	HMDB0000086	PLB1	degrading	Experimental
8039	HMDB0000673	PLB1	degrading	Experimental
8086	HMDB0000097	PLD1	degrading	Experimental
8087	HMDB0000149	PLD1	degrading	Experimental
8089	HMDB0000097	PLD2	degrading	Experimental
8090	HMDB0000149	PLD2	degrading	Experimental
8092	HMDB0000097	PLD3	degrading	Experimental
8093	HMDB0000149	PLD3	degrading	Experimental
8095	HMDB0000097	PLD4	degrading	Experimental
8096	HMDB0000149	PLD4	degrading	Experimental
8097	HMDB0000208	PLOD1	degrading	Experimental
8099	HMDB0000254	PLOD1	degrading	Experimental
8102	HMDB0000208	PLOD2	degrading	Experimental
8104	HMDB0000254	PLOD2	degrading	Experimental
8107	HMDB0000208	PLOD3	degrading	Experimental
8109	HMDB0000254	PLOD3	degrading	Experimental
8113	HMDB0000295	PLOD3	degrading	Experimental
8122	HMDB0000086	PNPLA6	degrading	Experimental
8125	HMDB0000086	PNPLA7	degrading	Experimental
8128	HMDB0000086	PNPLA8	degrading	Experimental
8131	HMDB0000673	PLA2G6	degrading	Experimental
8146	HMDB0000807	BPGM	producing	Experimental
8151	HMDB0000295	POMGNT1	degrading	Experimental
8160	HMDB0000538	PMVK	degrading	Experimental
8162	HMDB0001341	PMVK	producing	Experimental
8170	HMDB0000538	PNKP	degrading	Experimental
8171	HMDB0001341	PNKP	degrading	Experimental
8172	HMDB0001185	PNMT	degrading	Experimental
8173	HMDB0000939	PNMT	producing	Experimental
8178	HMDB0000050	PNP	degrading	Experimental
8179	HMDB0000034	PNP	producing	Experimental
8180	HMDB0000195	PNP	degrading	Experimental
8181	HMDB0000157	PNP	producing	Experimental
8183	HMDB0000132	PNP	producing	Experimental
8185	HMDB0000133	PNP	degrading	Experimental
8187	HMDB0001406	PNP	producing	Experimental
8208	HMDB0001341	PNPT1	degrading	Experimental
8209	HMDB0000295	PNPT1	degrading	Experimental
8210	HMDB0001201	PNPT1	degrading	Experimental
8211	HMDB0001546	PNPT1	degrading	Experimental
8242	HMDB0000086	LGALS13	degrading	Experimental
8264	HMDB0000244	ACP5	producing	Experimental
8269	HMDB0000244	ACP6	producing	Experimental
8274	HMDB0000244	ACP1	producing	Experimental
8279	HMDB0000244	ACP2	producing	Experimental
8284	HMDB0000244	ACPP	producing	Experimental
8289	HMDB0000244	ACPT	producing	Experimental
8322	HMDB0000095	PPCS	producing	Experimental
8324	HMDB0000538	PPCS	degrading	Experimental
8325	HMDB0000045	PPCS	producing	Experimental
8366	HMDB0000220	PPT1	degrading	Experimental
8369	HMDB0000220	PPT1	producing	Experimental
8373	HMDB0000220	PPT2	producing	Experimental
8376	HMDB0001185	PRDM2	degrading	Experimental
8377	HMDB0000939	PRDM2	degrading	Experimental
8378	HMDB0001185	PRDM6	degrading	Experimental
8379	HMDB0000939	PRDM6	degrading	Experimental
8380	HMDB0001185	PRDM7	degrading	Experimental
8381	HMDB0000939	PRDM7	degrading	Experimental
8382	HMDB0001185	PRDM9	degrading	Experimental
8383	HMDB0000939	PRDM9	degrading	Experimental
8390	HMDB0000125	PRDX6	degrading	Experimental
8392	HMDB0003337	PRDX6	producing	Experimental
8396	HMDB0000159	PRDX6	degrading	Experimental
8411	HMDB0000162	PRODH2	degrading	Experimental
8413	HMDB0000162	PRODH	degrading	Experimental
8419	HMDB0000902	PRODH	producing	Experimental
8421	HMDB0000538	DHX38	degrading	Experimental
8423	HMDB0001341	DHX38	producing	Experimental
8425	HMDB0000538	PRPS1	degrading	Experimental
8427	HMDB0000045	PRPS1	producing	Experimental
8429	HMDB0000538	PRPS2	degrading	Experimental
8431	HMDB0000045	PRPS2	producing	Experimental
8433	HMDB0000538	PRPS1L1	degrading	Experimental
8435	HMDB0000045	PRPS1L1	producing	Experimental
8532	HMDB0000149	PTDSS1	degrading	Experimental
8534	HMDB0000149	PTDSS2	degrading	Experimental
8537	HMDB0000148	PPAT	degrading	Experimental
8538	HMDB0000641	PPAT	producing	Experimental
8541	HMDB0000538	GART	degrading	Experimental
8543	HMDB0000123	GART	degrading	Experimental
8544	HMDB0001341	GART	producing	Experimental
8547	HMDB0001341	GART	degrading	Experimental
8556	HMDB0000538	PFAS	degrading	Experimental
8557	HMDB0000641	PFAS	degrading	Experimental
8559	HMDB0001341	PFAS	degrading	Experimental
8561	HMDB0000148	PFAS	producing	Experimental
8563	HMDB0001341	PFAS	producing	Experimental
8565	HMDB0000538	PAICS	degrading	Experimental
8567	HMDB0000191	PAICS	degrading	Experimental
8568	HMDB0001341	PAICS	producing	Experimental
8573	HMDB0000536	ADSL	degrading	Experimental
8574	HMDB0000134	ADSL	producing	Experimental
8575	HMDB0000045	ADSL	producing	Experimental
8586	HMDB0000191	ADSSL1	degrading	Experimental
8587	HMDB0001201	ADSSL1	producing	Experimental
8589	HMDB0000536	ADSSL1	producing	Experimental
8592	HMDB0000191	ADSS	degrading	Experimental
8593	HMDB0001201	ADSS	producing	Experimental
8595	HMDB0000536	ADSS	producing	Experimental
8600	HMDB0000538	PC	degrading	Experimental
8601	HMDB0000243	PC	degrading	Experimental
8603	HMDB0001341	PC	producing	Experimental
8612	HMDB0000538	CAD	degrading	Experimental
8613	HMDB0000641	CAD	degrading	Experimental
8616	HMDB0001341	CAD	producing	Experimental
8618	HMDB0000148	CAD	producing	Experimental
8619	HMDB0001096	CAD	producing	Experimental
8620	HMDB0001096	CAD	degrading	Experimental
8621	HMDB0000191	CAD	degrading	Experimental
8626	HMDB0000538	CTPS1	degrading	Experimental
8629	HMDB0001341	CTPS1	producing	Experimental
8632	HMDB0000641	CTPS1	degrading	Experimental
8634	HMDB0000148	CTPS1	producing	Experimental
8635	HMDB0000538	CTPS2	degrading	Experimental
8638	HMDB0001341	CTPS2	producing	Experimental
8641	HMDB0000641	CTPS2	degrading	Experimental
8643	HMDB0000148	CTPS2	producing	Experimental
8654	HMDB0000132	QTRTD1	degrading	Experimental
8655	HMDB0000538	RBKS	degrading	Experimental
8656	HMDB0001341	RBKS	producing	Experimental
8659	HMDB0001341	RBKS	degrading	Experimental
8661	HMDB0000538	RBKS	producing	Experimental
8670	HMDB0000902	RDH5	degrading	Experimental
8676	HMDB0000902	SDR16C5	degrading	Experimental
8682	HMDB0000538	RECQL	degrading	Experimental
8684	HMDB0001341	RECQL	producing	Experimental
8686	HMDB0000538	RECQL4	degrading	Experimental
8688	HMDB0001341	RECQL4	producing	Experimental
8690	HMDB0000538	RECQL5	degrading	Experimental
8692	HMDB0001341	RECQL5	producing	Experimental
8698	HMDB0000625	RGN	producing	Experimental
8701	HMDB0000538	RFK	degrading	Experimental
8702	HMDB0000244	RFK	degrading	Experimental
8703	HMDB0001341	RFK	producing	Experimental
8705	HMDB0000538	RIMKLA	degrading	Experimental
8706	HMDB0000812	RIMKLA	degrading	Experimental
8707	HMDB0000148	RIMKLA	degrading	Experimental
8708	HMDB0001341	RIMKLA	producing	Experimental
8710	HMDB0000538	RIMKLB	degrading	Experimental
8711	HMDB0000094	RIMKLB	degrading	Experimental
8712	HMDB0000148	RIMKLB	degrading	Experimental
8713	HMDB0001341	RIMKLB	producing	Experimental
8715	HMDB0000812	RIMKLB	degrading	Experimental
8718	HMDB0001341	RRM1	degrading	Experimental
8720	HMDB0001201	RRM1	degrading	Experimental
8722	HMDB0001546	RRM1	degrading	Experimental
8725	HMDB0001341	RRM2B	degrading	Experimental
8727	HMDB0001201	RRM2B	degrading	Experimental
8729	HMDB0001546	RRM2B	degrading	Experimental
8732	HMDB0001341	RRM2	degrading	Experimental
8734	HMDB0001201	RRM2	degrading	Experimental
8736	HMDB0001546	RRM2	degrading	Experimental
8737	HMDB0000538	ZNRD1	degrading	Experimental
8743	HMDB0000538	POLR1A	degrading	Experimental
8748	HMDB0000538	POLR1B	degrading	Experimental
8752	HMDB0000538	TWISTNB	degrading	Experimental
8757	HMDB0000538	POLR1E	degrading	Experimental
8762	HMDB0000538	POLR2E	degrading	Experimental
8767	HMDB0000538	POLR2F	degrading	Experimental
8772	HMDB0000538	POLR2H	degrading	Experimental
8777	HMDB0000538	POLR2K	degrading	Experimental
8782	HMDB0000538	POLR2L	degrading	Experimental
8787	HMDB0000538	POLR1C	degrading	Experimental
8792	HMDB0000538	POLR1D	degrading	Experimental
8799	HMDB0000538	POLR2J	degrading	Experimental
8804	HMDB0000538	POLR2J2	degrading	Experimental
8810	HMDB0000538	POLR2A	degrading	Experimental
8815	HMDB0000538	POLR2B	degrading	Experimental
8819	HMDB0000538	POLR2C	degrading	Experimental
8824	HMDB0000538	POLR2D	degrading	Experimental
8829	HMDB0000538	POLR2G	degrading	Experimental
8834	HMDB0000538	POLR2I	degrading	Experimental
8839	HMDB0000538	POLR3K	degrading	Experimental
8845	HMDB0000538	POLR3A	degrading	Experimental
8850	HMDB0000538	POLR3B	degrading	Experimental
8854	HMDB0000538	POLR3C	degrading	Experimental
8859	HMDB0000538	POLR3D	degrading	Experimental
8864	HMDB0000538	POLR3E	degrading	Experimental
8869	HMDB0000538	POLR3F	degrading	Experimental
8874	HMDB0000538	POLR3GL	degrading	Experimental
8879	HMDB0000538	POLR3G	degrading	Experimental
8884	HMDB0000538	POLR3H	degrading	Experimental
8896	HMDB0001185	FTSJ2	degrading	Experimental
8897	HMDB0000939	FTSJ2	degrading	Experimental
8898	HMDB0000538	RTCA	degrading	Experimental
8899	HMDB0000045	RTCA	degrading	Experimental
8901	HMDB0000538	C22orf28	degrading	Experimental
8902	HMDB0000045	C22orf28	degrading	Experimental
8904	HMDB0000538	RTEL1	degrading	Experimental
8906	HMDB0001341	RTEL1	producing	Experimental
8908	HMDB0000538	RUVBL1	degrading	Experimental
8910	HMDB0001341	RUVBL1	producing	Experimental
8912	HMDB0000538	RUVBL2	degrading	Experimental
8914	HMDB0001341	RUVBL2	producing	Experimental
8916	HMDB0000538	SLC27A2	degrading	Experimental
8918	HMDB0000045	SLC27A2	degrading	Experimental
8920	HMDB0000538	SLC27A5	degrading	Experimental
8923	HMDB0000045	SLC27A5	producing	Experimental
8933	HMDB0000045	SLC27A5	degrading	Experimental
8937	HMDB0000538	SLC27A5	producing	Experimental
8950	HMDB0000939	AHCYL1	degrading	Experimental
8953	HMDB0000050	AHCYL1	producing	Experimental
8956	HMDB0000939	AHCYL2	degrading	Experimental
8959	HMDB0000050	AHCYL2	producing	Experimental
8962	HMDB0000939	AHCY	degrading	Experimental
8965	HMDB0000050	AHCY	producing	Experimental
8970	HMDB0000123	SARDH	degrading	Experimental
8973	HMDB0000207	OLAH	degrading	Experimental
8974	HMDB0000220	OLAH	degrading	Experimental
8976	HMDB0000806	OLAH	degrading	Experimental
8977	HMDB0000827	OLAH	degrading	Experimental
8995	HMDB0000902	SC5DL	producing	Experimental
9010	HMDB0000161	SCLY	producing	Experimental
9012	HMDB0000243	SCLY	producing	Experimental
9016	HMDB0000254	OXCT1	degrading	Experimental
9018	HMDB0000254	OXCT1	producing	Experimental
9021	HMDB0000254	OXCT2	degrading	Experimental
9023	HMDB0000254	OXCT2	producing	Experimental
9026	HMDB0000243	SDS	producing	Experimental
9028	HMDB0000167	SDS	degrading	Experimental
9033	HMDB0000243	SDSL	producing	Experimental
9035	HMDB0000167	SDSL	degrading	Experimental
9037	HMDB0000807	PHGDH	degrading	Experimental
9038	HMDB0000902	PHGDH	degrading	Experimental
9041	HMDB0059655	PHGDH	degrading	Experimental
9042	HMDB0000208	PHGDH	producing	Experimental
9050	HMDB0000208	PSAT1	degrading	Experimental
9052	HMDB0000148	PSAT1	producing	Experimental
9053	HMDB0001185	SETD1A	degrading	Experimental
9054	HMDB0000939	SETD1A	degrading	Experimental
9055	HMDB0001185	SETD1B	degrading	Experimental
9056	HMDB0000939	SETD1B	degrading	Experimental
9057	HMDB0001185	SETDB1	degrading	Experimental
9058	HMDB0000939	SETDB1	degrading	Experimental
9059	HMDB0001185	SETDB2	degrading	Experimental
9060	HMDB0000939	SETDB2	degrading	Experimental
9061	HMDB0001185	SETD2	degrading	Experimental
9062	HMDB0000939	SETD2	degrading	Experimental
9063	HMDB0001185	SETD3	degrading	Experimental
9064	HMDB0000939	SETD3	degrading	Experimental
9065	HMDB0001185	SETD7	degrading	Experimental
9066	HMDB0000939	SETD7	degrading	Experimental
9067	HMDB0001185	SETD8	degrading	Experimental
9068	HMDB0000939	SETD8	degrading	Experimental
9069	HMDB0001185	SETMAR	degrading	Experimental
9070	HMDB0000939	SETMAR	degrading	Experimental
9087	HMDB0000538	SHPK	degrading	Experimental
9089	HMDB0001341	SHPK	producing	Experimental
9090	HMDB0001068	SHPK	producing	Experimental
9092	HMDB0000095	ST3GAL1	degrading	Experimental
9094	HMDB0000095	ST3GAL2	degrading	Experimental
9096	HMDB0000095	ST3GAL4	degrading	Experimental
9098	HMDB0000095	ST6GALNAC1	degrading	Experimental
9100	HMDB0000095	ST6GALNAC2	degrading	Experimental
9102	HMDB0000095	ST6GALNAC3	degrading	Experimental
9104	HMDB0000095	ST6GALNAC4	degrading	Experimental
9106	HMDB0000095	ST8SIA1	degrading	Experimental
9110	HMDB0000263	NANS	degrading	Experimental
9118	HMDB0000263	NANS	producing	Experimental
9121	HMDB0000095	ST6GAL1	degrading	Experimental
9123	HMDB0000095	ST6GAL2	degrading	Experimental
9125	HMDB0000095	ST3GAL3	degrading	Experimental
9127	HMDB0000095	ST3GAL5	degrading	Experimental
9128	HMDB0000902	SIRT1	degrading	Experimental
9129	HMDB0001406	SIRT1	degrading	Experimental
9130	HMDB0000902	SIRT2	degrading	Experimental
9131	HMDB0001406	SIRT2	degrading	Experimental
9132	HMDB0000902	SIRT3	degrading	Experimental
9133	HMDB0001406	SIRT3	degrading	Experimental
9134	HMDB0000902	SIRT4	degrading	Experimental
9135	HMDB0001406	SIRT4	degrading	Experimental
9136	HMDB0000902	SIRT5	degrading	Experimental
9137	HMDB0001406	SIRT5	degrading	Experimental
9138	HMDB0000902	SIRT6	degrading	Experimental
9139	HMDB0001406	SIRT6	degrading	Experimental
9140	HMDB0000902	SIRT7	degrading	Experimental
9141	HMDB0001406	SIRT7	degrading	Experimental
9142	HMDB0000538	SKIV2L2	degrading	Experimental
9144	HMDB0001341	SKIV2L2	producing	Experimental
9146	HMDB0000538	IGHMBP2	degrading	Experimental
9148	HMDB0001341	IGHMBP2	producing	Experimental
9156	HMDB0000538	SMARCAD1	degrading	Experimental
9158	HMDB0001341	SMARCAD1	producing	Experimental
9160	HMDB0001185	SMYD2	degrading	Experimental
9161	HMDB0000939	SMYD2	degrading	Experimental
9162	HMDB0001185	SMYD3	degrading	Experimental
9163	HMDB0000939	SMYD3	degrading	Experimental
9188	HMDB0000123	PIPOX	producing	Experimental
9191	HMDB0000538	SPAST	degrading	Experimental
9193	HMDB0001341	SPAST	producing	Experimental
9195	HMDB0001185	FTSJ3	degrading	Experimental
9196	HMDB0000939	FTSJ3	degrading	Experimental
9203	HMDB0000294	AGMAT	producing	Experimental
9210	HMDB0000538	SPHK1	degrading	Experimental
9212	HMDB0001341	SPHK1	producing	Experimental
9216	HMDB0000538	SPHK2	degrading	Experimental
9218	HMDB0001341	SPHK2	producing	Experimental
9232	HMDB0000538	SEPHS1	degrading	Experimental
9235	HMDB0000045	SEPHS1	producing	Experimental
9238	HMDB0000538	SEPHS2	degrading	Experimental
9241	HMDB0000045	SEPHS2	producing	Experimental
9264	HMDB0000243	AGXT	degrading	Experimental
9266	HMDB0000161	AGXT	producing	Experimental
9267	HMDB0000161	AGXT	degrading	Experimental
9269	HMDB0000243	AGXT	producing	Experimental
9270	HMDB0000123	AGXT	producing	Experimental
9271	HMDB0000123	AGXT	degrading	Experimental
9272	HMDB0000208	AGXT	degrading	Experimental
9274	HMDB0000148	AGXT	producing	Experimental
9277	HMDB0000243	SRR	producing	Experimental
9281	HMDB0000902	ALDH5A1	degrading	Experimental
9283	HMDB0000254	ALDH5A1	producing	Experimental
9333	HMDB0000538	TUT1	degrading	Experimental
9343	HMDB0000254	SUCLG1	degrading	Experimental
9345	HMDB0001201	SUCLG1	producing	Experimental
9348	HMDB0000538	SUCLG1	degrading	Experimental
9349	HMDB0001341	SUCLG1	producing	Experimental
9352	HMDB0000538	SUCLA2	degrading	Experimental
9353	HMDB0000254	SUCLA2	degrading	Experimental
9355	HMDB0001341	SUCLA2	producing	Experimental
9359	HMDB0001201	SUCLA2	producing	Experimental
9363	HMDB0000254	SUCLG2	degrading	Experimental
9365	HMDB0001201	SUCLG2	producing	Experimental
9372	HMDB0000660	SI	producing	Experimental
9373	HMDB0000122	SI	producing	Experimental
9376	HMDB0000660	SI	degrading	Experimental
9381	HMDB0000538	SUPV3L1	degrading	Experimental
9383	HMDB0001341	SUPV3L1	producing	Experimental
9385	HMDB0001185	SUV39H1	degrading	Experimental
9386	HMDB0000939	SUV39H1	degrading	Experimental
9387	HMDB0001185	SUV39H2	degrading	Experimental
9388	HMDB0000939	SUV39H2	degrading	Experimental
9389	HMDB0001185	SUV420H1	degrading	Experimental
9390	HMDB0000939	SUV420H1	degrading	Experimental
9391	HMDB0001185	SUV420H2	degrading	Experimental
9392	HMDB0000939	SUV420H2	degrading	Experimental
9393	HMDB0000538	AARS	degrading	Experimental
9394	HMDB0000161	AARS	degrading	Experimental
9395	HMDB0000045	AARS	degrading	Experimental
9397	HMDB0000538	AARS2	degrading	Experimental
9398	HMDB0000161	AARS2	degrading	Experimental
9399	HMDB0000045	AARS2	degrading	Experimental
9401	HMDB0000538	CARS	degrading	Experimental
9403	HMDB0000045	CARS	degrading	Experimental
9405	HMDB0000538	CARS2	degrading	Experimental
9407	HMDB0000045	CARS2	degrading	Experimental
9409	HMDB0000538	DARS	degrading	Experimental
9410	HMDB0000191	DARS	degrading	Experimental
9411	HMDB0000045	DARS	degrading	Experimental
9414	HMDB0000045	DARS	producing	Experimental
9415	HMDB0000538	DARS2	degrading	Experimental
9416	HMDB0000191	DARS2	degrading	Experimental
9417	HMDB0000045	DARS2	degrading	Experimental
9420	HMDB0000045	DARS2	producing	Experimental
9421	HMDB0000538	EARS2	degrading	Experimental
9422	HMDB0000148	EARS2	degrading	Experimental
9423	HMDB0000045	EARS2	degrading	Experimental
9426	HMDB0000045	EARS2	producing	Experimental
9427	HMDB0000538	EPRS	degrading	Experimental
9428	HMDB0000148	EPRS	degrading	Experimental
9429	HMDB0000045	EPRS	degrading	Experimental
9431	HMDB0000162	EPRS	degrading	Experimental
9433	HMDB0000045	EPRS	producing	Experimental
9434	HMDB0000538	FARSA	degrading	Experimental
9435	HMDB0000159	FARSA	degrading	Experimental
9436	HMDB0000045	FARSA	degrading	Experimental
9438	HMDB0000538	FARSB	degrading	Experimental
9439	HMDB0000159	FARSB	degrading	Experimental
9440	HMDB0000045	FARSB	degrading	Experimental
9442	HMDB0000538	FARS2	degrading	Experimental
9443	HMDB0000159	FARS2	degrading	Experimental
9444	HMDB0000045	FARS2	degrading	Experimental
9446	HMDB0000538	GARS	degrading	Experimental
9447	HMDB0000123	GARS	degrading	Experimental
9448	HMDB0000045	GARS	degrading	Experimental
9450	HMDB0000538	HARS	degrading	Experimental
9451	HMDB0000177	HARS	degrading	Experimental
9452	HMDB0000045	HARS	degrading	Experimental
9454	HMDB0000538	HARS2	degrading	Experimental
9455	HMDB0000177	HARS2	degrading	Experimental
9456	HMDB0000045	HARS2	degrading	Experimental
9458	HMDB0000538	IARS	degrading	Experimental
9459	HMDB0000172	IARS	degrading	Experimental
9460	HMDB0000045	IARS	degrading	Experimental
9462	HMDB0000538	IARS2	degrading	Experimental
9463	HMDB0000172	IARS2	degrading	Experimental
9464	HMDB0000045	IARS2	degrading	Experimental
9466	HMDB0000538	KARS	degrading	Experimental
9467	HMDB0000182	KARS	degrading	Experimental
9468	HMDB0000045	KARS	degrading	Experimental
9470	HMDB0000538	LARS	degrading	Experimental
9471	HMDB0000687	LARS	degrading	Experimental
9472	HMDB0000045	LARS	degrading	Experimental
9474	HMDB0000538	LARS2	degrading	Experimental
9475	HMDB0000687	LARS2	degrading	Experimental
9476	HMDB0000045	LARS2	degrading	Experimental
9478	HMDB0000538	MARS	degrading	Experimental
9479	HMDB0000696	MARS	degrading	Experimental
9480	HMDB0000045	MARS	degrading	Experimental
9483	HMDB0000538	MARS2	degrading	Experimental
9484	HMDB0000696	MARS2	degrading	Experimental
9485	HMDB0000045	MARS2	degrading	Experimental
9488	HMDB0000538	NARS	degrading	Experimental
9489	HMDB0000168	NARS	degrading	Experimental
9490	HMDB0000045	NARS	degrading	Experimental
9496	HMDB0000538	NARS2	degrading	Experimental
9497	HMDB0000168	NARS2	degrading	Experimental
9498	HMDB0000045	NARS2	degrading	Experimental
9500	HMDB0000538	PARS2	degrading	Experimental
9501	HMDB0000162	PARS2	degrading	Experimental
9502	HMDB0000045	PARS2	degrading	Experimental
9504	HMDB0000538	QARS	degrading	Experimental
9505	HMDB0000641	QARS	degrading	Experimental
9506	HMDB0000045	QARS	degrading	Experimental
9508	HMDB0000538	RARS	degrading	Experimental
9509	HMDB0000517	RARS	degrading	Experimental
9510	HMDB0000045	RARS	degrading	Experimental
9512	HMDB0000538	RARS2	degrading	Experimental
9513	HMDB0000517	RARS2	degrading	Experimental
9514	HMDB0000045	RARS2	degrading	Experimental
9516	HMDB0000538	SARS	degrading	Experimental
9518	HMDB0000045	SARS	degrading	Experimental
9520	HMDB0000538	SARS2	degrading	Experimental
9522	HMDB0000045	SARS2	degrading	Experimental
9524	HMDB0000538	TARSL2	degrading	Experimental
9525	HMDB0000167	TARSL2	degrading	Experimental
9526	HMDB0000045	TARSL2	degrading	Experimental
9528	HMDB0000538	TARS	degrading	Experimental
9529	HMDB0000167	TARS	degrading	Experimental
9530	HMDB0000045	TARS	degrading	Experimental
9532	HMDB0000538	TARS2	degrading	Experimental
9533	HMDB0000167	TARS2	degrading	Experimental
9534	HMDB0000045	TARS2	degrading	Experimental
9536	HMDB0000538	VARS	degrading	Experimental
9537	HMDB0000883	VARS	degrading	Experimental
9538	HMDB0000045	VARS	degrading	Experimental
9540	HMDB0000538	VARS2	degrading	Experimental
9541	HMDB0000883	VARS2	degrading	Experimental
9542	HMDB0000045	VARS2	degrading	Experimental
9544	HMDB0000538	WARS	degrading	Experimental
9545	HMDB0000929	WARS	degrading	Experimental
9546	HMDB0000045	WARS	degrading	Experimental
9548	HMDB0000538	WARS2	degrading	Experimental
9549	HMDB0000929	WARS2	degrading	Experimental
9550	HMDB0000045	WARS2	degrading	Experimental
9552	HMDB0000538	YARS	degrading	Experimental
9553	HMDB0000158	YARS	degrading	Experimental
9554	HMDB0000045	YARS	degrading	Experimental
9556	HMDB0000538	YARS2	degrading	Experimental
9557	HMDB0000158	YARS2	degrading	Experimental
9558	HMDB0000045	YARS2	degrading	Experimental
9560	HMDB0000929	TDO2	degrading	Experimental
9563	HMDB0000538	GTF2F2	degrading	Experimental
9565	HMDB0001341	GTF2F2	producing	Experimental
9568	HMDB0001068	TALDO1	degrading	Experimental
9571	HMDB0000124	TALDO1	producing	Experimental
9573	HMDB0000538	TDRD9	degrading	Experimental
9575	HMDB0001341	TDRD9	producing	Experimental
9582	HMDB0000538	VCP	degrading	Experimental
9584	HMDB0001341	VCP	producing	Experimental
9587	HMDB0000208	TET1	degrading	Experimental
9589	HMDB0000254	TET1	degrading	Experimental
9590	HMDB0000208	TET2	degrading	Experimental
9592	HMDB0000254	TET2	degrading	Experimental
9593	HMDB0000208	TET3	degrading	Experimental
9595	HMDB0000254	TET3	degrading	Experimental
9607	HMDB0001185	TGS1	degrading	Experimental
9608	HMDB0000939	TGS1	degrading	Experimental
9610	HMDB0000132	QTRT1	degrading	Experimental
9615	HMDB0000220	THEM4	producing	Experimental
9616	HMDB0000538	THG1L	degrading	Experimental
9618	HMDB0000045	THG1L	degrading	Experimental
9673	HMDB0000243	MPST	producing	Experimental
9690	HMDB0000243	TST	producing	Experimental
9693	HMDB0000124	TIGAR	producing	Experimental
9696	HMDB0001068	TKTL1	degrading	Experimental
9703	HMDB0001068	TKTL1	producing	Experimental
9704	HMDB0001068	TKTL2	degrading	Experimental
9711	HMDB0001068	TKTL2	producing	Experimental
9712	HMDB0001068	TKT	degrading	Experimental
9719	HMDB0001068	TKT	producing	Experimental
9725	HMDB0000086	TMEM86B	degrading	Experimental
9728	HMDB0000208	TMLHE	degrading	Experimental
9730	HMDB0000254	TMLHE	producing	Experimental
9733	HMDB0000902	TNKS	degrading	Experimental
9734	HMDB0001406	TNKS	degrading	Experimental
9735	HMDB0000902	TNKS2	degrading	Experimental
9736	HMDB0001406	TNKS2	degrading	Experimental
9737	HMDB0001185	LRTOMT	degrading	Experimental
9738	HMDB0000939	LRTOMT	degrading	Experimental
9745	HMDB0000929	TPH1	degrading	Experimental
9752	HMDB0000929	TPH2	degrading	Experimental
9761	HMDB0000538	TPK1	degrading	Experimental
9763	HMDB0000045	TPK1	producing	Experimental
9766	HMDB0001341	TPK1	producing	Experimental
9768	HMDB0001185	TPMT	degrading	Experimental
9769	HMDB0000939	TPMT	degrading	Experimental
9772	HMDB0000939	TPMT	producing	Experimental
9783	HMDB0001185	TRMT61B	degrading	Experimental
9784	HMDB0000939	TRMT61B	degrading	Experimental
9785	HMDB0001185	TRDMT1	degrading	Experimental
9786	HMDB0000939	TRDMT1	degrading	Experimental
9788	HMDB0000122	TREH	producing	Experimental
9790	HMDB0000538	TRIM25	degrading	Experimental
9791	HMDB0000045	TRIM25	degrading	Experimental
9793	HMDB0001185	TRMT13	degrading	Experimental
9794	HMDB0000939	TRMT13	degrading	Experimental
9795	HMDB0001185	TRMT1	degrading	Experimental
9796	HMDB0000939	TRMT1	degrading	Experimental
9797	HMDB0001185	TRMT2B	degrading	Experimental
9798	HMDB0000939	TRMT2B	degrading	Experimental
9799	HMDB0001185	TRMT44	degrading	Experimental
9800	HMDB0000939	TRMT44	degrading	Experimental
9801	HMDB0001185	TRMT5	degrading	Experimental
9802	HMDB0000939	TRMT5	degrading	Experimental
9803	HMDB0001185	TRMT61A	degrading	Experimental
9804	HMDB0000939	TRMT61A	degrading	Experimental
9805	HMDB0001185	FTSJ1	degrading	Experimental
9806	HMDB0000939	FTSJ1	degrading	Experimental
9807	HMDB0001185	METTL1	degrading	Experimental
9808	HMDB0000939	METTL1	degrading	Experimental
9810	HMDB0000538	TRNT1	degrading	Experimental
9814	HMDB0000045	TRPM2	producing	Experimental
9816	HMDB0000902	TRPT1	degrading	Experimental
9817	HMDB0001406	TRPT1	degrading	Experimental
9849	HMDB0000538	TTL	degrading	Experimental
9850	HMDB0000158	TTL	degrading	Experimental
9851	HMDB0001341	TTL	degrading	Experimental
9857	HMDB0000125	TXNDC12	degrading	Experimental
9858	HMDB0003337	TXNDC12	degrading	Experimental
9859	HMDB0000158	TH	degrading	Experimental
9882	HMDB0000158	TYR	degrading	Experimental
9890	HMDB0000902	TYR	producing	Experimental
9898	HMDB0000538	UBE2QL1	degrading	Experimental
9899	HMDB0000045	UBE2QL1	degrading	Experimental
9901	HMDB0000538	SNRNP200	degrading	Experimental
9903	HMDB0001341	SNRNP200	producing	Experimental
9915	HMDB0000538	UBE2D1	degrading	Experimental
9916	HMDB0000045	UBE2D1	degrading	Experimental
9918	HMDB0000538	UBE2D2	degrading	Experimental
9919	HMDB0000045	UBE2D2	degrading	Experimental
9921	HMDB0000538	UBE2D3	degrading	Experimental
9922	HMDB0000045	UBE2D3	degrading	Experimental
9924	HMDB0000538	UBE2D4	degrading	Experimental
9925	HMDB0000045	UBE2D4	degrading	Experimental
9927	HMDB0000538	UBE2E1	degrading	Experimental
9928	HMDB0000045	UBE2E1	degrading	Experimental
9930	HMDB0000538	UBE2E2	degrading	Experimental
9931	HMDB0000045	UBE2E2	degrading	Experimental
